"P_OBJECT_SYST"	"P_TYPE_SYST"	"P_OBJECT_LOCA"	"P_TYPE_LOCA"	"CODE"	"OBJ_DESC"	"TYPE"	"TYPE_DESC"	"OBJ_UNISOL"	"SYSTEM_STATUS"	"SYSTEM_STATUS_DESC"	"USER_STATUS"	"USER_STATUS_DESC"	"CLASS"	"CLASS_DESC"	"DENOMINATOR"	"DENOMINATOR_DESC"	"SPECIFIC_LOCATION"	"INSTALL_DATE"	"MODEL_NO"	"SERIAL_NUMBER"	"MANFACTURER"	"OBJ_OMS_ONLY"	"OBJ_OMS_UNISOL_VERIFIED"	"OBJ_UPDATE_REASON"	"UPDATE_DATE"	"UPDATED_BY"	"OBJ_CODE_DOC"	"OBJ_POSITION"	"UNI_CRITICALITY"	"UNI_CRITICALITY_DESC"	"PRIM_SECE_ID"	"SECE_ID_2"	"SECE_ID_3"	"SECE_ID_4"	"PRIM_SECE_ID_DESC"	"SECE_ID_2_DESC"	"SECE_ID_3_DESC"	"SECE_ID_4_DESC"
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-SOV-300724"	"SOLENOID VALVE ZONE IV, WELL 7"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PSOV"	"SOLENOID VALVE"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3145"		""	""	""	"N"	"N"	"PU-TSB-1"	22-OCT-14	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-SOV-300724"	"400356898"	""	""	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-SOV-300723"	"SOLENOID VALVE ZONE III, WELL 7"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PSOV"	"SOLENOID VALVE"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3145"		""	""	""	"N"	"N"	"PU-TSB-1"	22-OCT-14	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-SOV-300723"	"400356897"	""	""	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-SOV-300322"	"SOLENOID VALVE ZONE II, WELL 3"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PSOV"	"SOLENOID VALVE"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3144"		""	""	""	"N"	"N"	"PU-TSB-1"	21-OCT-14	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-SOV-300322"	"400356860"	""	""	""	""	""	""	""	""	""	""
"DK.HB.B.030"	"SYST"	"HBBB"	"LOCA"	"HBBB-PIT-301014"	"PRESSURE INDICATOR TRANSMITTER, ESD"	"FLOC"	"Functional Location"	"HB /B /10/HBBB-PIT-301014"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PTES"	"TRANSMITTER FOR ESD SYSTEM"	"HBBWEL"	"HBB NEW WELLHEAD MODULE"	"B CASING WELL 10"		""	""	""	"N"	"Y"	"DU-HBB-436"	24-NOV-17	"MEL_SCHEMA5"	"DK.HB.B.030.HBBB-PIT-301014"	"400111162"	"V"	"Vital"	""	"C4.1"	""	""	""	"ESD System including emergency Push Buttons"	""	""
"DK.HB.D.010"	"SYST"	"HBDB"	"LOCA"	"HBDB-XCV-105057"	"ACTUATED VALVE"	"FLOC"	"Functional Location"	"HB /D /85/HBDB-XCV-105057"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PXCV"	"UNCLASSIFIED VALVE"	""	""	"POTABLE WATER MAKER"		""	""	""	"N"	"Y"	""		""	"DK.HB.D.010.HBDB-XCV-105057"	""	"I"	"Important"	""	""	""	""	""	""	""	""
"DK.HB.D.010"	"SYST"	"HBDB"	"LOCA"	"HBDB-LS-105001"	"LEVEL SWITCH"	"FLOC"	"Functional Location"	"HB /D /85/HBDB-LS-105001"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PLS"	"LEVEL SWITCH"	""	""	"POTABLE WATER MAKER"		""	""	""	"N"	"Y"	""		""	"DK.HB.D.010.HBDB-LS-105001"	""	"I"	"Important"	""	""	""	""	""	""	""	""
"DK.HB.D.010"	"SYST"	"HBDB"	"LOCA"	"HBDB-XCV-105058"	"ACTUATED VALVE"	"FLOC"	"Functional Location"	"HB /D /85/HBDB-XCV-105058"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PXCV"	"UNCLASSIFIED VALVE"	""	""	"POTABLE WATER MAKER"		""	""	""	"N"	"Y"	""		""	"DK.HB.D.010.HBDB-XCV-105058"	""	"I"	"Important"	""	""	""	""	""	""	""	""
"DK.HB.D.010"	"SYST"	"HBDB"	"LOCA"	"HBDB-GV-105009"	"UNCLASSIFIED VALVE"	"FLOC"	"Functional Location"	"HB /D /85/HBDB-GV-105009"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PXCV"	"UNCLASSIFIED VALVE"	""	""	"POTABLE WATER MAKER"		""	""	""	"N"	"Y"	""		""	"DK.HB.D.010.HBDB-GV-105009"	""	"I"	"Important"	""	""	""	""	""	""	""	""
"DK.HB.D.053"	"SYST"	"HBDC"	"LOCA"	"HBDC-HCV-535512-V2"	"HAND CONTROL VALVE"	"FLOC"	"Functional Location"	"HB /D /76/HBDC-HCV-535512-V2"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PHCV"	"HAND CONTROL VALVE"	""	""	"HP DISCHARGE COOLER E-4453"		""	""	""	"N"	"Y"	""		""	"DK.HB.D.053.HBDC-HCV-535512-V2"	""	"S"	"Secondary"	""	""	""	""	""	""	""	""
"DK.HB.D.053"	"SYST"	"HBDC"	"LOCA"	"HBDC-HCV-535531A-I"	"HAND CONTROL VALVE"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PHCV"	"HAND CONTROL VALVE"	""	""	"HP DISCHARGE COOLER E-4453"		""	""	""	"N"	"N"	""		""	"DK.HB.D.053.HBDC-HCV-535531A-I"	""	""	""	""	""	""	""	""	""	""	""
"DK.HB.D.053"	"SYST"	"HBDC"	"LOCA"	"HBDC-HCV-535510-V2"	"HAND CONTROL VALVE"	"FLOC"	"Functional Location"	"HB /D /76/HBDC-HCV-535510-V2"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PHCV"	"HAND CONTROL VALVE"	""	""	"HP DISCHARGE COOLER E-4453"		""	""	""	"N"	"Y"	""		""	"DK.HB.D.053.HBDC-HCV-535510-V2"	""	"S"	"Secondary"	""	""	""	""	""	""	""	""
"DK.HB.D.053"	"SYST"	"HBDC"	"LOCA"	"HBDC-HCV-535510-V1"	"HAND CONTROL VALVE"	"FLOC"	"Functional Location"	"HB /D /76/HBDC-HCV-535510-V1"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PHCV"	"HAND CONTROL VALVE"	""	""	"HP DISCHARGE COOLER E-4453"		""	""	""	"N"	"Y"	""		""	"DK.HB.D.053.HBDC-HCV-535510-V1"	""	"S"	"Secondary"	""	""	""	""	""	""	""	""
"DK.HB.D.053"	"SYST"	"HBDC"	"LOCA"	"HBDC-HCV-535505-V2"	"HAND CONTROL VALVE"	"FLOC"	"Functional Location"	"HB /D /31/HBDC-HCV-535505-V2"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PHCV"	"HAND CONTROL VALVE"	""	""	"IP DISCHARGE COOLER E-4353"		""	""	""	"N"	"Y"	""		""	"DK.HB.D.053.HBDC-HCV-535505-V2"	""	"S"	"Secondary"	""	""	""	""	""	""	""	""
"DK.DF.F.018"	"SYST"	"DFFA"	"LOCA"	"DFFA-LN-1803-3502-L2B"	"NORMAL LIGHTING FIXTURE"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PFIX"	"LIGHTING FIXTURE"	""	""	""		""	""	""	"N"	"N"	""		""	"DK.DF.F.018.DFFA-LN-1803-3502-L2B"	""	""	""	""	""	""	""	""	""	""	""
"DK.DF.F.018"	"SYST"	"DFFA"	"LOCA"	"DFFA-LN-1802-7511-L2K"	"NORMAL LIGHTING FIXTURE"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PFIX"	"LIGHTING FIXTURE"	""	""	"DFF, LEVEL 1, PROCESS AREA"		""	""	""	"N"	"N"	"ACC. TO WO-DFF-200334167"	20-DEC-16	"MEL_SCHEMA5"	"DK.DF.F.018.DFFA-LN-1802-7511-L2K"	"400438005"	""	""	""	""	""	""	""	""	""	""
"DK.DF.F.018"	"SYST"	"DFFA"	"LOCA"	"DFFA-LN-1802-7512-L3A"	"NORMAL LIGHTING FIXTURE"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PFIX"	"LIGHTING FIXTURE"	""	""	"DFF LEVEL 1 PROCESS AREA"		""	""	""	"N"	"N"	"ACC. TO WO-DFF-200343510"	22-DEC-16	"MEL_SCHEMA5"	"DK.DF.F.018.DFFA-LN-1802-7512-L3A"	"400438860"	""	""	""	""	""	""	""	""	""	""
"DK.DF.F.018"	"SYST"	"DFFA"	"LOCA"	"DFFA-LN-1803-3503-L3C"	"NORMAL LIGHTING FIXTURE"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PFIX"	"LIGHTING FIXTURE"	""	""	"DFF, LEVEL 1 WELLHEAD"		""	""	""	"N"	"N"	"ACC. TO WO-DFF-200343978"	12-JAN-17	"MEL_SCHEMA5"	"DK.DF.F.018.DFFA-LN-1803-3503-L3C"	"400443950"	""	""	""	""	""	""	""	""	""	""
"DK.DF.F.018"	"SYST"	"DFFA"	"LOCA"	"DFFA-LN-1802-7513-L1L"	"NORMAL LIGHTING FIXTURE"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PFIX"	"LIGHTING FIXTURE"	""	""	""		""	""	""	"N"	"N"	""		""	"DK.DF.F.018.DFFA-LN-1802-7513-L1L"	""	""	""	""	""	""	""	""	""	""	""
"DK.DF.F.018"	"SYST"	"DFFA"	"LOCA"	"DFFA-LN-1803-3504-L1D1"	"NORMAL LIGHTING FIXTURE"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PFIX"	"LIGHTING FIXTURE"	""	""	""		""	""	""	"N"	"N"	""		""	"DK.DF.F.018.DFFA-LN-1803-3504-L1D1"	""	""	""	""	""	""	""	""	""	""	""
"DK.DF.F.018"	"SYST"	"DFFA"	"LOCA"	"DFFA-LN-1803-3504-L1G"	"NORMAL LIGHTING FIXTURE"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PFIX"	"LIGHTING FIXTURE"	""	""	"DFF, LEVEL 1 WELLHEAD"		""	""	""	"N"	"N"	"ACC. TO WO-DFF-200343978"	12-JAN-17	"MEL_SCHEMA5"	"DK.DF.F.018.DFFA-LN-1803-3504-L1G"	"400443966"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.045"	"SYST"	"GOC1"	"LOCA"	"GC-XSHH-01002B"	"LEVEL SWITCH"	"FLOC"	"Functional Location"	"GO /C /31/GC-XSHH-01002B"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PXS"	"MANUAL OVERRIDE"	"TMM002"	"S/D PIGNONE AT DRIVER MOTOR COOLER LEAK"	"CM-204B COOLER"		""	""	""	"N"	"Y"	""		""	"DK.GO.C.045.GC-XSHH-01002B"	"400139004"	"V"	"Vital"	""	""	""	""	""	""	""	""
"DK.DF.F.057"	"SYST"	"DFFA"	"LOCA"	"DFFA-HCV-570167"	"HAND CONTROL VALVE"	"FLOC"	"Functional Location"	"DF /F /10/DFFA-HCV-570167"	"CRTE"	"Created"	"APPR"	"Approved"	"ZISO_FLOC_MV"	"MANUAL VALVES"	"TMP202A"	"PVI Bypass of DFF-V-3401"	"FUEL GAS SYSTEM"		""	""	""	"N"	"Y"	"MEL-DFY-67"	03-OCT-17	"MEL_SCHEMA5"	"DK.DF.F.057.DFFA-HCV-570167"	"400474228"	"S"	"Secondary"	""	""	""	""	""	""	""	""
"DK.TS.A.031"	"SYST"	"TSAA"	"LOCA"	"TSA-FP-5902"	"HYDRAULIC ACCUMULATOR SKID"	"FLOC"	"Functional Location"	"TS /A /07/TSA-FP-5902"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PWCP"	"WELLHEAD CONTROL PANEL"	"TSEDEV"	"TYRA SOUTH EAST DEVELOPMENT"	"ACCESS DECK"		""	""	""	"N"	"Y"	""		""	"DK.TS.A.031.TSA-FP-5902"	"400027173"	"V"	"Vital"	""	""	""	""	""	""	""	""
"DK.TS.A.031"	"SYST"	"TSAA"	"LOCA"	"TSA-PI-30103"	"PRESSURE INDICATOR"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR NOPM"	""	"ZMOG_FLOC_PPIP"	"PRESSURE INDICATOR IN PANEL"	"TSEDEV"	"TYRA SOUTH EAST DEVELOPMENT"	"CELLAR DECK - WELLHEAD CONTROL PANEL FP-3101"		""	""	""	"N"	"N"	""		""	"DK.TS.A.031.TSA-PI-30103"	"400031525"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOCY"	"LOCA"	"GC-JB-12-82"	"COMMUNICATION  J.B."	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PNN"	"UNKNOWN TYPE"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"P.A.B.X. TELEPHONE FLARE PLATFORM"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB-12-82"	"400125751"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC5"	"LOCA"	"GC-JBF-05895"	"JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GC5CO2"	"MOD. OF CO2 SKIDS AT GOC MODULE 5"	"MODULE 5 UPPER"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JBF-05895"	""	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC9"	"LOCA"	"GC-JBF-09630"	"JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GOSDPH"	"GORM NEW TURBINE SHUTDOWN PHILOSOPHY."	"CELLAR DECK"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JBF-09630"	"400140406"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC5"	"LOCA"	"GC-JBF-75149"	"FIRE & GAS JUNCTIONBOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GSR13A"	"WATERMIST 1'ST"	"M5 ROOF, WATER MIST CABIN - INSIDE A-0483"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JBF-75149"	"400082732"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC1"	"LOCA"	"GC-JBJ-0106"	"JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	""		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JBJ-0106"	"400024755"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC5"	"LOCA"	"GC-JBF-75151"	"FIRE & GAS JUNCTIONBOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GSR13A"	"WATERMIST 1'ST"	"M5 ROOF, WATER MIST CABIN - INSIDE A-0484"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JBF-75151"	"400087885"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC9"	"LOCA"	"GC-IJB-1505-2"	"ELECTRICAL JUNCTION BOXES"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PIJB"	"JUNCTION BOX - INSTRUMENT"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"CELLAR DECK"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-IJB-1505-2"	"400027607"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC4"	"LOCA"	"GC-JBF-04254"	"JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"HALON7"	"GORM E GENERATORS AND ROOMS"	"MODULE 4L, AT TRUBINE ENCLOSURE G-802"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JBF-04254"	"400147934"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC2"	"LOCA"	"GC-JB-2-81"	"PA JUNCTIONBOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"GORM C MODUL 2 LOWER C 301 - UNDERS	G OMDEN FINDES ?"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB-2-81"	"400066852"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC5"	"LOCA"	"GC-JBF-750041"	"JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"TME663"	"UPDATE OF F&G TRIP SIGNAL TO  COMP. TURB"	"GOC MOD 5 UP C 201/5"		""	""	""	"N"	"N"	"WO-GOC-200008996"	07-NOV-11	"MEL_SCHEMA5"	"DK.GO.C.075.GC-JBF-750041"	"400201622"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC1"	"LOCA"	"GC-JB1-064"	"POWER AND CTRL J.B.NON IS JUNCTIONSBOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PNN"	"UNKNOWN TYPE"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"FROGR.BOX TIL MCC/M4-05 LOC SYD/VEST M1"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB1-064"	"400071482"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC3"	"LOCA"	"GC-JB3-53"	"INSTRUMENT J.B."	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"OVER UDGANG MOD VEST MODUL 3 UPPER"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB3-53"	"400144340"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC6"	"LOCA"	"GC-JB-0601"	"PA JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"GORM C MODUL 6 LOWER TELEKOM"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB-0601"	"400022106"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC9"	"LOCA"	"GC-JB-0947"	"JB FOR MASTER SAFEGUARD"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"GC CELLAR DECK"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB-0947"	"400142871"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC1"	"LOCA"	"GC-JB-9-627"	"NON IS JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"MODUL 1 UDV. 	ST"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB-9-627"	"400072998"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC6"	"LOCA"	"GC-JBF-07084"	"MAGNETIC DOOR RELEASE JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PEJB"	"JUNCTION BOX - ELECTRICAL"	"TME"	"MAINTENANCE ELECTRICAL - VARIUS MINOR"	"MODULE 6, LOW ON SKOT"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JBF-07084"	"400130422"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC4"	"LOCA"	"GC-JB-ZSO-0403"	"POS.SW.ZSO-0403 DIE.FUEL VAL/VE.G801-5"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PIJB"	"JUNCTION BOX - INSTRUMENT"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"MODULE 4 EAST SIDE"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB-ZSO-0403"	"400189657"	""	""	""	""	""	""	""	""	""	""
"DK.GO.C.075"	"SYST"	"GOC5"	"LOCA"	"GC-JB-05131"	"POWER JUNCTION BOX"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PJB"	"JUNCTION BOX"	"GCPMJB"	"GORM C PM JUNCTION BOX CHECK"	"GORM C MODUL 5 UPPER SYD V D	R"		""	""	""	"N"	"N"	""		""	"DK.GO.C.075.GC-JB-05131"	"400144276"	""	""	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-PI-301223"	"PRESSURE INDICATOR ZONE III, WELL 12"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PPI"	"PRESSURE INDICATOR"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3145"		""	""	""	"N"	"N"	"PU-TSB-1"	22-OCT-14	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-PI-301223"	"400357030"	""	""	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-PI-301512"	"PRESSURE INDICATOR"	"FLOC"	"Functional Location"	""	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PPI"	"PRESSURE INDICATOR"	"TSDTSB"	"TYRA SOUTH EAST B"	""		""	""	""	"N"	"N"	""		""	"DK.TS.B.030.TSB-PI-301512"	""	""	""	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-PIT-300723"	"PRESSURE TRANSMITTER ZONE III, WELL 7"	"FLOC"	"Functional Location"	"TS /B /07/TSB-PIT-300723"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PPIT"	"PRESS.INDICATOR TRANSMITTER"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3145"		""	""	""	"N"	"Y"	"MEL-TSY-2"	21-OCT-15	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-PIT-300723"	"400356802"	"V"	"Vital"	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-PIT-300827"	"PIT COMMON, WELL 8"	"FLOC"	"Functional Location"	"TS /B /07/TSB-PIT-300827"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PPIT"	"PRESS.INDICATOR TRANSMITTER"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3145"		""	""	""	"N"	"Y"	"MEL-TSY-2"	21-OCT-15	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-PIT-300827"	"400356813"	"V"	"Vital"	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-PIT-300123"	"PRESSURE TRANSMITTER ZONE III, WELL 1"	"FLOC"	"Functional Location"	"TS /B /07/TSB-PIT-300123"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PPIT"	"PRESS.INDICATOR TRANSMITTER"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3144"		""	""	""	"N"	"Y"	"MEL-TSY-2"	21-OCT-15	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-PIT-300123"	"400356747"	"V"	"Vital"	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-PIT-300327"	"PIT COMMON, WELL 3"	"FLOC"	"Functional Location"	"TS /B /07/TSB-PIT-300327"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PPIT"	"PRESS.INDICATOR TRANSMITTER"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3144"		""	""	""	"N"	"Y"	"MEL-TSY-2"	21-OCT-15	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-PIT-300327"	"400356765"	"V"	"Vital"	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-PIT-300421"	"PRESSURE TRANSMITTER ZONE I, WELL 4"	"FLOC"	"Functional Location"	"TS /B /07/TSB-PIT-300421"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PPIT"	"PRESS.INDICATOR TRANSMITTER"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3144"		""	""	""	"N"	"Y"	"MEL-TSY-2"	21-OCT-15	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-PIT-300421"	"400356766"	"V"	"Vital"	""	""	""	""	""	""	""	""
"DK.TS.B.030"	"SYST"	"TSBA"	"LOCA"	"TSB-PIT-300425"	"PRESSURE TRANSMITTER ZONE V, WELL 4"	"FLOC"	"Functional Location"	"TS /B /07/TSB-PIT-300425"	"CRTE"	"Created"	"APPR"	"Approved"	"ZMOG_FLOC_PPIT"	"PRESS.INDICATOR TRANSMITTER"	"TSDTSB"	"TYRA SOUTH EAST B"	"LEVEL 1, INFORCE PANEL, A-3144"		""	""	""	"N"	"Y"	"MEL-TSY-2"	21-OCT-15	"MEL_SCHEMA5"	"DK.TS.B.030.TSB-PIT-300425"	"400356770"	"V"	"Vital"	""	""	""	""	""	""	""	""
