"FL_CODE"	"FL_STATUS"	"FL_USER_STATUS"	"EQ_CODE"	"EQ_STATUS"	"EQ_USER_STATUS"
"HBAA-FAJB-3046"	"CRTE"	"APPR"	"400007528"	"INST"	""
"HBAA-DIJB-1092"	"CRTE"	"APPR"	"400022004"	"INST"	""
"HDCZ-LP1801-R40-L-023"	"CRTE"	"APPR"	"400132061"	"INST"	""
"HDCZ-LP-1801-S40-L-006"	"CRTE"	"APPR"	"400132895"	"INST"	""
"HBAA-HTJB-1801-7360-L1V"	"CRTE"	"APPR"	"400106304"	"INST"	""
"HBAA-AIJB-1033"	"CRTE"	"APPR"	"400062620"	"INST"	""
"HBAA-HTJB-1801-7360-L1K"	"CRTE"	"APPR"	"400105498"	"INST"	""
"HBAA-DIJB-1102"	"CRTE"	"APPR"	"400027982"	"INST"	""
"HBAA-FDJB-3000"	"CRTE"	"APPR"	"400140372"	"INST"	""
"HDCZ-LP-1802-S22-L-010"	"CRTE"	"APPR"	"400378387"	"INST"	""
"HDCZ-LP-1801-S40-L-026"	"CRTE"	"APPR"	""	""	""
"HBAA-HTJB-1801-7351-L3D"	"CRTE"	"APPR"	""	""	""
"HDCZ-LP-1802-T22-L-028"	"CRTE"	"APPR"	""	""	""
"HDCZ-LP-1802-S22-L-014"	"CRTE"	"APPR"	""	""	""
"HDCZ-LP-1801-T40-L-006"	"CRTE"	"APPR"	"400018914"	"INST"	""
"HDCZ-LP-1801-R40-L-012"	"CRTE"	"APPR"	"400139586"	"INST"	""
"HDCZ-LP-1801-R40-L-021"	"CRTE"	"APPR"	"400032058"	"INST"	""
"HBBA-FE-351502"	"CRTE"	"RSEV"	""	""	""
"HDAB-HCV-353214"	"CRTE"	"RSEV"	""	""	""
"HDAB-HCV-353905"	"CRTE"	"APPR NOPM"	""	""	""
"HDAB-HCV-351204"	"CRTE"	"APPR NOPM"	""	""	""
"HBAA-RO-351207"	"CRTE"	"RSEV"	""	""	""
"HBAA-RO-35006"	"CRTE"	"APPR NOPM"	"400390324"	"INST"	""
"HDAB-HCV-351504"	"CRTE"	"APPR NOPM"	""	""	""
"DFGA-HCV-350407A-U"	"CRTE"	"APPR"	""	""	""
"HDAB-HCV-352104"	"CRTE"	"APPR NOPM"	""	""	""
"DFGA-CP-3549"	"CRTE"	"RSEV"	""	""	""
"DFFB-UCP-3580"	"CRTE"	"APPR NOPM"	""	""	""
"DFCC-EXP-0471"	"CRTE"	"APPR"	"400185265"	"INST"	""
"DFBA-HCV-046011"	"CRTE"	"APPR"	"400067177"	"INST"	""
"DFAA-EMS-0601"	"CRTE"	"APPR"	"400037427"	"INST"	""
"DB-PSL-04012"	"CRTE"	"APPR"	"400182344"	"INST"	""
"DE-PSL-04022"	"CRTE"	"APPR"	"400120180"	"INST"	""
"DE-HCV-04003"	"CRTE"	"APPR"	"400161922"	"INST"	""
"DB-HCV-04004"	"CRTE"	"APPR"	"400054903"	"INST"	""
"DFCI-IXC-0401"	"CRTE"	"APPR"	"400018245"	"INST"	""
"VAB-G-1720"	"CRTE"	"APPR"	"500001269"	"INST"	""
"TSB-FP-1701"	"CRTE"	"APPR"	"500001234"	"INST"	""
"DFCC-EXP-0463"	"CRTE"	"APPR"	"400172870"	"INST"	""
"DB-SOV-04001"	"CRTE"	"APPR"	"400184212"	"INST"	""
"DE-PSH-04001"	"CRTE"	"APPR"	"400077122"	"INST"	""
"DFCI-EXP-0414"	"CRTE"	"APPR"	"400180879"	"INST"	""
"DFBA-LBS-0623"	"CRTE"	"APPR"	"400023610"	"INST"	""
"DB-EX-0403"	"CRTE"	"APPR"	"400117811"	"INST"	""
"DFFA-DT-14524"	"CRTE"	"RSEV"	""	""	""
"HDAB-HCV-592304"	"CRTE"	"ALTS APPR NOPM"	"400450048"	"INST"	""
"DFFA-DT-14522"	"CRTE"	"RSEV"	""	""	""
"HWAA-HOSU-61228"	"CRTE"	"APPR"	"400472262"	"INST"	""
"HWAA-SOV-16844"	"CRTE"	"APPR"	"400040194"	"INST"	""
"HWAA-CHV-16851"	"CRTE"	"NOPM RSEV"	""	""	""
"DFFB-VSD-3567"	"CRTE"	"APPR"	"400474627"	"INST"	""
"DFFB-TIT-356705"	"CRTE"	"APPR"	"400358423"	"INST"	""
"DFFB-ZSC-356505"	"CRTE"	"APPR"	"400060060"	"INST"	""
"DFFB-AIT-356109"	"CRTE"	"APPR"	"400167856"	"INST"	""
"DFFB-X-3564"	"CRTE"	"APPR"	"400163979"	"INST"	""
"DFFB-AIT-357010"	"CRTE"	"APPR"	"400129373"	"INST"	""
"DFFB-TIT-356603"	"CRTE"	"APPR"	"400049736"	"INST"	""
"DFFB-XCV-355104"	"CRTE"	"APPR"	"400463810"	"INST"	""
"HWAA-HOSU-61288"	"CRTE"	"APPR"	"400472322"	"INST"	""
"DFFB-AE-357010"	"CRTE"	"APPR"	"400076822"	"INST"	""
"DFFB-FT-358009"	"CRTE"	"APPR"	"400046083"	"INST"	""
"DFFB-PI-357001"	"CRTE"	"APPR NOPM"	"400186257"	"INST"	""
"DFFB-XE-3587"	"CRTE"	"APPR"	"400146510"	"INST"	""
"DFFB-PIT-358006"	"CRTE"	"APPR"	"400121287"	"INST"	""
"DFFB-MM-3552B"	"CRTE"	"APPR"	"400070951"	"INST"	""
"HWAA-HOSU-61289"	"CRTE"	"APPR"	"400472323"	"INST"	""
"DFFB-HCV-350018"	"CRTE"	"APPR"	"400474573"	"INST"	""
"DFFB-V-3562"	"CRTE"	"APPR"	"400162632"	"INST"	""
"DFFB-TIT-358047"	"CRTE"	"APPR"	"400474626"	"INST"	""
"DFFB-FIL-35945"	"CRTE"	"APPR"	"400474632"	"INST"	""
"HWAA-LSL-610160"	"CRTE"	"APPR"	"400472137"	"INST"	""
"HWAA-HOSU-61233"	"CRTE"	"APPR"	"400472267"	"INST"	""
"HWAA-LT-610161"	"CRTE"	"APPR"	"400471781"	"INST"	""
"HWAA-ME-61319"	"CRTE"	"APPR"	"400472029"	"INST"	""
"HWAA-HOSU-61242"	"CRTE"	"APPR"	"400472276"	"INST"	""
"HWAA-HOSU-61236"	"CRTE"	"APPR"	"400472270"	"INST"	""
"HWAA-MFB-610166"	"CRTE"	"APPR"	"400471899"	"INST"	""
"HWAA-HOSU-61234"	"CRTE"	"APPR"	"400472268"	"INST"	""
"HWAA-HRA-610141"	"CRTE"	"APPR"	"400472021"	"INST"	""
"HWAA-MH-61320"	"CRTE"	"APPR"	"400471879"	"INST"	""
"HWAA-LCP-61312"	"CRTE"	"APPR"	"400471797"	"INST"	""
"HWAA-LCP-61313"	"CRTE"	"APPR"	"400471798"	"INST"	""
"HWAA-MH-61330"	"CRTE"	"APPR"	"400472098"	"INST"	""
"HWAA-LCP-61314"	"CRTE"	"APPR"	"400471702"	"INST"	""
"HWAA-MD-61315"	"CRTE"	"APPR"	"400471811"	"INST"	""
"HWAA-ME-61318"	"CRTE"	"APPR"	"400472028"	"INST"	""
"WEA-ZSC-25037"	"DLFL"	"APPR"	""	""	""
"HDAB-L-1801-Q15-15"	"CRTE"	"APPR"	"400473799"	"INST"	""
"HWAA-ME-61316"	"CRTE"	"APPR"	"400472026"	"INST"	""
"SA-ZSO-30133"	"CRTE"	"APPR"	"400473841"	"INST"	""
"HWAA-LT-610162"	"CRTE"	"APPR"	"400472142"	"INST"	""
"HWAA-MFB-610164"	"CRTE"	"APPR"	"400471886"	"INST"	""
"HWAA-XT-16716A"	"CRTE"	"APPR"	"400111018"	"INST"	""
"GC-HCV-3601B"	"CRTE"	"APPR NOPM"	"400348828"	"INST"	""
"DFCC-AT-1203H"	"CRTE"	"APPR NOPM"	"400045238"	"INST"	""
"DFCI-H-1208"	"CRTE"	"APPR"	"400180520"	"INST"	""
"DFCI-EG-1201A"	"CRTE"	"APPR"	"400022898"	"INST"	""
"DFCI-SOV-12442"	"CRTE"	"APPR"	"400173458"	"INST"	""
"DFCI-PDSL-12111"	"CRTE"	"APPR"	"400156368"	"INST"	""
"DFCI-EG-1209C"	"CRTE"	"APPR"	"400049630"	"INST"	""
"DFCI-NR-1214A"	"CRTE"	"APPR"	"400093980"	"INST"	""
"DFCI-FD-12382"	"CRTE"	"APPR"	"400177565"	"INST"	""
"DFCC-VU-1203A"	"CRTE"	"APPR"	"400043928"	"INST"	""
"DFCI-SG-1221A"	"CRTE"	"APPR"	"400131589"	"INST"	""
"DFCI-M-1223"	"CRTE"	"APPR"	"400167475"	"INST"	""
"DFCI-PI-530945"	"CRTE"	"ALTS APPR NOPM"	"400377621"	"INST"	""
"DFCI-L-1201C"	"CRTE"	"APPR"	"400074951"	"INST"	""
"DFFA-FP-5302"	"CRTE"	"ALTS APPR"	"400085222"	"INST"	""
"DFCI-FD-12402"	"CRTE"	"APPR"	"400107024"	"INST"	""
"DFCI-FE-12016"	"CRTE"	"APPR"	"400077126"	"INST"	""
"DFCI-PI-530926"	"CRTE"	"ALTS APPR NOPM"	"400377604"	"INST"	""
"WC-JB-75090"	"DLFL"	"APPR"	""	""	""
"DFFA-V-3520A"	"DLFL"	"ALTS APPR"	""	""	""
"DFCI-FD-12374"	"CRTE"	"APPR"	"400148307"	"INST"	""
"WAA-PDSL-23018"	"DLFL"	"APPR"	""	""	""
"DFCM-TE-36737"	"CRTE"	"APPR"	"400049823"	"INST"	""
"DFCM-XE-36741"	"CRTE"	"APPR"	"400092054"	"INST"	""
"DFCM-PI-36707"	"CRTE"	"APPR"	"400000034"	"INST"	""
"DFCM-SE-36170"	"CRTE"	"APPR"	"400108037"	"INST"	""
"DFCM-PT-36650"	"CRTE"	"APPR"	"400028215"	"INST"	""
"DFFA-TE-360525"	"CRTE"	"APPR"	"400098269"	"INST"	""
"DFFA-XE-360510"	"CRTE"	"APPR"	"400084601"	"INST"	""
"DFFA-TT-360528"	"CRTE"	"APPR"	"400077153"	"INST"	""
"EB-TSH-41300"	"DLFL"	"APPR NOPM"	""	""	""
"HBAA-JB-140072"	"CRTE"	"APPR"	"400473535"	"INST"	""
"HWAA-PIT-30834"	"DLFL"	"RSEV"	""	""	""
"HBAA-PAJB-140071A"	"CRTE"	"APPR"	"400473522"	"INST"	""
"EC-FCV-10535"	"DLFL"	"APPR"	""	""	""
"GEB-ZSO-2001"	"CRTE"	"APPR"	"400000728"	"INST"	""
"HBAA-FDJB-3067"	"CRTE"	"APPR"	"400473533"	"INST"	""
"GC-PA-04101_002"	"CRTE"	"APPR"	""	""	""
"GC-PA-1552_002"	"CRTE"	"APPR"	""	""	""
"GOFA-X-35669"	"CRTE"	"APPR"	"400476819"	"INST"	""
"SKBA-HCV-35030B-U"	"CRTE"	"APPR NOPM"	"400477523"	"INST"	""
"GOFA-X-35671"	"CRTE"	"APPR"	"400476820"	"INST"	""
"VBA-HCV-290250-I1"	"CRTE"	"APPR NOPM"	""	""	""
"GEA-LP3-1R-2"	"CRTE"	"APPR"	"400471348"	"INST"	""
"EC-HCV-10532-I"	"DLFL"	"APPR NOPM"	""	""	""
"GEA-LP4-3Y-1"	"CRTE"	"APPR"	"400471368"	"INST"	""
"DK.TS.A.220"	"CRTE"	""	""	""	""
"WEA-ME-9300A"	"DLFL"	"APPR"	""	""	""
"DFCM-TI-36530"	"CRTE"	"APPR"	"400068426"	"INST"	""
"DFCM-XY-36756"	"CRTE"	"APPR"	"400002976"	"INST"	""
"DFCM-PI-36521"	"CRTE"	"APPR"	""	""	""
"DFFA-PDI-360001"	"CRTE"	"APPR"	"400066841"	"INST"	""
"GOFC-XT-351002"	"CRTE"	"APPR NOPM"	""	""	""
"HBA19"	"CRTE"	""	""	""	""
"HBA20"	"CRTE"	""	""	""	""
"HDA36"	"CRTE"	""	""	""	""
"LUA02"	"CRTE"	""	""	""	""
"LUA01"	"CRTE"	""	""	""	""
"KRA05"	"CRTE"	""	""	""	""
"HWA07"	"CRTE"	""	""	""	""
"GOFC-XT-351001"	"CRTE"	"APPR NOPM"	""	""	""
"HBAA-LN-1801-1823-L1-K"	"CRTE"	"APPR"	"400086622"	"INST"	""
"KRA10"	"CRTE"	""	""	""	""
"GOFC-XT-351003"	"CRTE"	"APPR NOPM"	""	""	""
"RFA06"	"CRTE"	""	""	""	""
"KRA09"	"CRTE"	""	""	""	""
"RFA04"	"CRTE"	""	""	""	""
"ROA07"	"CRTE"	""	""	""	""
"SAN08"	"CRTE"	""	""	""	""
"SAN04"	"CRTE"	""	""	""	""
"SAN07"	"CRTE"	""	""	""	""
"SAN11"	"CRTE"	""	""	""	""
"HBA24"	"CRTE"	""	""	""	""
"HDAE-FY-57059"	"DLFL"	"RSEV"	""	""	""
"DFFA-PSV-380343"	"DLFL"	"RSEV"	""	""	""
"HDAE-FE-57059"	"DLFL"	"RSEV"	""	""	""
"HDAE-FCV-57059"	"DLFL"	"RSEV"	""	""	""
"SAN14"	"CRTE"	""	""	""	""
"HBA23"	"CRTE"	""	""	""	""
"HBA25"	"CRTE"	""	""	""	""
"HDAE-FIT-57059"	"DLFL"	"RSEV"	""	""	""
"HBAA-LN-1801-1820-L1-N"	"CRTE"	"APPR"	"400336815"	"INST"	""
"HBAA-LE-1801-1826-L1-L"	"CRTE"	"APPR"	"400096271"	"INST"	""
"DFFA-ZSO-354127"	"CRTE"	"ALTS APPR"	"400020249"	"INST"	""
"HBA28"	"CRTE"	""	""	""	""
"HBB06"	"CRTE"	""	""	""	""
"DFFA-TIT-530198"	"CRTE"	"APPR"	"400101597"	"INST"	""
"DFFA-TE-353115"	"CRTE"	"APPR"	"400011549"	"INST"	""
"HBB01"	"CRTE"	""	""	""	""
"HCA01"	"CRTE"	""	""	""	""
"HCA04"	"CRTE"	""	""	""	""
"HBB08"	"CRTE"	""	""	""	""
"HCA07"	"CRTE"	""	""	""	""
"HCA02"	"CRTE"	""	""	""	""
"HCA05"	"CRTE"	""	""	""	""
"HCA06"	"CRTE"	""	""	""	""
"HDA02"	"CRTE"	""	""	""	""
"HDA01"	"CRTE"	""	""	""	""
"HDA06"	"CRTE"	""	""	""	""
"HDA08"	"CRTE"	""	""	""	""
"HDA07"	"CRTE"	""	""	""	""
"HDA15"	"CRTE"	""	""	""	""
"DFFA-TE-353428A"	"CRTE"	"APPR"	"400183643"	"INST"	""
"HDA13"	"CRTE"	""	""	""	""
"HDA11"	"CRTE"	""	""	""	""
"HDA12"	"CRTE"	""	""	""	""
"DFFA-ZSC-354127"	"CRTE"	"ALTS APPR"	"400135801"	"INST"	""
"DFFA-XE-353030"	"CRTE"	"APPR"	"400105660"	"INST"	""
"DFFA-ZSO-354108"	"CRTE"	"ALTS APPR"	"400169433"	"INST"	""
"DFFA-SOV-354105"	"CRTE"	"ALTS APPR"	"400079943"	"INST"	""
"HDA17"	"CRTE"	""	""	""	""
"VAA03"	"CRTE"	""	""	""	""
"VAA05"	"CRTE"	""	""	""	""
"HDA18"	"CRTE"	""	""	""	""
"HDA21"	"CRTE"	""	""	""	""
"TEC03"	"DLFL"	""	""	""	""
"WC-PC-10124"	"DLFL"	"ALTS RSEV"	""	""	""
"VAB01"	"CRTE"	""	""	""	""
"SAN24"	"CRTE"	""	""	""	""
"VAA06"	"CRTE"	""	""	""	""
"SAN25"	"CRTE"	""	""	""	""
"SAN27"	"CRTE"	""	""	""	""
"VAB02"	"CRTE"	""	""	""	""
"TEC06"	"DLFL"	""	""	""	""
"VAB05"	"CRTE"	""	""	""	""
"TEC04"	"DLFL"	""	""	""	""
"SAN30"	"CRTE"	""	""	""	""
"TEC09"	"DLFL"	""	""	""	""
"TWB01"	"DLFL"	""	""	""	""
"DFFA-A-5301"	"CRTE"	"ALTS APPR"	"400012190"	"INST"	""
"TEC12"	"DLFL"	""	""	""	""
"TWB04"	"DLFL"	""	""	""	""
"DFFA-TIT-570022"	"CRTE"	"APPR"	"400046973"	"INST"	""
"TWB05"	"DLFL"	""	""	""	""
"TWB11"	"DLFL"	""	""	""	""
"DFFA-XE-353040A"	"CRTE"	"APPR"	"400138793"	"INST"	""
"EAM-RO-56905A"	"DLFL"	"APPR"	""	""	""
"DFFA-PCV-353238"	"CRTE"	"APPR"	"400166426"	"INST"	""
"EAM-XV-56907A"	"DLFL"	"APPR"	""	""	""
"DFFA-PDIT-353564"	"CRTE"	"APPR"	"400046249"	"INST"	""
"DFFA-LIT-570214"	"CRTE"	"APPR"	"400093940"	"INST"	""
"DFFA-FT-3529"	"CRTE"	"APPR"	"400174246"	"INST"	""
"DFFA-TIT-570025"	"CRTE"	"APPR"	"400179509"	"INST"	""
"DFFA-FT-3530"	"CRTE"	"APPR"	"400035663"	"INST"	""
"HBBB-HCV-300114-I1"	"CRTE"	"RSEV"	""	""	""
"HBBB-HCV-300314-I1"	"CRTE"	"RSEV"	""	""	""
"DFFA-XE-353011"	"CRTE"	"APPR"	"400137289"	"INST"	""
"SA-FO-35040"	"DLFL"	"ALTS RSEV"	""	""	""
"HWAA-HCV-36100B-I"	"CRTE"	"APPR NOPM"	""	""	""
"DB-PCD-9"	"CRTE"	"APPR"	"400133507"	"INST"	""
"DFFA-VBA-5301"	"CRTE"	"APPR"	"400159845"	"INST"	""
"HDAC-PIT-53042"	"CRTE"	"APPR"	"400469124"	"INST"	""
"GOFA-PA-1404_23"	"CRTE"	"APPR"	"400477068"	"INST"	""
"GOFA-PA-1404_73"	"CRTE"	"APPR"	"400477069"	"INST"	""
"GOFA-PA-1404_152"	"CRTE"	"APPR"	"400477072"	"INST"	""
"HBAA-RI-664310"	"CRTE"	"APPR"	""	""	""
"HBBA-RI-664318"	"CRTE"	"APPR"	""	""	""
"DFFA-CIP-392038"	"CRTE"	"APPR NOPM"	"400469499"	"INST"	""
"HWAA-P-61334"	"CRTE"	"APPR"	"400471880"	"INST"	""
"HWAA-STE-610154"	"CRTE"	"APPR"	"400471839"	"INST"	""
"HWAA-P-61336"	"CRTE"	"APPR"	"400471742"	"INST"	""
"HWAA-OCP-610174"	"CRTE"	"APPR"	"400471861"	"INST"	""
"HWAA-P-61340"	"CRTE"	"APPR"	"400471978"	"INST"	""
"HWAA-P-61338"	"CRTE"	"APPR"	"400471757"	"INST"	""
"HWAA-P-61339"	"CRTE"	"APPR"	"400471971"	"INST"	""
"HWAA-PRV-610217"	"CRTE"	"APPR"	"400471983"	"INST"	""
"HWAA-PRV-610214"	"CRTE"	"APPR"	"400471970"	"INST"	""
"HWAA-PRV-610215"	"CRTE"	"APPR"	"400471972"	"INST"	""
"HWAA-PRV-610219"	"CRTE"	"APPR"	"400471988"	"INST"	""
"HWAA-PT-610228"	"CRTE"	"APPR"	"400472059"	"INST"	""
"HWAA-PT-610232"	"CRTE"	"APPR"	"400471917"	"INST"	""
"HWAA-P-61346"	"CRTE"	"APPR"	"400471813"	"INST"	""
"HWAA-PB-610177"	"CRTE"	"APPR"	"400471806"	"INST"	""
"HWAA-PT-610231"	"CRTE"	"APPR"	"400471908"	"INST"	""
"HWAA-PB-610182"	"CRTE"	"APPR"	"400472349"	"INST"	""
"RFA-PRV-39107"	"CRTE"	"APPR NOPM"	""	""	""
"HWAA-PCV-610185"	"CRTE"	"APPR"	"400471887"	"INST"	""
"HWAA-PT-610230"	"CRTE"	"APPR"	"400471904"	"INST"	""
"HWAA-PDI-610188"	"CRTE"	"APPR"	"400472119"	"INST"	""
"HWAA-PDT-610190"	"CRTE"	"APPR"	"400471927"	"INST"	""
"HWAA-PV-610247"	"CRTE"	"APPR"	"400472048"	"INST"	""
"HDAB-PB-38014"	"CRTE"	"APPR"	"400367244"	"INST"	""
"HDAB-PB-38913"	"CRTE"	"APPR"	"400470222"	"INST"	""
"WAB-N-7109-04C1"	"DLFL"	"APPR"	""	""	""
"EAK-FO-778101"	"DLFL"	"APPR"	""	""	""
"EAK-FO-778203"	"DLFL"	"APPR"	""	""	""
"HWAA-LIT-50120"	"DLFL"	"APPR"	""	""	""
"EAK-HCV-778110"	"DLFL"	"APPR"	""	""	""
"EAK-FP-7770"	"DLFL"	"APPR"	""	""	""
"GOFC-XE-5016"	"CRTE"	"APPR"	"400101013"	"INST"	""
"DFGA-HCV-530574"	"CRTE"	"APPR NOPM"	""	""	""
"EAK-FO-778202"	"DLFL"	"APPR"	""	""	""
"DB-PIT-39422"	"CRTE"	"APPR"	"400463763"	"INST"	""
"EAK-FY-77054"	"DLFL"	"APPR"	""	""	""
"GOFC-ZSC-50308"	"CRTE"	"APPR"	"400184149"	"INST"	""
"GOFC-SOV-50316"	"CRTE"	"APPR"	"400093058"	"INST"	""
"EAK-P-7771"	"DLFL"	"APPR"	""	""	""
"DD-SDS-306401"	"CRTE"	"APPR"	"400476882"	"INST"	""
"EAK-FY-77914"	"DLFL"	"APPR"	""	""	""
"DD-SDS-306201"	"CRTE"	"APPR"	"400473577"	"INST"	""
"EAK-HS-77710C"	"DLFL"	"RSEV"	""	""	""
"GOFC-ZSO-50311"	"CRTE"	"APPR"	"400146115"	"INST"	""
"HWAA-PB-50123"	"CRTE"	"APPR"	""	""	""
"EAK-HS-77710A"	"DLFL"	"RSEV"	""	""	""
"GOFC-XCV-50313"	"CRTE"	"APPR"	"400114949"	"INST"	""
"GOFC-TI-50149"	"CRTE"	"APPR NOPM"	"400125910"	"INST"	""
"EAK-FO-777463"	"DLFL"	"APPR"	""	""	""
"DFAA-SDS-301918"	"CRTE"	"APPR"	"400476880"	"INST"	""
"DD-SDS-306601"	"CRTE"	"APPR"	"400476983"	"INST"	""
"EAK-FO-777462"	"DLFL"	"APPR"	""	""	""
"EAK-P-7778"	"DLFL"	"APPR"	""	""	""
"EAK-FO-777467"	"DLFL"	"APPR"	""	""	""
"DFAA-SDS-301914"	"CRTE"	"APPR"	"400476877"	"INST"	""
"EAK-HCV-779253"	"DLFL"	"APPR"	""	""	""
"DFAA-SDS-301917"	"CRTE"	"APPR"	"500000458"	"INST"	""
"EAK-HCV-779110"	"DLFL"	"APPR"	""	""	""
"EAK-LI-777471"	"DLFL"	"APPR"	""	""	""
"EAK-HCV-779309"	"DLFL"	"APPR"	""	""	""
"GOFC-XCV-50319"	"CRTE"	"APPR"	"400045469"	"INST"	""
"HWAA-HCV-50021"	"CRTE"	"APPR NOPM"	"400194443"	"INST"	""
"EAK-HCV-778253"	"DLFL"	"APPR"	""	""	""
"DFGA-HCV-530584"	"CRTE"	"APPR NOPM"	""	""	""
"EAK-HE-778210"	"DLFL"	"APPR"	""	""	""
"EAK-FO-778302"	"DLFL"	"APPR"	""	""	""
"EAK-HCV-778411"	"DLFL"	"APPR"	""	""	""
"EAK-FO-778303"	"DLFL"	"APPR"	""	""	""
"RFA-HCV-39304-D"	"CRTE"	"APPR NOPM"	"400379103"	"INST"	""
"EAK-FO-778505"	"DLFL"	"APPR"	""	""	""
"EAK-FO-778602"	"DLFL"	"APPR"	""	""	""
"RFA-HCV-39304-U"	"CRTE"	"APPR NOPM"	"400379104"	"INST"	""
"GOFC-ZSO-50321"	"CRTE"	"APPR"	"400141991"	"INST"	""
"EAK-FO-778506"	"DLFL"	"APPR"	""	""	""
"EAK-HCV-778851"	"DLFL"	"APPR"	""	""	""
"RFA-HCV-39311-I"	"CRTE"	"APPR NOPM"	"400379107"	"INST"	""
"WAA-FRY-9360"	"DLFL"	"APPR NOPM"	""	""	""
"GOFB-N-1830-01-02"	"CRTE"	"APPR"	"400054819"	"INST"	""
"DA-PIT-45274"	"CRTE"	"APPR"	"400167127"	"INST"	""
"RFA-N-1220-03-02"	"CRTE"	"APPR"	"400094755"	"INST"	""
"DFGA-HCV-570069"	"CRTE"	"APPR"	""	""	""
"DFGA-ZSO-570024"	"CRTE"	"APPR"	"400145060"	"INST"	""
"HBAA-ACC-3112E"	"CRTE"	"APPR"	"400071028"	"INST"	""
"DA-SOV-30719"	"CRTE"	"APPR NOPM"	"400161197"	"INST"	""
"HBBA-HCV-03098"	"CRTE"	"APPR NOPM"	"400473709"	"INST"	""
"DA-PI-30832"	"CRTE"	"APPR NOPM"	""	""	""
"DD-CVA-30630"	"CRTE"	"APPR"	"400004213"	"INST"	""
"HBAA-LE-1801-1827-L2-O"	"CRTE"	"APPR"	"400067023"	"INST"	""
"DA-PSH-30778"	"CRTE"	"APPR"	""	""	""
"DB-PT-4A"	"CRTE"	"APPR"	"400162002"	"INST"	""
"DB-P-5904"	"CRTE"	"APPR"	"400103781"	"INST"	""
"HBAA-ACC-5950H"	"CRTE"	"APPR"	"400099078"	"INST"	""
"DFFA-A-1279"	"CRTE"	"APPR"	"400134098"	"INST"	""
"HBAA-ACC-5960B"	"CRTE"	"APPR"	"400072061"	"INST"	""
"HBAA-ACC-5960D"	"CRTE"	"APPR"	"400038170"	"INST"	""
"DB-FSL-P-30-1"	"CRTE"	"APPR"	""	""	""
"DD-PIT-45074"	"CRTE"	"APPR"	"400085788"	"INST"	""
"DFFA-XE-1285"	"CRTE"	"APPR"	"400083584"	"INST"	""
"DFFA-PB-120034"	"CRTE"	"APPR"	"400064530"	"INST"	""
"DFGA-LE-18538"	"CRTE"	"APPR"	"400471193"	"INST"	""
"DFGA-LE-18544"	"CRTE"	"APPR"	"400471194"	"INST"	""
"DA-PIT-30714"	"CRTE"	"APPR"	"400034941"	"INST"	""
"DFFA-ND-1289"	"CRTE"	"APPR"	"400098276"	"INST"	""
"EAM-EB-7309-S1-L026"	"DLFL"	"APPR"	""	""	""
"WBY-LB-7120-L1-W2-L07"	"DLFL"	"APPR"	""	""	""
"DFFA-BM-1283"	"CRTE"	"APPR"	"400026306"	"INST"	""
"DFFA-DP-1867"	"CRTE"	"APPR"	"400019608"	"INST"	""
"HDAC-SOV-440011"	"CRTE"	"APPR"	"400338104"	"INST"	""
"HDAF-HCV-43104-B2"	"CRTE"	"APPR"	""	""	""
"DD-CVA-30530"	"CRTE"	"APPR"	"400214460"	"INST"	""
"HBBA-HCV-03093"	"CRTE"	"APPR NOPM"	"400473706"	"INST"	""
"HBAA-LE-1801-1827-L2-U"	"CRTE"	"APPR"	"400024589"	"INST"	""
"DFGA-ZSO-553006"	"CRTE"	"RSEV"	""	""	""
"DB-CP-3000"	"CRTE"	"APPR"	"400085768"	"INST"	""
"DB-STR_V-2"	"CRTE"	"APPR"	"400186640"	"INST"	""
"HBAA-LE-1801-1826-L1-I"	"CRTE"	"APPR"	"400376109"	"INST"	""
"HBAA-LN-1801-1823-L1-C"	"CRTE"	"APPR"	"400090885"	"INST"	""
"HBAA-DP-7301"	"CRTE"	"APPR"	"400077788"	"INST"	""
"HBAA-LN-1801-1821-L2-I"	"CRTE"	"APPR"	"400150622"	"INST"	""
"HBAA-LE-1801-1827-L2-A"	"CRTE"	"APPR"	"400096296"	"INST"	""
"HBAA-LN-1801-1820-L1-K"	"CRTE"	"APPR"	"400468839"	"INST"	""
"HBAA-LE-1803-1815-K"	"CRTE"	"APPR"	"400194755"	"INST"	""
"DA-PI-30801"	"CRTE"	"APPR NOPM"	""	""	""
"HBAA-LN-1801-1823-L1-I"	"CRTE"	"APPR"	"400146291"	"INST"	""
"EAJ-TSHH-52537"	"DLFL"	"APPR"	""	""	""
"EAK-TIT-52541"	"DLFL"	"APPR"	""	""	""
"EAK-TI-52606"	"DLFL"	"APPR NOPM"	""	""	""
"EAK-PIT-52645"	"DLFL"	"APPR"	""	""	""
"EAK-ZS-52648"	"DLFL"	"APPR"	""	""	""
"EAK-PY-52030"	"DLFL"	"APPR"	""	""	""
"EAG-PY-52013"	"DLFL"	"APPR"	""	""	""
"EAK-CP-5250"	"DLFL"	"APPR"	""	""	""
"EAJ-ZL-52503B"	"DLFL"	"APPR"	""	""	""
"EAK-PCV-52609"	"DLFL"	"APPR"	""	""	""
"EAJ-ZS-52515C"	"DLFL"	"APPR"	""	""	""
"EAJ-DU-7011"	"DLFL"	"APPR"	""	""	""
"EAC-PI-70107"	"DLFL"	"APPR"	""	""	""
