"entity name","entity CFIHOS unique id","attribute name","entity attribute name","attribute CFIHOS unique id","entity attribute definition","note / comment","identifier / mandatory / optional","constraint must be present in","change request number","status","created date","modified date","terminated date"
"maintenance system","CFIHOS-00000007","maintenance system actual startup date",,"CFIHOS-10000017","The date at which the maintenance system has been started for the first time (on a continuous basis)","This information is used by the maintenance discipline to develop maintenance plans, and particularly to determine when the first maintenance activities will have to happen.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"maintenance system","CFIHOS-00000007","maintenance system code",,"CFIHOS-10000015","A code that uniquely identifies the maintenance system within a maintenance unit",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"maintenance system","CFIHOS-00000007","maintenance system name",,"CFIHOS-10000016","The name by which the maintenance system is usually designated",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"maintenance system","CFIHOS-00000007","maintenance unit code",,"CFIHOS-10000013","The maintenance unit to which the maintenance system belongs",,"Identifier","maintenance unit","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"maintenance system","CFIHOS-00000007","plant code",,"CFIHOS-10000005","The plant at which the maintenance unit is located",,"Identifier","maintenance unit","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"maintenance unit","CFIHOS-00000006","maintenance unit code",,"CFIHOS-10000013","A code that uniquely identifies the maintenance unit at a plant",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"maintenance unit","CFIHOS-00000006","maintenance unit name",,"CFIHOS-10000014","The name by which the maintenance unit is usually designated",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"maintenance unit","CFIHOS-00000006","plant code",,"CFIHOS-10000005","The plant at which the maintenance unit is located",,"Identifier","plant","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"measurement system","CFIHOS-00000075","measurement system code",,"CFIHOS-10000240","A code that uniquely identifies the measurement system",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"measurement system","CFIHOS-00000075","measurement system name",,"CFIHOS-10000241","The name under which the measurement system is known",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part","CFIHOS-00000008","equipment class name",,"CFIHOS-10000047","The full name of the tag or equipment class",,"Mandatory","equipment class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part","CFIHOS-00000008","manufacturer company name",,"CFIHOS-10000158","A name used to uniquely identify the company who manufactures the model / part",,"Identifier","company","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part","CFIHOS-00000008","model part description",,"CFIHOS-10000192","A description of the main function of the model part",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part","CFIHOS-00000008","model part name",,"CFIHOS-10000159","A unique name to identify the model part of the manufacturer","If the manufacturer creates a new generation of an existing model that affects the properties of it, and if the manufacturer does not change its model part name, then it should be suffixed here with the model date, to enable the capture of the new properties of the new model generation.","Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part property","CFIHOS-00000014","manufacturer company name",,"CFIHOS-10000158","A name used to uniquely identify the company who manufactures the model / part",,"Identifier","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part property","CFIHOS-00000014","model part name",,"CFIHOS-10000159","A unique name to identify the model part of the manufacturer",,"Identifier","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part property","CFIHOS-00000014","model part property value",,"CFIHOS-10000249","The value of the property for that model part","The value of the property should be qualified by a unit of measure if it is numeric. If it is not numeric, and that the property is associated with a pick list, then the value of the property should be one of the valid pick list values.","Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part property","CFIHOS-00000014","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part property","CFIHOS-00000014","reason for deviating from standard unit of measure",,"CFIHOS-10000242","The reason why the unit of measure as prescribed by the source standard as not been used to report the model part property value",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"model part property","CFIHOS-00000014","unit of measure code",,"CFIHOS-10000237","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"native file delivery timing","CFIHOS-00000135","native file delivery timing code",,"CFIHOS-10000355","A code that uniquely identifies the timing for the native file delivery",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"native file delivery timing","CFIHOS-00000135","native file delivery timing description",,"CFIHOS-10000356","A description of what the timing of the native file delivery represents.",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"non abstract tag or equipment class","CFIHOS-00000093","tag or equipment class name",,"CFIHOS-10000256","The full name of the tag or equipment class",,"Identifier","tag or equipment class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"plant","CFIHOS-00000031","ISO language code",,"CFIHOS-10000147","The language that should be used by default for all exchange of information related to that plant",,"Optional","ISO language","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"plant","CFIHOS-00000031","measurement system code",,"CFIHOS-10000240","The default measurement system that is used by a plant",,"Optional","measurement system","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"plant","CFIHOS-00000031","plant code",,"CFIHOS-10000005","A code that uniquely identifies the plant",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"plant","CFIHOS-00000031","plant name",,"CFIHOS-10000006","The full name of the plant",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"plant","CFIHOS-00000031","site code",,"CFIHOS-10000003","The site at which the plant is located",,"Mandatory","site","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity","CFIHOS-00000116","parent process activity code",,"CFIHOS-10000323","The process / activity the current process is part of, or is a step of",,"Optional","process activity","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity","CFIHOS-00000116","process activity code",,"CFIHOS-10000322","A code that uniquely identifies the process / activity",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity","CFIHOS-00000116","process activity description",,"CFIHOS-10000324","A description of what action is performed by this process activity",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity","CFIHOS-00000116","process class name",,"CFIHOS-10000320","The name by which a process class is uniquely identified",,"Mandatory","process class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity in case","CFIHOS-00000130","process activity code",,"CFIHOS-10000322","The unique identifier of the process / activity",,"Identifier","process activity","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity in case","CFIHOS-00000130","process case number",,"CFIHOS-10000348","The unique identifier of a process case",,"Identifier","process case","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity tag relationship","CFIHOS-00000117","plant code",,"CFIHOS-10000005","The plant where the tag is or will be located",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity tag relationship","CFIHOS-00000117","process activity code",,"CFIHOS-10000322","A code that uniquely identifies the process / activity",,"Identifier","process activity","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process activity tag relationship","CFIHOS-00000117","tag name",,"CFIHOS-10000166","The full name of a tag",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process case","CFIHOS-00000127","application condition group code",,"CFIHOS-10000284","The unique identifies of a group of application conditions that applies to the process case",,"Optional","application condition group","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process case","CFIHOS-00000127","process case description",,"CFIHOS-10000349","The description of the process case being analyzed",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process case","CFIHOS-00000127","process case number",,"CFIHOS-10000348","The unique identifier of a process case",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class","CFIHOS-00000113","CFIHOS unique code",,"CFIHOS-10000146","A code that uniquely identifies the process class in CFIHOS",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class","CFIHOS-00000113","process class definition",,"CFIHOS-10000321","A definition of what the process class represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class","CFIHOS-00000113","process class name",,"CFIHOS-10000320","The name by which a process class is uniquely identified",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class property","CFIHOS-00000115","SI unit of measure code",,"CFIHOS-10000173","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class property","CFIHOS-00000115","imperial unit of measure code",,"CFIHOS-10000174","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class property","CFIHOS-00000115","process class name",,"CFIHOS-10000320","The name by which a process class is uniquely identified",,"Identifier","process class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class property","CFIHOS-00000115","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class tag class relationship","CFIHOS-00000114","process class name",,"CFIHOS-10000320","The name by which a process class is uniquely identified",,"Identifier","process class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process class tag class relationship","CFIHOS-00000114","tag class name",,"CFIHOS-10000040","The full name of the tag class",,"Identifier","tag class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process design property","CFIHOS-00000118","process activity code",,"CFIHOS-10000322","A code that uniquely identifies the process / activity",,"Identifier","process activity","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process design property","CFIHOS-00000118","process design property value",,"CFIHOS-10000325","The value, qualified by a unit of measure, that the property must have to meet the design needs of the process",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process design property","CFIHOS-00000118","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process design property","CFIHOS-00000118","unit of measure code",,"CFIHOS-10000237","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process property in case","CFIHOS-00000131","process activity code",,"CFIHOS-10000322","The unique identifier of the process / activity",,"Identifier","process activity in case","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process property in case","CFIHOS-00000131","process case number",,"CFIHOS-10000348","The unique identifier of a process case",,"Identifier","process activity in case","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process property in case","CFIHOS-00000131","process property value in case",,"CFIHOS-10000351","The value that a property has taken in the process case",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process property in case","CFIHOS-00000131","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process property in case","CFIHOS-00000131","unit of measure code",,"CFIHOS-10000237","The code of the unit of measure in which the process property value in case is expressed",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream","CFIHOS-00000120","input of process activity code",,"CFIHOS-10000331","The process to which the stream is delivering its material, energy, or information",,"Mandatory","process activity","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream","CFIHOS-00000120","output of process activity code",,"CFIHOS-10000330","The process from which the stream originates",,"Mandatory","process activity","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream","CFIHOS-00000120","process stream code",,"CFIHOS-10000328","A code that uniquely identifies a process stream",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream","CFIHOS-00000120","process stream description",,"CFIHOS-10000329","A description of what the process stream is transporting / transforming or storing, and how it fits within the process flow diagram",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream","CFIHOS-00000120","stream class code",,"CFIHOS-10000326","The class to which the process stream belongs",,"Mandatory","stream class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream in case","CFIHOS-00000128","process case number",,"CFIHOS-10000348","The unique identifier of a process case",,"Identifier","process case","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream in case","CFIHOS-00000128","process stream code",,"CFIHOS-10000328","The unique identifier of the process stream",,"Identifier","process stream","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property","CFIHOS-00000122","process stream code",,"CFIHOS-10000328","A code that uniquely identifies a process stream",,"Identifier","process stream","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property","CFIHOS-00000122","process stream property value",,"CFIHOS-10000332","The value that the property must take to allow for proper functioning of the stream",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property","CFIHOS-00000122","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property","CFIHOS-00000122","unit of measure code",,"CFIHOS-10000237","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property in case","CFIHOS-00000129","process case number",,"CFIHOS-10000348","The unique identifier of a process case",,"Identifier","process stream in case","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property in case","CFIHOS-00000129","process stream code",,"CFIHOS-10000328","The unique identifier of the process stream",,"Identifier","process stream in case","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property in case","CFIHOS-00000129","process stream property value in case",,"CFIHOS-10000350","The value that the property has taken in the process stream case",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property in case","CFIHOS-00000129","property name",,"CFIHOS-10000056","The name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process stream property in case","CFIHOS-00000129","unit of measure code",,"CFIHOS-10000237","The code of the unit of measure in which the process stream property value in case is expressed",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process unit","CFIHOS-00000002","plant code",,"CFIHOS-10000005","The plant the process unit is part of",,"Identifier","plant","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process unit","CFIHOS-00000002","process unit code",,"CFIHOS-10000157","A code that uniquely identifies the process unit within the plant",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"process unit","CFIHOS-00000002","process unit name",,"CFIHOS-10000008","A name describing the function of the process unit",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"project","CFIHOS-00000030","project code",,"CFIHOS-10000161","A code that uniquely identifies the project",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"project","CFIHOS-00000030","project name",,"CFIHOS-10000084","A unique name used to identify the project",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"project stage","CFIHOS-00000047","project stage code",,"CFIHOS-10000096","A code that uniquely identifies the stage of projects",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"project stage","CFIHOS-00000047","project stage name",,"CFIHOS-10000200","The name of the project stage",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property","CFIHOS-00000029","CFIHOS unique code",,"CFIHOS-10000146","A code that uniquely identifies the property in CFIHOS",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property","CFIHOS-00000029","data type code","property data type","CFIHOS-10000171","An indication what are the type of values of the property can take",,"Mandatory","data type","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property","CFIHOS-00000029","property data type length",,"CFIHOS-10000236","The maximum length that a property value may have in a pick list",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property","CFIHOS-00000029","property definition",,"CFIHOS-10000135","A definition of what the property represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property","CFIHOS-00000029","property existence reason description",,"CFIHOS-10000057","The reason why the property has been added in CFIHOS",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property","CFIHOS-00000029","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property","CFIHOS-00000029","property picklist name",,"CFIHOS-10000059","The name by which the pick list is designated",,"Optional","property picklist","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property","CFIHOS-00000029","unit of measure dimension code",,"CFIHOS-10000234","A code that uniquely identifies the unit of measure dimension",,"Optional","unit of measure dimension","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property picklist","CFIHOS-00000019","CFIHOS unique code",,"CFIHOS-10000146","A unique identifier, assigned in the CFIHOS Reference Data Library (RDL) to the property pick list",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property picklist","CFIHOS-00000019","property picklist name",,"CFIHOS-10000059","The name by which the pick list is designated",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property picklist value","CFIHOS-00000020","CFIHOS unique code",,"CFIHOS-10000146","A unique identifier, assigned in the CFIHOS Reference Data Library (RDL) to the pick list vaue",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property picklist value","CFIHOS-00000020","property picklist name",,"CFIHOS-10000059","The name by which the pick list is designated",,"Identifier","property picklist","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property picklist value","CFIHOS-00000020","property picklist value code",,"CFIHOS-10000060","A code that uniquely identifies an entry in a pick list",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property picklist value","CFIHOS-00000020","property picklist value description",,"CFIHOS-10000152","A description of what the entry in the pick list represents",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"property picklist value","CFIHOS-00000020","source standard code",,"CFIHOS-10000053","A code used to designate the standard used to define requirements like engineering, operations, etc",,"Optional","source standard","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order","CFIHOS-00000036","purchase order date",,"CFIHOS-10000136","The date the purchase order is issued",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order","CFIHOS-00000036","purchase order description",,"CFIHOS-10000187","A description of what is being purchased",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order","CFIHOS-00000036","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order",,"Identifier","company","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order","CFIHOS-00000036","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order","CFIHOS-00000036","purchase order receiver company name",,"CFIHOS-10000165","The name of the company that receives the purchase order",,"Mandatory","company","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","manufacturer company name",,"CFIHOS-10000158","A name used to uniquely identify the company who manufactures the model / part",,"Optional","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","model part name",,"CFIHOS-10000159","A unique name to identify the model part of the manufacturer",,"Optional","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order",,"Identifier","purchase order","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","purchase order item description",,"CFIHOS-10000300","A description of what is being purchased through this item",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","purchase order item initial expected delivery date",,"CFIHOS-10000301","The date, initially estimated, for the delivery of the purchase order item",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","purchase order item latest revised delivery date",,"CFIHOS-10000302","The latest revised date for the delivery of the purchase order item",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","purchase order item number",,"CFIHOS-10000299","A code that uniquely identifies an item in a purchase order",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","purchase order item quantity",,"CFIHOS-10000303","The quantity of what is purchased in this order item",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Identifier","purchase order","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item","CFIHOS-00000105","unit of measure code",,"CFIHOS-10000237","The unit of measure in which is expressed the quantity purchased in the purchase order item",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item expected event","CFIHOS-00000109","event type code",,"CFIHOS-10000294","A code that uniquely identifies the type of event of interest to CFIHOS",,"Identifier","event type","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item expected event","CFIHOS-00000109","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item expected event","CFIHOS-00000109","purchase order item event latest revised date",,"CFIHOS-10000319","The latest revised date at which the expected event is estimated to take place.",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item expected event","CFIHOS-00000109","purchase order item event original estimated date",,"CFIHOS-10000318","The date at which the expected event was initially estimated to take place",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item expected event","CFIHOS-00000109","purchase order item number",,"CFIHOS-10000299","A code that uniquely identifies an item in a purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item expected event","CFIHOS-00000109","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for bulk","CFIHOS-00000111","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for bulk","CFIHOS-00000111","purchase order item number",,"CFIHOS-10000299","A code that uniquely identifies an item in a purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for bulk","CFIHOS-00000111","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for model part","CFIHOS-00000110","manufacturer company name",,"CFIHOS-10000158","A name used to uniquely identify the company who manufactures the model / part",,"Mandatory","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for model part","CFIHOS-00000110","model part name",,"CFIHOS-10000159","A unique name to identify the model part of the manufacturer",,"Mandatory","model part","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for model part","CFIHOS-00000110","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for model part","CFIHOS-00000110","purchase order item number",,"CFIHOS-10000299","A code that uniquely identifies an item in a purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for model part","CFIHOS-00000110","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for tag","CFIHOS-00000112","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
