"equipment class name","equipment class CFIHOS unique id","equipment property name","equipment property CFIHOS unique id","property relevant for equipment indicator","property relevant for model / part indicator","SI unit of measure code","imperial unit of measure code","source standard code","source standard section","property name in source standard","status","change request number","created date","modified date","terminated date"
"flash drum","CFIHOS-30000059","diameter","CFIHOS-40000493",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","dry weight","CFIHOS-40000494",,,"KGM","LBR",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","external maximum allowable working pressure new and cold","CFIHOS-40000115",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","head external corrosion allowance","CFIHOS-40000145",,,"MMT","INH",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","head internal corrosion allowance","CFIHOS-40000146",,,"MMT","INH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","head material specification","CFIHOS-40000149",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","head weld joint efficiency","CFIHOS-40000152",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","hydrostatic test pressure","CFIHOS-40000497",,,"BRG","64",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","internal maximum allowable working pressure new and cold","CFIHOS-40000188",,,"BRG","64",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","internals material specification","CFIHOS-40000194",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","legal registration number","CFIHOS-40000200",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","length tan tan","CFIHOS-40000500",,,"MMT","INH",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","lined surface","CFIHOS-40000633",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","lower limit allowable temperature","CFIHOS-40000549",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","minimum design metal temperature","CFIHOS-40000232",,,"CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","nozzle external corrosion allowance","CFIHOS-40000294",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","nozzle internal corrosion allowance","CFIHOS-40000295",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","nozzle material specification","CFIHOS-40000297",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","operating weight","CFIHOS-40000516",,,"KGM","LBR",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","outside diameter","CFIHOS-40000519",,,"MMT","INH","ASME BPVC Section VIII",,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","post weld heat treatment","CFIHOS-40000318",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","pressure relief device","CFIHOS-40000542",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","shell external corrosion allowance","CFIHOS-40000346",,,"MMT","INH",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","shell internal corrosion allowance","CFIHOS-40000350",,,"MMT","INH",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","shell lining material specification","CFIHOS-40000352",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","shell material","CFIHOS-40000353",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","shell material specification","CFIHOS-40000354",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","shell wall thickness","CFIHOS-40000369",,,"MMT","INH",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","shell weld joint efficiency","CFIHOS-40000370",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","support fire proofing type","CFIHOS-40000405",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","support type","CFIHOS-40000406",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash drum","CFIHOS-30000059","upper limit allowable pressure","CFIHOS-40000570",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash drum","CFIHOS-30000059","upper limit allowable temperature","CFIHOS-40000571",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash light","CFIHOS-30000060","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash light","CFIHOS-30000060","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash light","CFIHOS-30000060","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash light","CFIHOS-30000060","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash light","CFIHOS-30000060","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash light","CFIHOS-30000060","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash light","CFIHOS-30000060","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash light","CFIHOS-30000060","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash light","CFIHOS-30000060","ingress protection","CFIHOS-40000173",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flash point analyser","CFIHOS-30000426","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flash point analyser","CFIHOS-30000426","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","lamp type","CFIHOS-40000199",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"floodlight","CFIHOS-30000347","rated power consumption","CFIHOS-40000524",,,"KWT","KWT",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"floodlight","CFIHOS-30000347","rated voltage","CFIHOS-40000528",,,"VLT","VLT",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow computer","CFIHOS-30000748","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow element","CFIHOS-30000671","ATEX category","CFIHOS-40000009",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","ATEX group","CFIHOS-40000011",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","explosion protection concept","CFIHOS-40000108",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","explosion protection gas group","CFIHOS-40000110",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","explosion protection material group","CFIHOS-40000612",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","explosion protection notified body","CFIHOS-40000111",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","explosion protection zone","CFIHOS-40000113",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow element","CFIHOS-30000671","ingress protection","CFIHOS-40000173",,,,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow gauge","CFIHOS-30000428","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow gauge","CFIHOS-30000428","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow orifice plate","CFIHOS-30000063","orifice shape","CFIHOS-40000311",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow regulator","CFIHOS-30000429","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","body material","CFIHOS-40000017",,,,,"ISO 14224:2016",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","inlet connection type","CFIHOS-40000586",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","outlet connection type","CFIHOS-40000587",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","pressure rating","CFIHOS-40000591",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","seat design type","CFIHOS-40000588",,,,,"ISO 14224:2016",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","seat leakage class","CFIHOS-40000592",,,,,"ISO 14224:2016",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","stem sealing type","CFIHOS-40000589",,,,,"ISO 14224:2016",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","temperature rating","CFIHOS-40000593",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","upper limit allowable pressure","CFIHOS-40000570",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","upper limit operating mass flow rate","CFIHOS-40000472",,,"E93","4U",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow regulator","CFIHOS-30000429","valve operator type","CFIHOS-40000590",,,,,"API Spec 6D:2014",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"flow switch","CFIHOS-30000430","type of switch","CFIHOS-40000452",,,,,,,,"TERMINATED","CR0028","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"flow totalizer","CFIHOS-30000662","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow totalizer","CFIHOS-30000662","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"flow totalizer","CFIHOS-30000662","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
