"property name","property definition","property data type","property data type length","unit of measure dimension code","picklist name","CFIHOS unique id","reason for having property","synonym","created date","modified date","terminated date","change request number","status"
"lower limit operating extraction steam pressure","The pressure which is the lowest extraction steam pressure at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000209",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating extraction steam temperature","The temperature which is the lowest extraction steam temperature at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000210",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating heat tracing temperature","The temperature which is the lowest heat tracing temperature at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000211",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating heating steam inlet pressure","The pressure which is the lowest heating steam inlet pressure at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000212",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating inlet steam pressure","The pressure which is the lowest inlet steam pressure at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000213",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating inlet steam pressure for auxiliary driver","The pressure which is the lowest inlet steam pressure for the auxiliary driver at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000214",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating inlet steam pressure for starter","The pressure which is the lowest inlet steam pressure for the starter at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000215",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating inlet steam pressure injection system","The temperature which is the lowest temperature at  which a functional or physical object is expected to operate at its inlet steam for the steam injection system.","Number",,,,"CFIHOS-40000216",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating outlet steam pressure","The pressure which is the lowest outlet steam pressure at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000217",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating inlet steam temperature","The temperature which is the lowest temperature at  which a functional or physical object is expected to operate at its inlet steam.","Number",,,,"CFIHOS-40000218",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating suction pressure","The suction pressure which is the lowest pressure at  which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000219",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit output power","The power which is the minimum power a functional or physical object is expected to deliver.","Number",,,,"CFIHOS-40000220",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit wall thickness","The minimum allowable thickness of metal that a physical object shall have in order to operate in a safe manner. If the wall thickness varies with height, enter the thickness at the lowest point of the equipment (i.e. where the pressure is greatest).","Number",,,,"CFIHOS-40000221",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"making capacity","The current that a circuit breaker is able to make without being destroyed or causing an electric arc under specified conditions.","Number",,,,"CFIHOS-40000222",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,"material","CFIHOS-40000223",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"material in galvanic cells","Material used in an electrochemical cell to form an electrolytic reaction to perform and store electrical energy. E.g. NiCd, Pb","Text",40,,"material in galvanic cells","CFIHOS-40000224",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"maximum allowable working pressure new and cold","Is an allowable operating pressure that is the maximum pressure to which a container is allowed to be exposed during operating conditions when the item is new and cold.","Number",,,,"CFIHOS-40000225",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"maximum back pressure","Is a back pressure that is maximally occurring.","Number",,,,"CFIHOS-40000226",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"maximum burial depth","Specify the maximum depth of cover as measured from the ground surface to the top of the pipe.","Number",,,,"CFIHOS-40000227",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"maximum burst pressure","Is a burst pressure that is a upper tolerance burst pressure for a rupture disk.","Number",,,,"CFIHOS-40000228",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"maximum tube metal temperature","Is a temperature that is the highest at which a significant load can be applied.","Number",,,,"CFIHOS-40000229",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"minimum burial depth","Specify the minimum depth of cover as measured from the ground surface to the top of the pipe.","Number",,,,"CFIHOS-40000230",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"minimum burst pressure","Is a burst pressure that is a lower tolerance pressure for a rupture disk.","Number",,,,"CFIHOS-40000231",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"minimum design metal temperature","Is a temperature that is the lowest at which a significant load can be applied. Typically applied to a pressure vessel. Defined by the ASME Code, Section VIII, Division 1, paragraph UG-20 (see Section 3).","Number",,,,"CFIHOS-40000232",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"mixer type","Specify whether the mixer is a dynamic (uses mechanical motion to mix fluids) or static (mixes fluids by means of diverging the flow with static obstacles or by increasing locally the velocity)","Text",40,,"mixer type","CFIHOS-40000233",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"mounting arrangement","Mounting arrangement in conformity with IEC 34-7","Text",40,,,"CFIHOS-40000234",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"mud drum inside diameter","Is an inside diameter of an item that is the prime inside diameter in case the item has more than one inside diameter.","Number",,,,"CFIHOS-40000235",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"mud drum length","Is a distance measured in the direction of the longest side of an item or in the direction of its main axis.","Number",,,,"CFIHOS-40000236",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"mud drum material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000237",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"mud drum wall thickness","Is a thickness according to a design.","Number",,,,"CFIHOS-40000238",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"net tank capacity","The volume of a tank between low liquid level and high liquid level.","Number",,,,"CFIHOS-40000239",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal battery capacity","The product of 20 hours multiplied by the maximum constant current that a new battery can supply at 20 C (68 F). Denominated as Ah.","Number",,,,"CFIHOS-40000240",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal current","A current which is the current a functional or physical object has been designed to operate normally.","Number",,,,"CFIHOS-40000241",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal inlet diameter","Is a diameter by which a quantitative diameter is referred to. Typically a standardized value with defined tolerances.","Number",,,,"CFIHOS-40000242",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal inlet flange size","Is a diameter by which a quantitative diameter is referred to. Typically a standardized value with defined tolerances.","Number",,,,"CFIHOS-40000243",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal outlet diameter","Is a diameter by which a quantitative diameter is referred to. Typically a standardized value with defined tolerances.","Number",,,,"CFIHOS-40000244",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal outlet flange size","Is a diameter by which a quantitative diameter is referred to. Typically a standardized value with defined tolerances.","Number",,,,"CFIHOS-40000245",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal pipe diameter","The nominal diameter (i.e. not the actual diameter, but an approximate diameter as it may appear on a vendor datasheet) of the equipment at the upstream boundary of the section.","Number",,,,"CFIHOS-40000246",,,"2021-10-14T10:07:01.891Z","2021-10-14T10:07:01.891Z",,"CR0025","STANDARD"
"nominal size","Is a diameter by which a quantitative diameter is referred to. Typically a standardized value with defined tolerances.","Number",,,,"CFIHOS-40000247",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal tank capacity","The geometric volume of a tank.","Number",,,,"CFIHOS-40000248",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal wall thickness","Specify the nominal wall thickness of the equipment at the upstream boundary of the section.","Number",,,,"CFIHOS-40000249",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"non destructive testing methods","Specify the non destructive group of methods of checking the structural quality of the functional or physical object.","Text",40,,,"CFIHOS-40000250",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"normal operating cooling water inlet temperature","The temperature at which a functional or physical objects cooling water is expected to operate at its inlet connection.","Number",,,,"CFIHOS-40000252",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating cooling water pressure","The pressure at which a functional or physical objects cooling water is expected to operate.","Number",,,,"CFIHOS-40000253",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating differential pressure","The differential pressure  at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000254",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating dynamic viscosity","The dynamic viscosity at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000255",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating extraction steam mass flow rate","The mass flow rate which is the extraction steam mass flow rate at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000256",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating extraction steam pressure","The pressure which is the extraction steam pressure at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000257",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating extraction steam temperature","The temperature which is the extraction steam temperature at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000258",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating gas density","The density of the fluid in gas phase at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000259",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating gas dynamic viscosity","The dynamic viscosity of the fluid in gas phase at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000260",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating gas inlet temperature for power turbine","The temperature at which a functional or physical object is expected to operate normally for its inlet gas to the power turbines.","Number",,,,"CFIHOS-40000261",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating gas outlet temperature for power turbine","The temperature at which a functional or physical object is expected to operate normally for its outlet gas of the power turbines.","Number",,,,"CFIHOS-40000262",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet gas pressure for power turbine","The pressure at which a functional or physical object is expected to operate normally with its inlet gas to the power turbine.","Number",,,,"CFIHOS-40000263",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam pressure auxiliary driver","The pressure at which a functional or physical object is expected to operate normally at its inlet steam for the auxiliary driver.","Number",,,,"CFIHOS-40000264",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam pressure heating device","The pressure at which a functional or physical object is expected to operate normally at its inlet steam for the heating device.","Number",,,,"CFIHOS-40000265",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam pressure injection system","The pressure at which a functional or physical object is expected to operate normally at its inlet steam for the steam injection system.","Number",,,,"CFIHOS-40000266",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam pressure starter","The pressure at which a functional or physical object is expected to operate normally at its inlet steam for the starter.","Number",,,,"CFIHOS-40000267",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam temperature auxiliary driver","The temperature at which a functional or physical object is expected to operate normally at its inlet steam for the auxiliary driver","Number",,,,"CFIHOS-40000268",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam temperature heating device","The temperature at which a functional or physical object is expected to operate normally at its inlet steam for the heating device.","Number",,,,"CFIHOS-40000269",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam temperature injection system","The temperature at which a functional or physical object is expected to operate normally at its inlet steam for the steam injection system.","Number",,,,"CFIHOS-40000270",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam temperature starter","The temperature at which a functional or physical object is expected to operate normally at its inlet steam for the starter.","Number",,,,"CFIHOS-40000271",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet temperature","The temperature at which a functional or physical object is expected to operate normally at its inlet connection.","Number",,,,"CFIHOS-40000272",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating liquid density","The density of the fluid in liquid phase at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000273",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating liquid dynamic viscosity","The dynamic viscosity of the fluid in liquid phase at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000274",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating mass flow rate","The mass flow rate at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000275",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating mixed liquid and vapour density","The density of the fluid in mixed phase both liquid/gas, liquid/liquid or liquid/liquid/gas phase at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000276",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating outlet gas pressure for power turbine","The pressure at which a functional or physical object is expected to operate normally with its outlet gas of the power turbine.","Number",,,,"CFIHOS-40000277",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating outlet pressure","The pressure at which a functional or physical object is expected to operate normally at its outlet connection.","Number",,,,"CFIHOS-40000278",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating outlet steam pressure auxiliary driver","The pressure at which a functional or physical object is expected to operate normally at its outlet steam for the auxiliary driver.","Number",,,,"CFIHOS-40000279",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating outlet steam pressure heating device","The pressure at which a functional or physical object is expected to operate normally at its outlet steam for the heating device.","Number",,,,"CFIHOS-40000280",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating outlet steam pressure starter","The pressure at which a functional or physical object is expected to operate normally at its outlet steam for the starter.","Number",,,,"CFIHOS-40000281",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating outlet temperature","Is a temperature that occurs during operation or under which an object is supposed to operate.","Number",,,,"CFIHOS-40000282",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating rotational speed","The rotational speed which is the normal operating rotational speed for the functional or physical object.","Number",,,,"CFIHOS-40000283",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating specific gravity","The specific gravity at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000284",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam pressure","The pressure at which a functional or physical object is expected to operate normally at its inlet steam.","Number",,,,"CFIHOS-40000285",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet steam temperature","The temperature at which a functional or physical object is expected to operate normally at its inlet steam.","Number",,,,"CFIHOS-40000286",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating outlet steam pressure","The pressure at which a functional or physical object is expected to operate normally at its outlet steam.","Number",,,,"CFIHOS-40000287",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating outlet steam temperature","The temperature at which a functional or physical object is expected to operate normally at its outlet steam.","Number",,,,"CFIHOS-40000288",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating volume flow rate (at normal operating pressure and normal operating temperature)","The volume flow rate at which a functional or physical object is expected to operate normally. The volume flow rate is calculated at normal operating pressure and normal operating temperature.","Number",,,,"CFIHOS-40000289",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal output power","The power which is the power a functional or physical object deliver normally.","Number",,,,"CFIHOS-40000292",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal volume flow rate","A volume flow rate a functional or physical object is designed to deliver under normal conditions.","Number",,,,"CFIHOS-40000293",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nozzle external corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000294",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nozzle internal corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000295",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nozzle material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,"material","CFIHOS-40000296",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"nozzle material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000297",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"nozzle type","A general description of how the nozzle is attached to the hose. For example bolted flange, welded etc","Text",40,,"nozzle type","CFIHOS-40000298",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"number of capacity steps","Specify the number of steps in which the capacity can be regulated.","Number",,,,"CFIHOS-40000299",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025;CR0030","STANDARD"
"number of circuits","The number of circuit-breakers in an electrical distribution board.","Number",,,,"CFIHOS-40000300",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"number of cores","The number of cores of the functional or physical object.","Number",,,,"CFIHOS-40000301",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"number of electrical phases","The number of phases in an electrical distribution system.","Number",,,,"CFIHOS-40000302",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"number of electrical phases for circuit-breaker","The number of electrical phases a circuit-breaker is designed for.","Number",,,,"CFIHOS-40000303",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"number of passes","Is a number of items where each item is a tube pass.","Number",,,,"CFIHOS-40000304",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"number of passes per shell - shell side","Is a number of items where each item is a tube pass.","Number",,,,"CFIHOS-40000305",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"number of passes per shell - tube side","Is a number of items where each item is a tube pass.","Number",,,,"CFIHOS-40000306",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"number of shafts","Specifies the number of shafts for this functional or physical object.","Number",,,,"CFIHOS-40000307",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025;CR0030","STANDARD"
"nutes material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000308",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"operation continuous intermittent","Specifies if the equipment is working continuously or in an intermittent way.","Text",40,,"operation continuous intermittent","CFIHOS-40000309",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0003","STANDARD"
"operation single/parallel","Specifies if the equipment is working alone or with similar equipment in parallel.","Text",40,,"operation type","CFIHOS-40000310",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"FR60","STANDARD"
"orifice shape","A general description of the physical shape of the orifice. For example conical entrance, quarter circle, square edge etc.","Text",40,,"orifice shape","CFIHOS-40000311",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"outlet flange rating","Is a possessed aspect being a design pressure of a flange.","Text",40,,"flange rating","CFIHOS-40000312",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"outlet flange size","Is a diameter by which a quantitative diameter is referred to. Typically a standardized value with defined tolerances.","Number",,,,"CFIHOS-40000313",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"paint code","The code of practice and the painting system within that practice with which the painting of a functional or physical object complies.","Text",40,,,"CFIHOS-40000314",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"pipeline colour code","A colour identification of a pipeline according to the fluid conveyed.","Text",40,,,"CFIHOS-40000315",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"pipeline material and grade","Specify the type and grade of material that the pipeline is constructed from.","Text",40,,,"CFIHOS-40000316",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"position detection method","Provide a general description of the method used by the positioner to detect its location.","Text",40,,"position detection method","CFIHOS-40000317",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"post weld heat treatment","Is a heat treatment after welding. Intended to ensure that the atomic structure of a weld and heat-affected zone is restored to an optimum corrosion-resistant structure.","Boolean",3,,,"CFIHOS-40000318",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030;FR74","STANDARD"
"power supply cooling method","Specify the method of cooling the power supply. For example air, water etc.","Text",40,,"power supply cooling method","CFIHOS-40000319",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"pressure equipment category","The pressure equipment category according to the pressure equipment directive 97/23/EC.","Text",40,,"pressure equipment category","CFIHOS-40000320",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"process entrainments","Specify if and what entrainments the process media contains.","Text",40,,"entrainment","CFIHOS-40000321",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"product stored","Specify the product which is stored in the functional or physical object.","Text",100,,"fluid","CFIHOS-40000322",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"protection type","Specify whether the equipment has built-in protection measures from fishing equipment.","Text",40,,"protection type","CFIHOS-40000323",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"rated impulse voltage","The voltage that the functional or physical object can withstand during abnormal conditions.","Number",,,,"CFIHOS-40000324",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated output apparent power","Is an unusable theoretical power which occurs due to capacitive or inductive components. S=UI.","Number",,,,"CFIHOS-40000325",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated output frequency","The electrical frequency a functional or physical object is designed to deliver under specified conditions.","Number",,,,"CFIHOS-40000326",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated output power for rectifier","The output power at which the rectifier of a functional or physical object has been designed to deliver under specified conditions.","Number",,,,"CFIHOS-40000327",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated output voltage","The voltage a functional or physical object is designed to deliver under specified conditions.","Number",,,,"CFIHOS-40000328",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated power factor (lagging)","Dimensionless number between 0 and 1. Cos F = P/S. Where P = upper limit power consumption and S = apparent Power.","Number",,,,"CFIHOS-40000329",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated rotational speed","The rotational speed which is the rotational speed a functional or physical object has been designed to operate under specified condition.","Number",,,,"CFIHOS-40000330",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated short circuit current","The current that the functional or physical object can carry under short circuit fault conditions.","Number",,,,"CFIHOS-40000331",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated speed","The rotational speed a functional or physical object is designed to deliver under specified conditions.","Number",,,,"CFIHOS-40000332",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
