"tag class name","tag class CFIHOS unique id","tag property name","tag property CFIHOS unique id","SI unit of measure code","imperial unit of measure code","source standard code","source standard section","property name in source standard","status","change request number","created date","modified date","terminated date"
"gas turbine","CFIHOS-30000534","normal operating gas inlet temperature for power turbine","CFIHOS-40000261",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating gas outlet temperature for power turbine","CFIHOS-40000262",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet gas pressure for power turbine","CFIHOS-40000263",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet pressure","CFIHOS-40000511","BRA","PSA",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal operating inlet steam pressure","CFIHOS-40000285","KPG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal operating inlet steam pressure auxiliary driver","CFIHOS-40000264",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet steam pressure heating device","CFIHOS-40000265",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet steam pressure injection system","CFIHOS-40000266",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet steam pressure starter","CFIHOS-40000267",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet steam temperature","CFIHOS-40000286",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal operating inlet steam temperature auxiliary driver","CFIHOS-40000268",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet steam temperature heating device","CFIHOS-40000269",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet steam temperature injection system","CFIHOS-40000270",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet steam temperature starter","CFIHOS-40000271",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating inlet temperature","CFIHOS-40000272","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal operating outlet gas pressure for power turbine","CFIHOS-40000277",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating outlet pressure","CFIHOS-40000278","BRA","PSA",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal operating outlet steam pressure","CFIHOS-40000287","KPG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal operating outlet steam pressure auxiliary driver","CFIHOS-40000279",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating outlet steam pressure heating device","CFIHOS-40000280",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating outlet steam pressure starter","CFIHOS-40000281",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","normal operating outlet steam temperature","CFIHOS-40000288","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal operating outlet temperature","CFIHOS-40000282","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal operating rotational speed","CFIHOS-40000283","RPM","RPM","API Std 616:2011",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","normal output power","CFIHOS-40000292","KWT","K43","API Std 616:2011",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","number of shafts","CFIHOS-40000307","H87","H87","ISO 14224:2016",,,"STANDARD","CR0028;CR0032;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","operation continuous intermittent","CFIHOS-40000309",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","steam injection","CFIHOS-40000486",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","test medium","CFIHOS-40000412",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","test pressure","CFIHOS-40000532","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","turbine cycle","CFIHOS-40000445",,,,,,"STANDARD","CR0028;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit cooling water outlet temperature","CFIHOS-40000456","CEL","FAH",,,,"STANDARD","CR0028;CR0032;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit design pressure","CFIHOS-40000535",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit design temperature","CFIHOS-40000536",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit operating inlet pressure","CFIHOS-40000466","BRA","PSA",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit operating inlet steam pressure auxiliary driver","CFIHOS-40000467",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","upper limit operating inlet steam pressure heating device","CFIHOS-40000468",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","upper limit operating inlet steam pressure injection system","CFIHOS-40000469",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","upper limit operating inlet steam pressure starter","CFIHOS-40000470",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gas turbine","CFIHOS-30000534","upper limit operating inlet temperature","CFIHOS-40000574",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit operating outlet pressure","CFIHOS-40000575",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit operating outlet temperature","CFIHOS-40000576",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit operating pressure","CFIHOS-40000537","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas turbine","CFIHOS-30000534","upper limit operating temperature","CFIHOS-40000538","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","breaking capacity","CFIHOS-40000029","AMP","AMP",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","nominal current","CFIHOS-40000241","AMP","AMP",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","number of electrical phases","CFIHOS-40000302",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","operating voltage","CFIHOS-40000603",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","rated current","CFIHOS-40000521","AMP","AMP",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","rated frequency","CFIHOS-40000522","HTZ","HTZ",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","rated short circuit current","CFIHOS-40000331","B22","B22",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gas-blast circuit-breaker","CFIHOS-30000836","rated voltage","CFIHOS-40000528","VLT","VLT",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","actuation service","CFIHOS-40000638",,,"ISA-TR20.00.01-2007",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","communication protocol","CFIHOS-40000599",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","design specification","CFIHOS-40000487",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","failure action","CFIHOS-40000580",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","fire safe","CFIHOS-40000585",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","fluid name","CFIHOS-40000132",,,"IEC 60537:1976 Withdrawn;ISA-TR20.00.01-2007;ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","full opening valve","CFIHOS-40000584",,,"ANSI/ISA-75.05.01-2019",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","input signal range","CFIHOS-40000600",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","input signal type","CFIHOS-40000597",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","nominal diameter","CFIHOS-40000509","MMT","INH","API Spec 6D:2014",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","normal operating pressure","CFIHOS-40000512","BRG","64","API Spec 6D:2014;ISA-TR20.00.01-2007;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","normal operating temperature","CFIHOS-40000514","CEL","FAH","ISO 14224:2016;ANSI/ISA-75.05.01-2019;IEC 60537:1976 Withdrawn",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","output signal range","CFIHOS-40000601",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","output signal type","CFIHOS-40000598",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate control valve","CFIHOS-30000837","safety integrity level","CFIHOS-40000579",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate valve","CFIHOS-30000838","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate valve","CFIHOS-30000838","failure action","CFIHOS-40000580",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate valve","CFIHOS-30000838","fluid name","CFIHOS-40000132",,,"ASME B31.3 - 2020;IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate valve","CFIHOS-30000838","full opening valve","CFIHOS-40000584",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate valve","CFIHOS-30000838","nominal diameter","CFIHOS-40000509","MMT","INH","API Spec 6D:2014",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate valve","CFIHOS-30000838","normal operating pressure","CFIHOS-40000512","BRG","64","IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate valve","CFIHOS-30000838","normal operating temperature","CFIHOS-40000514","CEL","FAH","IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gate valve","CFIHOS-30000838","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gear box","CFIHOS-30000535","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"gear box","CFIHOS-30000535","direction of rotation","CFIHOS-40000075",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"gear box","CFIHOS-30000535","upper limit design temperature","CFIHOS-40000536",,,"API Std 613:2007",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"gear box","CFIHOS-30000535","upper limit operating temperature","CFIHOS-40000538",,,"API Std 614:2007",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"gear pump","CFIHOS-30000536","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gear pump","CFIHOS-30000536","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"gear pump","CFIHOS-30000536","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"globe control valve","CFIHOS-30000839","actuation service","CFIHOS-40000638",,,"ISA-TR20.00.01-2007",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","communication protocol","CFIHOS-40000599",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","design specification","CFIHOS-40000487",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","failure action","CFIHOS-40000580",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","fire safe","CFIHOS-40000585",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","fluid name","CFIHOS-40000132",,,"IEC 60537:1976 Withdrawn;ISA-TR20.00.01-2007;ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","full opening valve","CFIHOS-40000584",,,"ANSI/ISA-75.05.01-2019",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","input signal range","CFIHOS-40000600",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","input signal type","CFIHOS-40000597",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","nominal diameter","CFIHOS-40000509","MMT","INH","API Spec 6D:2014",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","normal operating pressure","CFIHOS-40000512","BRG","64","API Spec 6D:2014;ISA-TR20.00.01-2007;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","normal operating temperature","CFIHOS-40000514","CEL","FAH","ISO 14224:2016;ANSI/ISA-75.05.01-2019;IEC 60537:1976 Withdrawn",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","output signal range","CFIHOS-40000601",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","output signal type","CFIHOS-40000598",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe control valve","CFIHOS-30000839","safety integrity level","CFIHOS-40000579",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe valve","CFIHOS-30000840","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe valve","CFIHOS-30000840","failure action","CFIHOS-40000580",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe valve","CFIHOS-30000840","fluid name","CFIHOS-40000132",,,"ASME B31.3 - 2020;IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe valve","CFIHOS-30000840","full opening valve","CFIHOS-40000584",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe valve","CFIHOS-30000840","nominal diameter","CFIHOS-40000509","MMT","INH","API Spec 6D:2014",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe valve","CFIHOS-30000840","normal operating pressure","CFIHOS-40000512","BRG","64","IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe valve","CFIHOS-30000840","normal operating temperature","CFIHOS-40000514","CEL","FAH","IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"globe valve","CFIHOS-30000840","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","external coating specification","CFIHOS-40000613",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","fluid name","CFIHOS-40000132",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","lower limit operating temperature","CFIHOS-40000504","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","orientation","CFIHOS-40000561",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","upper limit design pressure","CFIHOS-40000535","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","upper limit design temperature","CFIHOS-40000536","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","upper limit operating pressure","CFIHOS-40000537","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gravity separator","CFIHOS-30000841","upper limit operating temperature","CFIHOS-40000538","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"gutter","CFIHOS-30000579","design specification","CFIHOS-40000487",,,"ASME B31.3 - 2020",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"gutter","CFIHOS-30000579","normal volume flow rate","CFIHOS-40000293",,,"ASME B31.3 - 2020",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"heat and smoke detector","CFIHOS-30000082","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"heat and smoke detector","CFIHOS-30000082","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"heat and smoke detector","CFIHOS-30000082","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"heat and smoke detector","CFIHOS-30000082","set point high","CFIHOS-40000582",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"heat exchanger","CFIHOS-30000390","explosion protection gas group","CFIHOS-40000110",,,,,,"TERMINATED","CR0028;CR0029","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
