"picklist name","picklist value","picklist value description","CFIHOS unique id","source standard code","created date","modified date","terminated date","change request number","status"
"pump type","VS2","Centrifugal pump; Vertically suspended; Single casing; Discharge through column; Volute","CFIHOS-60001790","ISO 13709:2009","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","VS3","Centrifugal pump; Vertically suspended; Single casing; Discharge through column; Axial flow","CFIHOS-60001791","ISO 13709:2009","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","VS4","Centrifugal pump; Vertically suspended; Single casing; Separate discharge; Line shaft","CFIHOS-60001792","ISO 13709:2009","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","VS5","Centrifugal pump; Vertically suspended; Single casing; Separate discharge; Cantilever","CFIHOS-60001793","ISO 13709:2009","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","VS6","Centrifugal pump; Vertically suspended; Double casing; Diffuser","CFIHOS-60001794","ISO 13709:2009","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","VS7","Centrifugal pump; Vertically suspended; Double casing; Volute","CFIHOS-60001795","ISO 13709:2009","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","coupled motor shaft","Liquid ring pump; coupled motor shaft","CFIHOS-60001811","API Std 681:1996","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","cradle mounted","Liquid ring pump; cradle mounted","CFIHOS-60001812","API Std 681:1996","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","diaphragm","A pump designed such that the process fluid is isolated from the plunger by means of a hydraulically actuated flat or shaped diaphragm.","CFIHOS-60001800","API Std 675:2019","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","direct-acting pump","consisting of a piston-powered drive end connected directly to a liquid end to which power is directly transmitted by the action of the motive fluid on the piston.","CFIHOS-60001796","ISO 13710:2004","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","horizontal","Liquid ring pump; horizontal","CFIHOS-60001813","API Std 681:1996","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","piston pump","having a seal attached to the piston and moving within a cylinder.","CFIHOS-60001797","ISO 13710:2004","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","plunger","having a uniform-section plunger that moves in a static seal.","CFIHOS-60001801","API Std 675:2019","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","plunger pump","having a uniform-section plunger that moves in a static seal.","CFIHOS-60001798","ISO 13710:2004","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","power pump","consisting of a power end and a liquid end connected by a frame or distance piece.","CFIHOS-60001799","ISO 13710:2004","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"pump type","vertical in-line","Liquid ring pump; vertical in-line","CFIHOS-60001814","API Std 681:1996","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"reason for issue","approved for construction","Approved For Construction","CFIHOS-60001415",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason for issue","approved for detail design","Approved for Detail Design","CFIHOS-60001417",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason for issue","approved for use","Approved For Use","CFIHOS-60001409",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason for issue","as built","As Built","CFIHOS-60001419",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason for issue","issued for review","Issued for Review or Comment","CFIHOS-60001410",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason for issue","void","Superseded / Obsolete","CFIHOS-60001411",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason to keep document","desirable",,"CFIHOS-60000374",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason to keep document","essential",,"CFIHOS-60000465",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason to keep document","legal",,"CFIHOS-60000765",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"test medium","air","An odourless and colourless mixture of gases and vapours that surround the Earth.  At sea level, the composition of dry air is mainly nitrogen (78.09%) and oxygen (20.95%), with an average relative molecular weight of 29.","CFIHOS-60000124",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"test medium","condensate","An aggregate which is in condensed form which means in liquid state, resulting from a substance in vapour state.","CFIHOS-60000322",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"test medium","condensate - soda ash",,"CFIHOS-60000323",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"test medium","inert atmosphere",,"CFIHOS-60000642",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"test medium","nitrogen","A periodic system element with 7 protons in its nucleus","CFIHOS-60000854",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"test medium","oil","An aggregate consisting of hydrocarbons and possibly other aggregates.","CFIHOS-60000883",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"test medium","steam","A fluid that is at the vapor phase of water used for heating, or to provide mechanical power.","CFIHOS-60001239",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"test medium","tracer gas",,"CFIHOS-60001296",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"test medium","water","A colourless, odourless, tasteless, and non-flammable liquid with the chemical formula H2O that covers two-thirds of the surface of the planet.  With a freezing point of 0°C and boiling point of 100°C at atmospheric pressure.","CFIHOS-60001339",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2;FR74","STANDARD"
"tracing type","electric",,"CFIHOS-60000436",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tracing type","glycol",,"CFIHOS-60000551",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tracing type","steam","A fluid that is at the vapor phase of water used for heating, or to provide mechanical power.","CFIHOS-60001240",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"transformer cooling method","ONAF",,"CFIHOS-60000893","IEC 60076-2:2011","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"transformer cooling method","ONAN",,"CFIHOS-60000894","IEC 60076-2:2011","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tray type","bubble cap","A riser cap with a special shape intended to create an intense contact between gasses and fluids by guiding the fluid through the liquid  when passing a tray.","CFIHOS-60000244",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tray type","chimney",,"CFIHOS-60000298",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tray type","grid","A physical object that consists of crossed grid bars and that covers an opening leaving evenly spaced smaller openings intended to prevent bigger solids from passing through the original opening","CFIHOS-60000557",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tray type","none",,"CFIHOS-60000870",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tray type","valve cap",,"CFIHOS-60001323",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"trim type","anti-cavitation trim","trim style that by its geometry reduces or eliminates the tendency of the controlled liquid to cavitate","CFIHOS-60001727","ANSI/ISA-75.05.01-2019","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"trim type","anti-noise trim","a control valve trim style that by its geometry reduces the noise generated by fluid flowing through the valve","CFIHOS-60001728","ANSI/ISA-75.05.01-2019","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"trim type","balanced trim","control valve trim designed to minimize the net static and dynamic fluid flow forces, from fluid pressure, acting on the trim","CFIHOS-60001729","ANSI/ISA-75.05.01-2019","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"trim type","reduced trim","control valve trim that has a flow area smaller than the full flow area for that valve","CFIHOS-60001730","ANSI/ISA-75.05.01-2019","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"trim type","soft-seated trim","valve trim with an elastomeric, plastic, or other readily deformable material used either in the closure member component or seat ring to provide tight shutoff with minimal actuator forces","CFIHOS-60001731","ANSI/ISA-75.05.01-2019","2019-05-14T09:22:54.502Z","2021-10-12T15:02:03.835Z",,"CR0028;FR69","STANDARD"
"tube bundle design","U tube",,"CFIHOS-60001308",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tube bundle design","bayonet tube","A physical object that is an arrangement of two concentric tubes with the outer one closed at one end, and fixed in a plate at the other. The inner tube is somewhat longer; it is open at both ends and fixed in a second plate.","CFIHOS-60000228",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tube bundle design","concentric tube",,"CFIHOS-60000319",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tube bundle design","corrugated tube",,"CFIHOS-60000330",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tube bundle design","finned tube","A pipe that is extended with one or more fins to increase its outer surface area.","CFIHOS-60000499",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tube bundle design","fixed tube",,"CFIHOS-60000503",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"turbine type","Aero derivative",,"CFIHOS-60000109","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"turbine type","Industrial",,"CFIHOS-60000641","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"type of circuitry","electronic","An 'electric circuit' formed by the interconnection of electronic components through which an electric current can flow.","CFIHOS-60000441",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"type of circuitry","solid state",,"CFIHOS-60001224",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"type of electric motor","induction","An electric motor in which the torque or force is due to the interaction between a moving magnetic field produced by stationary primary windings and currents induced by this field in moving secondary conductors.","CFIHOS-60000639","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"type of electric motor","synchronous",,"CFIHOS-60001274","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"type of electrical current supply","AC",,"CFIHOS-60000101",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"type of electrical current supply","DC",,"CFIHOS-60000365",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"type of mechanical switch","electro-hydraulic",,"CFIHOS-60000440",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"type of mechanical switch","hydraulic",,"CFIHOS-60000569",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"type of mechanical switch","micro switch","A pilot switch operated by very small movements of a lever, the circuit being made or broken or closed by spring-loaded contacts.","CFIHOS-60000803",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"type of mechanical switch","pneumatic",,"CFIHOS-60000964",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"type of safety barrier","active",,"CFIHOS-60000105",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"type of safety barrier","passive",,"CFIHOS-60000915",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"type of switch","electronic",,"CFIHOS-60000442",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"type of switch","mechanical",,"CFIHOS-60000795",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"unit of measure","MSm3/d",,"CFIHOS-60000821",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","Nm/rad",,"CFIHOS-60000858",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","Sm3/h",,"CFIHOS-60001217",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","ampere",,"CFIHOS-60001427",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","ampere hour",,"CFIHOS-60001428",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","angstrom",,"CFIHOS-60001429",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","bar/h",,"CFIHOS-60000216",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","bara",,"CFIHOS-60001430",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","barg","BARG(auge), pressure given in Bar overpressure to the atmosphere.","CFIHOS-60001431",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","centipoise",,"CFIHOS-60001432",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","centistoke",,"CFIHOS-60001433",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","decibel",,"CFIHOS-60001434",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","degree Celsius",,"CFIHOS-60001435",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","degree Fahrenheit",,"CFIHOS-60001436",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","farad",,"CFIHOS-60001437",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","foot",,"CFIHOS-60001438",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","foot cubed",,"CFIHOS-60001439",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","foot cubed per hour",,"CFIHOS-60001440",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","foot per second",,"CFIHOS-60001441",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","foot squared",,"CFIHOS-60001442",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","gallons per minute",,"CFIHOS-60000552",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","hertz",,"CFIHOS-60001443",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","horsepower",,"CFIHOS-60001444",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","hour",,"CFIHOS-60001445",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","inch",,"CFIHOS-60001446",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","inch squared",,"CFIHOS-60001447",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","inches of water gauge",,"CFIHOS-60000653",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kg/kJ",,"CFIHOS-60000739",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kiloampere",,"CFIHOS-60001448",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilogram",,"CFIHOS-60001449",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilogram per hour",,"CFIHOS-60001450",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilogram per metre cubed",,"CFIHOS-60001451",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilogram per second",,"CFIHOS-60001452",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilojoule per kilogram",,"CFIHOS-60001453",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilojoule per kilogram kelvin",,"CFIHOS-60001454",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilonewton",,"CFIHOS-60001455",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilopascal absolute",,"CFIHOS-60000743",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilopascal guage",,"CFIHOS-60000744",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilovolt",,"CFIHOS-60001456",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilovolt ampere",,"CFIHOS-60001457",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","kilowatt",,"CFIHOS-60001458",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","litre",,"CFIHOS-60001459",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","litre per day",,"CFIHOS-60000747",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","litre per hour",,"CFIHOS-60000748",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","litre per minute",,"CFIHOS-60000749",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","litre per second",,"CFIHOS-60001460",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","mA/bar",,"CFIHOS-60000788",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","metre",,"CFIHOS-60001461",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","metre cubed",,"CFIHOS-60001462",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","metre cubed per hour",,"CFIHOS-60001463",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","metre cubed per second",,"CFIHOS-60001464",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","metre per second",,"CFIHOS-60001465",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","metre squared",,"CFIHOS-60001466",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","metre squared kelvin per watt",,"CFIHOS-60001467",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","millibar absolute",,"CFIHOS-60000794",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","milligram per kilogram",,"CFIHOS-60001468",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","millimetre",,"CFIHOS-60001469",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","millimetre squared",,"CFIHOS-60001470",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","millimetre squared per second","mm2/s","CFIHOS-60001471",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","millimetres of water gauge",,"CFIHOS-60000810",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","millipascal second","is a dynamic viscosity scale which is 10**-3 Pa.s","CFIHOS-60001472",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","minute",,"CFIHOS-60001473",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","newton",,"CFIHOS-60001474",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","newton metre cubed per hour",,"CFIHOS-60000859",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"unit of measure","newton per metre",,"CFIHOS-60001475",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0022","TERMINATED"
"ISO country","BN","Brunei Darussalam","CFIHOS-60002031","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BO","Bolivia (Plurinational State of)","CFIHOS-60002023","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BQ","Bonaire, Sint Eustatius and Saba","CFIHOS-60002024","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BR","Brazil","CFIHOS-60002028","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BS","Bahamas","CFIHOS-60002013","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BT","Bhutan","CFIHOS-60002022","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BV","Bouvet Island","CFIHOS-60002027","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BW","Botswana","CFIHOS-60002026","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BY","Belarus","CFIHOS-60002017","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","BZ","Belize","CFIHOS-60002019","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
