"source standard code","source standard doc and data req number","source standard doc and data req title","source standard doc and data req typical deliverable","source standard doc and data req description","source standard doc and data req comment","document and data requirement type code","document and data requirement group code","engineering standard source chapter","discipline code","document type short code","default submit at proposal indicator","default submit for review indicator","default submit at delivery indicator","default issue for review number of weeks","default issue for review reference date","default issue for approval number of weeks","default issue for approval reference date","default for information number of weeks","default for information reference date","default required handover status code","default required translation indicator","deliverable format code","CFIHOS unique id","status","change request number","created date","modified date","terminated date"
"IOGP S-703:2020","S703-IR-22","Termination diagram","termination diagram","A diagram for equipment, panels, junction boxes, etc. identifies all connections and cable terminations at input/output rails. Required for removal/hook up purposes and modifications. To include vendor interfaces.",,"equipment","technical information deliverables","11.3.4.2",,"2389","no","yes","yes",,,,,,"WAO","AFD","yes","PDF","CFIHOS-68000236","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-24","Routine test report","test report","This document records and documents all results from the activities performed in routine tests in accordance with IEC 60034-1 Section 9.Mandatory content of information:Date of testing; Signature of person responsible for test; Object identification (t",,"equipment","technical information deliverables","9.2, Table 16, Table 17",,,"no","yes","yes",,,,,,,"AFD","no","PDF","CFIHOS-68000237","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-26","Electrical hazardous area equipment certification","ex certification","Attestation issued by a recognised notified body e.g. ATEX Directive, IECEx, EAC, certifying that a type test has satisfied specified criteria to enable that equipment to be used in a potentially explosive atmosphere.",,"equipment","technical information deliverables","11.3.3.1, 15.1.1, 15.1.2, 15.1.3, 15.1.4, 15.2.1, 15.2.2, 6.8.2","HX","1415","no","yes","yes",,,,,,"WAO","AFD","yes","PDF","CFIHOS-68000238","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-29","Type test report","type test report","A document which provides a summary of tests of one or more machine made to a certain design to show that the design meets certain specifications. The report will include the specific year and edition of the IEC used to perform the type test for all discr",,"equipment","technical information deliverables","(8.1 para 1), (8.1 para 1a new), (8.1 para 2), 11.3.6.3, 9.12.1.1, 9.12.1.2, 9.12.1.3, 9.13.1, 9.13.2, Table 21",,"3880","no","yes","yes",,,,,,,"AFD","no","PDF","CFIHOS-68000239","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-30","Declaration of conformity","declaration of conformity","Declares conformance with all standards relating to the machine in it's region of use, and its duty as defined by the purchaser in the data sheet.",,"equipment","technical information deliverables",,,"9005","no","yes","yes",,,,,,"WPTD","AFD","yes","PDF","CFIHOS-68000240","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-33","Routine test procedure","test procedure","Procedure documenting the manufacturers recommended testing activities and acceptance criteria according to applicable standards, specifications and requirements, to document the condition of the equipment as tested from factory. Procedure to define test",,"equipment","technical information deliverables","9.2, Table 16, Table 17",,"6061","no","yes","yes",,,,,,"WPTT","AFD","yes","PDF","CFIHOS-68000241","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-35","Installation, operation and maintenance manual","installation, operation and maintenance manual","The user of the product shall be provided with information regarding normal and safe operation/functioning. As appropriate, this should be completed by information regarding automatic and remote controlled products, exceptional functions/situations, indic",,"equipment","technical information deliverables",,"OA","4811","no","yes","yes",,,,,,"WAO","AFD","yes","PDF","CFIHOS-68000242","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-37","Noise type test report","noise type test report","A type test report detailing noise performance in accordance with IEC 60034-9.",,"equipment","technical information deliverables","9.13.1, 9.13.2",,,"no","yes","yes",,,,,,"WPTD","AFD","yes","PDF","CFIHOS-68000243","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-39","Vibration test report","vibration level test report","Vibration level test report stating maximum vibration levels of machine as defined in IEC 60034-14",,"equipment","technical information deliverables","11.3.2.1, 11.3.2.2",,,"no","yes","yes",,,,,,"WPTD","AFD","yes","PDF","CFIHOS-68000244","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-4","Quality plan","quality plan","Plan specifying the actions, responsibilities and associated resources to be applied by the [vendor], and when applicable [sub-vendors] or [manufacturers], to deliver the services or procured item(s) in conformance with the agreed requirements. ISO 9001",,"equipment","contract management information deliverables","Contract Requirement",,"5798","no","yes","yes",,,,,,,"AFD","no","PDF","CFIHOS-68000245","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-40","Converter-fed motors performance curves","motor performance curve","Provide motor performance curves for quadrant operation specified in the datasheet and as per IEC 61800-2: 2015 Table 4, Section 4.3.3.2 and Figure 8.",,"equipment","technical information deliverables",,,,"yes","yes","yes",,,,,,,"AFD","yes","PDF","CFIHOS-68000246","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-41","Data for protection setting/power modelling","data for protection setting/power modelling","Additional information to facilitate power system modelling and/or protection device configuration. Final application specific information requirements to be agreed between purchaser and supplier.",,"equipment","technical information deliverables",,,,"no","yes","yes",,,,,,"WAO","AFD","yes","PDF","CFIHOS-68000247","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-42","Equivalent circuit diagram","equivalent circuit diagram","A function diagram providing information on the electric and magnetic behaviour of the motor. This shall apply the conventions for electric and magnetic circuits as specified in IEC 60375. See IEC TS 60034-25 Table 3 for electrical parameters to be includ",,"equipment","technical information deliverables",,,,"no","yes","yes",,,,,,"WAO","AFD","yes","PDF","CFIHOS-68000248","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-6","Inspection and test plan","inspection and test plan (itp)","Tabular presentation of a quality plan typically used for process or product applications to define the specific sequence of operational activities, instructions, acceptance criteria records and associated [vendor], [purchaser] and independent conformity",,"equipment","contract management information deliverables","Contract Requirement","QA","5733","no","yes","yes",,,,,,,"AFD","no","PDF","CFIHOS-68000249","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-7","Handling, shipping, storage and preservation procedure","handling, shipping and storage procedure","Definition of practices to be followed during the; storage, transport, lifting and preservation of the equipment and materials included in the scope of supply to maintain their functionality and guarantees.Procedures typically define:a. packaging requir",,"equipment","contract management information deliverables","Contract Requirement : 6.6","SA","6028","no","yes","yes",,,,,,"WPTD","AFD","yes","PDF","CFIHOS-68000250","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-8","Non-conformance records","nonconformance history","Details of non-conformances raised by or to the [vendor/sub-vendors] against technical requirements prior to or during the delivery of the products or services. Non-conformance is managed by the [vendor] in accordance with ISO 9001 Clause 8.7 and associat",,"equipment","contract management information deliverables","Contract Requirement","QA","6918","no","no","yes",,"WAO",,"WAO",,,"AFD","no","PDF","CFIHOS-68000251","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-703:2020","S703-IR-9","Concession requests","concession request","Formal submission seeking [purchaser] agreement to accept deviations from the contracted scope or technical requirements. Requests may be raised as a result of, as examples, material or service availability, obsolescence, innovation, non-conformance.Requ",,"equipment","contract management information deliverables","Contract Requirement","EA","7205","no","no","yes",,"WAO",,"WAO",,,"AFC","yes","PDF","CFIHOS-68000252","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-1","Supplier master information schedule","information deliverables list","Schedule of specific information deliverables developed by the [Vendor] and accepted by the [Purchaser] to meet the information requirements defined in the agreed Information Requirements Specification (IRS).The schedule typically defines;a. information",,"equipment","contract management information deliverables","API 671, 13.1.1","JA","6611","no","no","yes",,"WAO",,"WAO",,,"AFD","no","native","CFIHOS-68000253","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-19","General arrangement drawing fire fighting skid (FFS)","general arrangement diagram","A drawing showing overall dimensions, critical interface dimensions, part references and weight of assemblies, equipment and components. The drawing shall contain reference to main specifications and standards For equipment / components the drawing may in","May include bill of materials","equipment","technical information deliverables","12.4.3, 12.4.4, 12.4.5, 12.5.4.5, 12.5.4.6, 12.5.4.7, 12.5.5.1, 12.5.5.2, 12.5.5.4, 12.5.5.5, 13.4.1, 13.4.2, 13.4.4, 14.2.4.1.8, 14.2.4.1.9, 16.1.10, 16.2.11.4, 16.2.11.5, 16.2.13.1, 16.2.13.2, 16.2.2, 16.3.5.7.3, 16.3.7, 16.3.8, 16.4, 17.16, 17.18, 17.7","HX","4018","no","no","no",,,,,,,"AFC","no","PDF","CFIHOS-68000254","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-2","Delivery schedule","delivery/production schedule","Schedule depicting, as applicable to the service or product scope, design, supply, manufacture, inspection, testing and delivery activities to be executed by [vendor/sub-vendors].Schedule details typically** include;a) Contractual milestonesb) Activity",,"equipment","contract management information deliverables","Contract Requirement","FA","5805","yes","yes","yes",,,,,,"WAO","AFD","no","PDF","CFIHOS-68000255","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-20","Detailed drawing","detailed drawing","Drawing showing parts of a construction or a component, generally enlarged, and including specific information about the form and construction or about the assembly and joints Also supports other documents where a cross-sectional view or part list is ne","Typically supplied for primary components such as nozzle, but as propriety information this will be supplier dependent.","equipment","technical information deliverables","ISO 10209 : 12.5.1.4.1, 12.5.1.4.2, 12.5.4.5, 13.1.5, 13.4.1, 13.4.2, 13.4.4, 16.2.1, 16.2.2, 16.3.5.7.2, 17.18, 17.2.4, 6.3.4.4, 6.6.3, 6.6.4, 6.6.5, 6.6.7.1, 6.6.7.2, 6.8.3, 6.8.6, 6.8.7, 7.6, 8.3.3, 8.5.5.1",,"2320","no","yes","yes",,,,,,"WAO","AFD","no","PDF","CFIHOS-68000256","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-21","Fire test certificate / approval report","fire test certificate","Fire test certificate / approval report that forms part of the listing, or the fire scenario engineered solution.","To give evidence that the solution is fit for purpose. By a listed product (certificate and / or a approval report) or by fire scenario engineered solution.","equipment","technical information deliverables","11.1.4, 11.2.3, 11.2.4, 11.4.1.3.1, 11.4.1.3.2, 11.4.2.1 , 11.4.2.2, 11.4.2.3, 11.4.3.1, 12.3.1, 12.5.1.2, 12.5.1.7, 12.6.5, 12.6.8.1, 13.1.1, 13.1.2, 13.1.5, 16.1.2.1, 16.1.2.2, 16.1.3.1, 16.1.4, 16.3.2, 16.3.2.1 , 16.3.2.2, 16.3.2.3, 16.3.5.4.2, 16.3.5.",,"1401","no","yes","yes",,,,,,"WAO","AFD","no","PDF","CFIHOS-68000257","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-22","General arrangement drawing fire fighting nozzles and piping","general arrangement diagram","A drawing showing overall dimensions, critical interface dimensions, part references of nozzles and distribution pipework. The drawing shall contain reference to main specifications and standards. For equipment / components the drawing may include cross s","May include bill of materials","equipment","technical information deliverables","12.5.1.4.1, 12.5.1.5.2, 12.5.1.5.3, 13.1.1, 13.1.2, 13.1.3, 13.1.4, 13.1.5, 13.1.6, 13.4.1, 13.4.2, 14.2.4.1.1, 14.2.4.1.2, 14.2.4.1.3, 14.2.4.1.4, 14.2.4.1.5, 14.2.4.1.6, 14.2.4.1.7, 16.1.12.2, 16.1.12.3, 16.1.12.4.1, 16.1.3.2, 16.1.5, 16.2.1, 16.2.11.1,","MP","4018","no","no","yes",,"WAO",,"WAO",,,"AFC","no","PDF","CFIHOS-68000258","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-23","Bill of materials","bill of materials","A detail and cross sectional drawing with parts list to facilitate dismantling, repair and assembly of parts and components shall be included. Relevant for assemblies and smaller components within assemblies. A view or drawing that shows what the inside o","May be included with the general arrangement or detailed drawings.","equipment","technical information deliverables","13.1.5, 13.4.1, 13.4.2, 16.3.5.7.2, 17.18, 17.2.4.2, 17.2.4.3, 6.2.2.5, 6.2.2.8.1, 6.4.1.1",,"4306","no","yes","yes",,,,,,"WAO","AFC","no","PDF","CFIHOS-68000259","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-25","Commissioning / SAT procedure","commissioning instruction","Procedure providing information on the commissioning of the product. Instructions for commissioning are provided especially for large and highly complex products and for large industrial installations. The purpose of such instructions is to provide the us",,"equipment","technical information deliverables","NFPA750 Figure A14.1.4 : 12.1.2, 12.4.5, 12.5.2.4.1, 12.5.4.2, 12.5.4.3, 12.5.4.4, 12.6.2.1, 12.6.2.2, 14.1.1, 14.1.2, 14.1.3, 14.1.4, 14.1.5, 14.1.6, 14.2.1.1.1, 14.2.1.1.2, 14.2.1.1.3, 14.2.1.2.1, 14.2.1.2.2, 14.2.1.2.3, 14.2.2.1.1, 14.2.2.1.2, 14.2.2.1",,"3375","no","no","yes",,"WAT",,"WAT",,,"AFD","no","PDF","CFIHOS-68000260","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-26","Installation manual","installation manual","A document or a set of documents outlining the premise and intent for decisions that are to be followed regarding the installation of the system. These shall provide information to allow the user or a third party to verify that the system has been install","This may be one document , or a set of documents and may be combined in one overall document known as the DIOM (design, installation, operation and maintenance) manual. May also be known as the Technical File. May be supplied in both PDF and hard copy for","equipment","technical information deliverables","10.1.2.1.1, 10.1.2.2.1, 10.1.2.3, 10.1.2.4, 10.2, 10.3.1.9.1, 10.3.1.9.2, 10.3.2.3, 10.3.2.5.6, 10.3.2.8.1.4, 12.1.2, 12.1.3, 12.2, 12.4.3, 12.4.4, 12.5.1.5.3, 12.5.3.1, 12.5.3.2, 12.5.4.4, 12.6.2.1, 12.6.2.2, 12.6.6, 12.6.8.2, 13.1.1, 13.1.2, 13.1.5, 13.",,"3328","no","no","yes",,"WAO",,"WAO",,,"AFC","no","PDF","CFIHOS-68000261","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-27","Maintenance manual","maintenance manual","A document or a set of documents outlining the description of methods of maintaining a specific piece of equipment.  These shall provide information to allow the user or a third party to verify that the system can be maintained properly.","This may be one document , or a set of documents and may be combined in one overall document known as the DIOM (design, installation, operation and maintenance) manual. May also be known as the Technical File or Technical Manual. May be supplied in both P","equipment","technical information deliverables","10.2, 12.5.1.5.4, 12.5.1.7, 12.5.2.3, 12.5.4.1, 12.5.4.2, 13.4.1, 13.4.2, 13.4.3.1, 13.4.3.3, 16.3.8, 16.4, 17.1.4.2, 17.1.4.3, 17.18, 17.2.2, 17.2.3, 17.2.4, 17.2.6, 17.3.1, 17.5.1, 17.5.2, 17.7.4, 17.8.1, 6.8.5, 8.5.5.3.2, 8.6.5, 9.2.6.2, 9.2.6.3","NA","4810","no","no","yes",,"WAO",,"WAO",,,"AFC","no","PDF","CFIHOS-68000262","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-28","Operating manual","operating manual","A document or a set of documents outlining the premise and intent for decisions that are to be followed regarding the operation of the water mist system, including but not limited to instructions, procedures, drawings, tables, etc. for the operation -stop","This may be one document , or a set of documents and may be combined in one overall document known as the DIOM (design, installation, operation and maintenance) manual. May also be known as the Technical File or Technical Manual. May be supplied in both P","equipment","technical information deliverables","10.2, 12.5.2.3, 12.5.2.4.1, 12.5.2.4.2, 13.4.1, 13.4.2, 13.4.3.1, 13.4.3.3, 16.1.9.3.2, 16.1.9.3.3, 16.3.4, 16.3.5.1 , 16.3.5.3, 16.3.5.4.1, 16.3.5.7.1, 16.3.8, 16.4, 17.1.4.2, 17.1.4.3, 17.1.7.1, 17.1.7.2, 17.1.7.3, 17.1.7.4, 17.16, 17.18, 17.2.2, 17.2.3","OA","4811","no","no","yes",,"WAO",,"WAO",,,"AFC","no","PDF","CFIHOS-68000263","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-29","Design manual","design philosophy","A document or a set of documents outlining the premise and intent for decisions that are to be followed regarding a design. These shall provide information to allow the user or a third party to verify that the system has been designed properly.","This may be one document , or a set of documents and may be combined in one overall document known as the DIOM (design, installation, operation and maintenance) manual. May also be known as the Technical File or Technical Manual. May be supplied in both P","equipment","technical information deliverables","10.1.2.1, 10.1.2.1.1, 10.1.2.2.1, 10.1.2.3, 10.1.2.4, 10.2, 10.3.1.9.1, 10.3.1.9.2, 10.3.2.3, 10.3.2.5.6, 10.3.2.8.1.4, 12.3.1, 12.3.2, 12.5.1.2, 12.5.1.4.1, 12.5.1.4.2, 12.5.1.6, 12.5.1.7, 12.5.2.1, 12.5.2.2, 12.5.2.3, 12.5.2.4.1, 12.5.2.4.2, 12.5.3.1, 1",,"5507","no","no","yes",,"WAO",,"WAO",,,"AFC","no","PDF","CFIHOS-68000264","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-3","Progress report","progress report","Report detailing activities completed in the period, percent complete against planned, activities planned for the next period, risks/areas of concern, cause of any delays and proposed recovery plans, concessions, internal and outsourced inspection and aud",,"equipment","contract management information deliverables",,"AA","6944","no","yes","yes",,,,,,"WAO","AFD","no","PDF","CFIHOS-68000265","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-30","Hydraulic calculation","hydraulic calculation","Hydraulic calculations to indicate basis on which equipment is sized, including pipe friction losses/pressure drop, equipment elevations and terminal point static pressures. May also includes calculation for discharge duration and activation times.","This may be one document , or a set of documents and may be combined in one overall document known as the DIOM (design, installation, operation and maintenance) manual. May also be known as the Technical File.","equipment","technical information deliverables","NFPA750 : 10.1.2.1, 11.1.1, 11.1.2, 11.1.3, 11.1.4, 11.1.5, 11.2.1, 11.2.2, 11.2.3, 11.2.4, 11.3.1, 11.3.2, 11.3.3, 11.3.4, 11.3.5.1, 11.3.5.2, 11.3.6.1, 11.3.6.2, 11.3.6.3, 11.3.6.4.1, 11.3.6.4.2, 11.3.6.5, 11.4.1.1, 11.4.1.2, 11.4.1.3, 11.4.1.3.1, 11.4.","PX","4603","yes","no","yes",,"WAO",,"WAO",,,"AFC","no","PDF","CFIHOS-68000266","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-32","Vendor technical data","manufacturer datasheet","Document providing information on technical data and characteristics about the primary components of the water mist system. This document provides structured data form containing tag number, suppliers part number/model, design information,operational dat","Most likely supplied in PDF and hardcopy","equipment","technical information deliverables","12.5.1.2, 12.5.4.5, 17.10, 17.12, 17.13, 17.14, 17.16, 17.18, 6.7.2, 8.5.5.1, 8.8.5.2","HX","2111","yes","yes","yes",,,,,,"WAO","AFC","no","PDF","CFIHOS-68000267","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-33","Electrical wiring diagram","wiring diagram","Description:Diagram providing information on the circuitry of an object.Mandatory content of information:- Graphical symbols representing the objects;- Graphical symbols representing the connections among objects;- Reference designations;- Terminal",,"equipment","technical information deliverables","12.6.2.2, 12.6.3, 12.6.8.2, 13.4.1, 13.4.2, 14.2.4.2.1, 14.2.4.2.10, 14.2.4.2.11, 14.2.4.2.12, 14.2.4.2.13, 14.2.4.2.2, 14.2.4.2.5, 14.2.4.2.8.1 , 14.2.4.2.8.2, 14.2.4.2.8.3, 14.2.5.2.2, 14.2.5.3, 14.2.5.4, 14.2.5.5, 14.2.5.6, 14.2.5.7, 16.1.7.3, 16.1.7.4","EA","8880","no","no","no",,,,,,,"AFC","no","PDF","CFIHOS-68000268","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-20T06:15:45.029Z",
"IOGP S-719:2020","S719-IR-34","Piping and instrumentation diagram","piping and instrumentation diagram","Description:The piping and instrument diagram (P&ID), based on the process flow diagram, represents the technical realization of a process by means of graphical symbols for equipment and piping together with graphical symbols or process measurement and c",,"equipment","technical information deliverables","IEC 61355, D00043 : 12.5.1.2, 12.5.2.3, 12.5.4.5, 12.5.5.1, 12.5.5.2, 12.6.2.1, 12.6.2.2, 12.6.6, 12.7, 13.1.3, 13.1.4, 13.1.5, 13.1.6, 13.4.1, 13.4.2, 16.1.10, 16.1.11, 16.1.12.2, 16.1.12.3, 16.1.12.4.1, 16.1.13.2, 16.1.7.4, 16.1.9.1, 16.1.9.2, 16.1.9.3.","PX","2365","no","no","no",,,,,,,"AFC","no","PDF","CFIHOS-68000269","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-35","Factory acceptance test (FAT) procedure","factory acceptance test (fat) procedure","The FAT procedure will be used to ensure a common understanding of performed testing and acceptance criteria. This document shall include all testing activities and their acceptance criteria according to applicable standards, specifications and requiremen","The water mist manufacturer will have their own FAT requirements, these requirements can be increased or decreased in collaboration between, the supplier and the customer, and where applicable the AHJ.","equipment","technical information deliverables","12.4.5, 12.5.2.4.1, 12.5.2.4.2, 17.1.4.4, 17.17, 17.18, 6.2.2.6.1, 6.2.2.6.2, 6.2.2.7, 6.2.2.8.1, 6.2.2.8.2, 6.2.3, 6.9.1.6, 8.5.5.1, 8.5.5.4.2, 8.5.6.4, 8.5.6.6.1, 8.5.6.6.2, 8.5.6.7, 8.6.2, 8.8.1.7.1, 8.8.3.1.7, 8.8.3.2.5, 8.8.3.2.7",,"9001","no","no","yes",,"WAO",,"WAO",,,"AFD","no","PDF","CFIHOS-68000270","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-36","Lifting point calculations","lifting point calculations","Document should provide information about soundness of lifting point and its welding/bolting to prove the safety factor requested.Indicate the equations, constants and units used.",,"equipment","technical information deliverables","17.7.9",,"9006","no","no","yes",,"WAO",,"WAO",,,"AFC","no","PDF","CFIHOS-68000271","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-37","Spare part list","spare part list","Table containing list items specifying the objects (parts, components, equipment, etc.) that are available or delivered as spare parts for later use. Mandatory content of information:- Item reference number;- Quantity;- Part number or global identifier",,"equipment","technical information deliverables","12.4.1, 12.4.2, 17.18, 6.4.1.2.2, 6.6.7.3, 6.8.8.1, 6.8.8.2","NA","4354","no","no","yes",,"WAT",,"WAT",,,"AFD","no","PDF","CFIHOS-68000272","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-20T06:15:45.029Z",
"IOGP S-719:2020","S719-IR-38","Production test certificate - nozzle","general certificate","A  document certifying compliance with specified requirements. [e.g., certificates needed for re-certifying, occupancy certificate, product certificates]. May be combined with nozzle test procedure.","Test procedure and certificate may be in one combined document.","equipment","technical information deliverables","13.4.6, 17.1.4.4, 17.19.1, 17.19.2, 17.19.3","MX","1580",,"yes","yes",,,,,,"WPTD","AFD","no","PDF","CFIHOS-68000273","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-39","Production test certificate - flexible hose","general certificate","A  document certifying compliance with specified requirements. [e.g., certificates needed for re-certifying, occupancy certificate, product certificates]. May be combined with flexible hose test procedure.",,"equipment","technical information deliverables","Test procedure and certificate may be in one combined document. : 13.4.6, 17.1.4.4, 17.19.1, 17.19.2, 17.19.3, 6.3.4.4","MX","1580","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000274","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-4","Quality plan","quality plan","Plan specifying the actions, responsibilities and associated resources to be applied by the [vendor], and when applicable [sub-vendors] or [manufacturers], to deliver the services or procured item(s) in conformance with the agreed requirements. ISO 9001",,"equipment","contract management information deliverables","Contract Requirement",,"5798","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000275","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-40","Production test certificate - section valve","general certificate","A  document certifying compliance with specified requirements. [e.g., certificates needed for re-certifying, occupancy certificate, product certificates]. May be combined with section valve test procedure.","Test procedure and certificate may be in one combined document.","equipment","technical information deliverables","13.4.6, 17.1.4.4, 17.19.1, 17.19.2, 17.19.3","MX","1580","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000276","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-42","Production test certificate - manifold","general certificate","A  document certifying compliance with specified requirements. [e.g., certificates needed for re-certifying, occupancy certificate, product certificates]. May be combined with manifold test procedure.","Test procedure and certificate may be in one combined document.","equipment","technical information deliverables","17.1.4.4, 17.19.1, 17.19.2, 17.19.3","MX","1580","no","yes","yes",,,,,,"WPTD","AFD","no","PDF","CFIHOS-68000277","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-43","Special tools list","special tools list","The Special Tools List shall identify all special tools necessary for handling, dismantling, maintenance etc. of equipment.Shall be part of the Spare part list Special Tools List shall include:• Identification - the tag number the special tool shall su",,"equipment","technical information deliverables","17.18",,,"no","yes","yes",,,,,,"WPTD","AFD","no","PDF","CFIHOS-68000278","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-20T06:15:45.029Z",
"IOGP S-719:2020","S719-IR-44","Production test procedure - section valve","manufacturing qualification procedure","Definition of process followed to qualify a manufacturing and/or production processes including associated acceptance criteria and test methods to validate achievement of specified technical requirements.",,"equipment","technical information deliverables","17.1.4.4",,"6180","no","yes","yes",,,,,,"WPTD","AFD","no","PDF","CFIHOS-68000279","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-45","Production test procedure - flexible hose","manufacturing qualification procedure","Definition of process followed to qualify a manufacturing and/or production processes including associated acceptance criteria and test methods to validate achievement of specified technical requirements.",,"equipment","technical information deliverables","17.1.4.4, 6.3.4.4",,"6180","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000280","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
