"tag class name","discipline document type short code","document type name","requirement standard source code","created date","modified date","terminated date","change request number","status"
"hydraulic motor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hydraulic power supply","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hydraulic press","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"hydro cyclone","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:23:50.304Z","2019-07-26T10:23:50.304Z","CR0013","TERMINATED"
"hydrostatic pressure level transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"hypochlorite generator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"ice machine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"pig transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pig trap","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pipe bending machine","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"piston compressor","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston compressor","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston compressor","MX3328","installation manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston compressor","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston compressor","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston compressor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston pump","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston pump","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston pump","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"piston pump","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:03:34.295Z","2020-11-27T15:03:34.295Z","CR0009","TERMINATED"
"pitot tube","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"plate heat exchanger","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"plate heat exchanger","MX8611","pressure test report","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"plate heat exchanger","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"plate heat exchanger","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:55.656Z",,"CR0032","STANDARD"
"plunger pump","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"plunger pump","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"plunger pump","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"plunger pump","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:04:11.203Z","2020-11-27T15:04:11.203Z","CR0009","TERMINATED"
"pneumatic actuator","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pneumatic actuator","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pneumatic controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pneumatic flow controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pneumatic level controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pneumatic motor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pneumatic pressure controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pneumatic temperature controller","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"position transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"positioning system","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"positive displacement flow element","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"positive displacement flow transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pour point analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"power stabiliser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"power supply unit","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pressure gauge","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pressure memory gauge","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pressure regulator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"pressure switch","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pressure switch","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pressure switch","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pressure switch","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:12:59.319Z",,"CR0032","STANDARD"
"pressure to current converter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"printed circuit heat exchanger","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"process column","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"process column","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"process column","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"process column","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"process column","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:13:02.501Z",,"CR0032","STANDARD"
"process data acquisition and control","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"proximity amplifier","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"proximity element","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"CR0014","STANDARD"
"proximity switch","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"public address and alarm system","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"public address and alarm system","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"pulsation damper","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"rack","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"radar level element","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"radar level transmitter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"radar level transmitter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"radar level transmitter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"radiator","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"radiator","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"radio caravan","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"radio transceiver","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"radioactive level transmitter","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"radioactive level transmitter","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"radioactive level transmitter","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"reader","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"reboiler","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:30:41.811Z","2019-07-26T10:30:41.811Z","CR0013","TERMINATED"
"rectifier","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"redox analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"refrigerator","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"relative pressure transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"relay","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"relay","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"relief valve","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"remote terminal unit","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"resistance temperature element","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"resistance temperature element","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"resistance temperature element","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"resistance temperature element","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:04:23.908Z","2020-11-27T15:04:23.908Z","CR0002","TERMINATED"
"restriction orifice plate","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"rod pump","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"roller conveyor","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"roller conveyor","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"roller conveyor","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"roller conveyor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"roller conveyor","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:13:06.165Z",,"CR0032","STANDARD"
"rotameter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"router","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"rupture disc","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"rupture disc","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:13:09.830Z",,"CR0032","STANDARD"
"safety shower","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"safety shower","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:13:16.312Z",,"CR0032","STANDARD"
"safety valve instrument","BA6008","commissioning procedure","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"safety valve instrument","IN2305","assembly diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"safety valve instrument","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"safety valve instrument","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"safety valve instrument","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"safety valve instrument","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:04:39.494Z","2020-11-27T15:04:39.494Z","CR0002","TERMINATED"
"sample loop component","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"sampler","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"sand detector","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"CR0014","STANDARD"
"satellite communications terminal","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:55:02.342Z",,"V1.2","STANDARD"
"scraper","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"screw compressor","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw compressor","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw compressor","MX3328","installation manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw compressor","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw compressor","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw compressor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw conveyor","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"screw conveyor","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"screw conveyor","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"screw conveyor","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"screw conveyor","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:13:19.904Z",,"CR0032","STANDARD"
"screw pump","MR4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw pump","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw pump","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0009","TERMINATED"
"screw pump","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:04:47.612Z","2020-11-27T15:04:47.612Z","CR0009","TERMINATED"
"scrubber","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:30:12.146Z","2019-07-26T10:30:12.146Z","CR0013","TERMINATED"
"seal","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"selector switch","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"settler","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-07-26T10:29:09.864Z","2019-07-26T10:29:09.864Z","CR0013","TERMINATED"
"shale shaker","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"sheave","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"shell","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"shell and tube heat exchanger","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"shell and tube heat exchanger","MX8611","pressure test report","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"shell and tube heat exchanger","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"shell and tube heat exchanger","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:13:23.689Z",,"CR0032","STANDARD"
"shut off damper","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"side pocket mandrel","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"signal lamp","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0012","TERMINATED"
"signal splitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"silencer","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"silencer","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:13:27.078Z",,"CR0032","STANDARD"
"single buoy mooring","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"sink","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"siren","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0014","TERMINATED"
"skimmer","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"slat conveyor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"slug catcher","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"smoke detector","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"smoke detector","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"snatch block","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"solenoid","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"solid composition analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"sound attenuator","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"sound pressure level analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"spark arrestor","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"special tool","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"specific gravity analyser","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z","CR0002","TERMINATED"
"spectacle blind","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"speed transmitter","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"spreader bar","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"stack","NA4354","spare part list","CFIHOS","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"steam trap","BA6008","commissioning procedure","ARC","2019-04-23T15:26:38.996Z","2019-07-26T10:22:56.677Z","2019-07-26T10:22:56.677Z","CR0027","TERMINATED"
"steam trap","BA6065","welding procedure specification","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"steam trap","EA8880","wiring diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"steam trap","MS4018","general arrangement diagram","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"steam trap","MX8611","pressure test report","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"steam trap","NA4354","spare part list","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"steam trap","NA4810","maintenance manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"steam trap","OA4811","operating manual","ARC","2019-04-23T15:26:38.996Z","2019-04-23T15:26:38.996Z",,"V1.2","STANDARD"
"steam trap","VA1453","regulatory compliance certificate","ARC","2019-04-23T15:26:38.996Z","2020-11-27T15:13:31.110Z",,"CR0032","STANDARD"
