"CFIHOS unique id","discipline CFIHOS unique id","discipline code","discipline name","document type CFIHOS unique id","document type short code","document type name","document type description","discipline document type short code","asset type reference","representation type","native file delivery timing","native document fomat","authenticated record format","required document status for detailed engineering","required document status for construction","required document status for commissioning","required document status for startup","required document status for operations","review type","discipline document type comment","hardcopy document required","translated document required","status","created date","modified date","terminated date","change request number","synonym"
"CFIHOS-20001087","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000265","5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","MX5980","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001088","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000147","6026","heat treatment procedure","A procedure detailing heating, soak, cooling parameters, limits of strain during forming, temperature ranges, method of attachment of thermocouples, temperature control, equipment calibration, production testing, etc.","MX6026","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001089","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000286","6046","pressure test procedure","A procedure documenting specific steps to conduct inspection of an asset/object.  Typically details boundaries of the test, isolations, method of pressurization, required hold intervals etc.  Includes hydrostatic, pneumatic, vacuum and leak test/examinations.","MX6046","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001090","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000001","6067","acceptance test procedure","Includes FAT and non-FAT (Factory Acceptance Test) procedures. Also see Acceptance Test Report for definitions.","MX6067","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001091","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000256","6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","MX6180","Plant","Text","during project",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001092","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000122","6612","master tag-equipment register","An authoritative collection of values with a relationship to a specific equipment or tag.  The columns of this collection is specified and controlled.","MX6612","Tag","Structured Data",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001093","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000352","6988","vibration report","A report documenting vibration and displacement measurements of piping and equipment.","MX6988","Plant","Text","at handover",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001094","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000259","7180","general report","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","MX7180","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001095","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000389","7205","technical deviation request","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","MX7205","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001096","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000405","7739","project functional specification","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","MX7739","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001097","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000331","7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","MX7753","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001098","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000183","7755","insulation, heat tracing specification","Provides equipment application information (pipe, vessel etc.) material type, thickness requirements, services conditions, personnel protection and fireproofing. Includes refractory insulation. Includes electrical tracing.","MX7755","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001099","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","MX7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001100","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000399","7771","equipment specification","A specification that describes the physical equipment for the purpose of procurement or fabrication. Compliments the datasheet.","MX7771","Tag","Text","at handover",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001101","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000264","7880","general specification","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","MX7880","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001102","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000089","8218","design layout study","A document assessing different physical configurations of a set of equipment and explaining the rationale supporting the adoption of a particular layout.","MX8218","Plant","Text","at handover",,,"IFD","not specified","not specified","not specified","IFD","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001103","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000125","8226","equipment study",,"MX8226","Equipment",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001104","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000215","8241","material selection study","A study describes materials and reasons for selecting those materials (e.g. environmental conditions). Considered a precursor to the MS Report and MS Diagram, where used.","MX8241","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001105","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000267","8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","MX8380","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001106","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000045","8502","clarification request","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","MX8502","Plant","Text","during project",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001107","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000287","8611","pressure test report","A report recording duration and results of hydro static, pneumatic, and leak test examinations.  Typically includes a pressure chart to demonstrate satisfactory results.","MX8611","Tag","Text","not applicable",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001108","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000366","3375","work instruction","Step by step instruction for the accomplishment of a task. more detailed than a procedure.","NA3375","Tag","Text","during project",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001109","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000374","4354","spare part list","A list of recommended listing of spares received from vendor/manufacturer to support installation, commissioning, operation or maintenance.","NA4354","Tag","Structured Data","during project",,,"not specified","not specified","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001110","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000206","4810","maintenance manual","A document that describes methods of maintaining a specific piece of equipment.  Typically originates from the equipment or package supplier.","NA4810","Plant","not specified","at handover",,,"not specified","not specified","not specified","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001111","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000311","5105","reliability model",,"NA5105","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001112","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000401","5796","maintenance strategy","A document outlining purpose and approach for maintenance in case of preventive, breakdown or shutdown maintenance.","NA5796","Process_Unit","Text","at handover",,,"not specified","not specified","not specified","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001113","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000255","5880","general plan","A document capturing what particular activities and requirements will be executed and delivered.  Typically the plan is built upon a strategy.","NA5880","Plant","Text","not applicable",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001114","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000400","6034","maintenance procedure","A procedure that describes how to perform routine, preventative and/or corrective maintenance activities.","NA6034","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001115","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000332","6061","test procedure","Is a procedure to perform a test or tests of a kind.","NA6061","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001116","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000405","7739","project functional specification","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","NA7739","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001117","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000331","7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","NA7753","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001118","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000264","7880","general specification","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","NA7880","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001119","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000207","8239","maintenance study",,"NA8239","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001120","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000037","8270","capital spares study","A consolidated study reviewing critical equipment and recommending capital spares.","NA8270","Tag","Text","at handover",,,"not specified","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001121","CFIHOS-20000025","OA","operations management","CFIHOS-70000339","1927","training manual","A collection of training materials.  May include Operational & Maintenance Training Plan providing durations and locations of sessions.","OA1927","Plant","not specified","not applicable",,,"not specified","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001122","CFIHOS-20000025","OA","operations management","CFIHOS-70000228","4811","operating manual","A document that describes methods of operating a piece of equipment or process unit, including but not limited to Instructions, procedures, drawings, tables, etc. for the operation -stop, start, and emergency shutdown. Including operational limits, function testing, possible interruptions, corrective actions, hazards and corrective measures to be taken.","OA4811","Plant","Text","not applicable",,,"not specified","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001123","CFIHOS-20000025","OA","operations management","CFIHOS-70000229","5522","operation philosophy","Operations (inc. start-up / shutdown). This document includes the maintenance philosophy because these two philosophy are inter dependent.","OA5522","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001124","CFIHOS-20000025","OA","operations management","CFIHOS-70000253","5680","general philosophy","A document outlining the premise and intent for decisions that are to be followed regarding a specific subject. Typically provided as instruction from Owner Operator.","OA5680","Site","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001125","CFIHOS-20000025","OA","operations management","CFIHOS-70000018","5705","asset reference plan","An integrated lifecycle management and development plan for surface and sub-surface facilities, including development scenarios, and phased development plans.","OA5705","Site","Text","not applicable",,,"IFU","not specified","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001126","CFIHOS-20000025","OA","operations management","CFIHOS-70000370","5773","simultaneous operations plan","A document capturing what particular activities and requirements will be executed and delivered to manage simultaneous operations with a brownfield operating asset.","OA5773","Plant","Text","not applicable",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001127","CFIHOS-20000025","OA","operations management","CFIHOS-70000309","5795","recruitment plan","A document capturing what particular activities and requirements will be executed and delivered to support recruitment.  Typically the plan is built upon a strategy.","OA5795","Site","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001128","CFIHOS-20000025","OA","operations management","CFIHOS-70000404","5798","project plan","A document capturing key discipline execution plans applicable across the project scope (e.g., IM Plan, Execution Plan, Quality Plan).","OA5798","Plant","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001129","CFIHOS-20000025","OA","operations management","CFIHOS-70000144","5876","flawless project delivery quality plan","A plan explaining how the FPD is implemented by Q area.","OA5876","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001130","CFIHOS-20000025","OA","operations management","CFIHOS-70000143","5877","flawless project delivery plan","An overall plan explaining how Flawless Project Delivery is implemented.","OA5877","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001131","CFIHOS-20000025","OA","operations management","CFIHOS-70000255","5880","general plan","A document capturing what particular activities and requirements will be executed and delivered.  Typically the plan is built upon a strategy.","OA5880","Plant","Text","not applicable",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001132","CFIHOS-20000025","OA","operations management","CFIHOS-70000265","5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","OA5980","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001133","CFIHOS-20000025","OA","operations management","CFIHOS-70000402","6039","operating procedure","A procedure how to start, operate and shut-down a facility under normal and abnormal circumstances.","OA6039","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001134","CFIHOS-20000025","OA","operations management","CFIHOS-70000256","6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","OA6180","Plant","Text","during project",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001135","CFIHOS-20000025","OA","operations management","CFIHOS-70000259","7180","general report","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","OA7180","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001136","CFIHOS-20000025","OA","operations management","CFIHOS-70000405","7739","project functional specification","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","OA7739","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001137","CFIHOS-20000025","OA","operations management","CFIHOS-70000331","7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","OA7753","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001138","CFIHOS-20000025","OA","operations management","CFIHOS-70000264","7880","general specification","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","OA7880","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001139","CFIHOS-20000025","OA","operations management","CFIHOS-70000267","8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","OA8380","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001140","CFIHOS-20000026","PX","process engineering","CFIHOS-70000145","0504","fluid analysis","A report documenting compositional lab analysis of fluid streams.","PX0504","Process_Unit","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74",
"CFIHOS-20001141","CFIHOS-20000026","PX","process engineering","CFIHOS-70000233","0580","general analysis","A report documenting  assumptions and method determining objective analysis of a set of data. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","PX0580","Equipment","not specified","not applicable",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74",
"CFIHOS-20001142","CFIHOS-20000026","PX","process engineering","CFIHOS-70000133","0902","facility block diagram","For Process, High Level Process Flow Diagram.","PX0902","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T14:53:14.601Z","2021-10-14T14:53:14.601Z","CR0027;FR74",
"CFIHOS-20001143","CFIHOS-20000026","PX","process engineering","CFIHOS-70000086","1206","design calculation","A calculations prepared in order to prove that the item of equipment or system selected meets the design criteria.","PX1206","Equipment","Text","at handover",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001144","CFIHOS-20000026","PX","process engineering","CFIHOS-70000165","1216","heat and mass balance calculation","Process simulation and process calculations required for generation of heat and mass balance cases. This will include specific heating and cooling medium simulations.","PX1216","Equipment",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001145","CFIHOS-20000026","PX","process engineering","CFIHOS-70000238","1380","general calculation","A document showing inputs, formulas, rationale, and conclusions/mathematical results as required to enhance design or bound activities.","PX1380","Equipment","not specified","not applicable",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001146","CFIHOS-20000026","PX","process engineering","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","PX1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001147","CFIHOS-20000026","PX","process engineering","CFIHOS-70000117","2105","design datasheet","A datasheet which provides precise information about a  tag and compliments equipment specification.","PX2105","Equipment","Text","at handover",,,"IFD","IFD","IFD","not specified","IAB","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001149","CFIHOS-20000026","PX","process engineering","CFIHOS-70000170","2336","hydraulic, pneumatic diagram","A schematic for any system not covered by PEFS/UEFS (e.g., P&IDs) e.g. hydraulic pneumatic cooling,  hydraulic controls.","PX2336","Process_Unit","Intelligent vector drawing (CAD)","at handover",,,"not specified","IFC","IFC","IFC","IFC","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001150","CFIHOS-20000026","PX","process engineering","CFIHOS-70000186","2341","interface diagram","A diagrams documenting Interfaces and demarcation of responsibilities between different organizations (e.g. battery limits, terminations).","PX2341","Tag","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20001151","CFIHOS-20000026","PX","process engineering","CFIHOS-70000292","2365","piping and instrumentation diagram","A diagram detailing equipment, piping, and instrumentation representing topology and process flow. Includes Utility Engineering Flow Schemes (UEFS) and Fire Fighting Flow Schemes.  Synonym: process engineering flow scheme (PEFS).","PX2365","Tag","Intelligent vector drawing (CAD)","during project",,,"IFD","IFC","IFC","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001152","CFIHOS-20000026","PX","process engineering","CFIHOS-70000293","2366","process flow diagram","A diagram detailing major items of equipment, primary lines and valves, operating temperatures, pressures and mass flows. Diagrams shall be provided for all hydrocarbon and utilities systems. Includes Utility Flow Schemes/Diagrams [UFS/UFD].","PX2366","Process_Unit","Intelligent vector drawing (CAD)","at handover",,,"IFD","IFD","IFD","not specified","IFD","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001153","CFIHOS-20000026","PX","process engineering","CFIHOS-70000295","2368","process safeguarding flow diagram","A diagram detailing safeguarding elements for process and utility protection against uncontrolled loss of containment.","PX2368","Plant","Intelligent vector drawing (CAD)","at handover",,,"IFD","IFC","IFC","IAB","IAB","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001154","CFIHOS-20000026","PX","process engineering","CFIHOS-70000313","2908","relief valve calculation","Process relief valve calculation. the output is documented in the process safeguarding memorandum.","PX2908","Tag","not specified","not applicable",,,"IFD","IFD","IFD","IFD","IFD","not specified",,,,"STANDARD","2017-02-13T22:02:01.136Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
