"document type short code","document type name","document type description","document type classification code","CFIHOS unique id","synonym","created date","modified date","terminated date","change request number","status"
"5779","material testing plan","Material testing covering mechanical or corrosion testing requirements on non shell approved materials.",,"CFIHOS-70000216",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5011","material traceability report","Location plans/records with an identification system cross referring to the individual material certificates.","CONT","CFIHOS-70000217",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"8370","mechanical handling equipment study","A study identify the most appropriate mechanical handling equipment (cranes, hoists, forklift trucks, etc.) for operations and maintenance phase for the facilities.","CONT","CFIHOS-70000218",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"5520","metering philosophy","A document outlining the premise and intent for the metering and allocation philosophy for fiscal measurement for the purpose of sales or purchase relating to utilities and/or products/feedstocks.","CONT","CFIHOS-70000219",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"8375","metocean analysis study","A study providing an analysis of metocean data.","CONT","CFIHOS-70000220",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"8379","metocean reference document study","A study providing the metocean design and operating conditions for the proposed offshore facilities. This document should give a complete overview of all existing metocean data (wind, waves, currents, water level and weather data) and mention all existing metocean study reports.","CONT","CFIHOS-70000221",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"8421","metocean survey","A report describing how, when and where metocean data has been collected.  Includes bathymetric data.","CONT","CFIHOS-70000222",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"3347","minutes of meeting","A summary of a meeting highlighting attendees, status, committed action items and issues. Minutes of meetings between client and contractor as requested in contract procedures.","CONT","CFIHOS-70000223","conference notes; meeting notes","2017-02-13T21:17:17.546Z","2021-10-04T18:53:34.661Z",,"CR0027;CR0030","STANDARD"
"7731","network architecture specification",,,"CFIHOS-70000224",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"2110","noise datasheet","Information like Noise Level Datasheets etc. Principal shall define sound power and sound pressure level limitation.  Vendor will complete and return these sheets with anticipated and, if requested, guaranteed data, for the octave mid-band frequencies corresponding to these limitations.",,"CFIHOS-70000225",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6918","non conformance report","A report documenting the condition of any product or component in which one or more characteristics do not conform to requirements. Includes failures, deficiencies, defects and malfunctions. Is often identified during an audit.","CONT","CFIHOS-70000226",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6038","non destructive test procedure","A procedure detailing all non-destructive tests/examinations. Excludes pressure tests.","CONT","CFIHOS-70000227",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4811","operating manual","A document that describes methods of operating a piece of equipment or process unit, including but not limited to Instructions, procedures, drawings, tables, etc. for the operation -stop, start, and emergency shutdown. Including operational limits, function testing, possible interruptions, corrective actions, hazards and corrective measures to be taken.","CONT","CFIHOS-70000228",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5522","operation philosophy","Operations (inc. start-up / shutdown). This document includes the maintenance philosophy because these two philosophy are inter dependent.",,"CFIHOS-70000229",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6926","opportunity framing report","Workshop, MOM, whitepapers, studies, brainstorm session etc.","CONT","CFIHOS-70000230",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"3352","organizational chart","A diagram represents an organisation of people, indicating roles and reporting lines in a tree-like structure. May include the names of individuals.","CONT","CFIHOS-70000231",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"0480","general agreement","A document which records scope and obligations as mutually agreed between two or more parties.","DOCT","CFIHOS-70000232",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"0580","general analysis","A report documenting  assumptions and method determining objective analysis of a set of data. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","DOCT","CFIHOS-70000233",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"0780","general assessment","An assessment which details a Health check, GAP analysis, etc. both informal and to meet Project Management Framework requirements. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type.","DOCT","CFIHOS-70000234",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"7416","other assurance review report","Provides an independent assurance that project schedules, cost estimates, technical design, competence, etc. accurately represent the project scope, the risks to project delivery, and are compliant with Group project guides and standards. Usually used as input to a Value Assurance Review VAR. Includes Estimate and Schedule Assurance Review (ESAR) under FA, and Technical Assurance Reviews under AA for multidiscipline reviews, or individual disciplines for specific reviews.",,"CFIHOS-70000235",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"0880","other audit report","Independnent assurances of compliance with specified requirements, based on comparison with system, processes, standards, constructability, operability, safety, etc.  May be performed by internal or external resources.",,"CFIHOS-70000236",,"2017-02-13T21:17:17.546Z","2021-10-04T22:14:41.364Z","2021-10-04T22:14:41.364Z","CR0027","TERMINATED"
"0980","block diagram","A schematic diagram which shows the relation between the main functions or the main component in the plant or group of plants.","DOCT","CFIHOS-70000237",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"1380","general calculation","A document showing inputs, formulas, rationale, and conclusions/mathematical results as required to enhance design or bound activities.","DOCT","CFIHOS-70000238",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"1580","general certificate","A document certifying compliance with specified requirements. [e.g., certificates needed for re-certifying, occupancy certificate, product certificates].Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","DOCT","CFIHOS-70000239",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6178","other commissioning procedure","Other procedures used by the Commissioning dicscipline. e.g. Upload of CCMS procedure. Warning: Not to be used for Commissioning Procedure, see BA6008.",,"CFIHOS-70000240",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"7881","other commissioning specification",,,"CFIHOS-70000241",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"2180","other datasheet","A datasheet which provides precise information about an object and may complements a specification. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type.",,"CFIHOS-70000242",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027;FR27","TERMINATED"
"3180","general estimate","A judgement based calculation showing a summation of cost/schedule taking into consider probabilities to develop a projected performance and should document rationale, approach, inputs, etc.","DOCT","CFIHOS-70000243",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","DOCT","CFIHOS-70000244",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030;FR27","STANDARD"
"3880","inspection report","A report documenting status and observations relating to an asset/object.  Can include paint, insulation, thickness measurement, destructive weld testing, NDE, preservation, cathodic protection tests, etc. Excludes pressure tests.","DOCT","CFIHOS-70000245",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4180","other layout diagram",,,"CFIHOS-70000246",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"4380","general list","A collection of values with a relationship to a specific topic or object that could be either technical or business related.","DOCT","CFIHOS-70000247",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"4780","logic diagram","A graphical representation of a system using formal logic. It displays the existence of functional elements and the paths by which they interact with each other. Includes SAMA drawings.","CONT","CFIHOS-70000248",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"4880","general manual","A document that describes methods of working to be used to accomplish an activity. Synonym: Guide, Guideline. Warning: this should not be a compilation of other deliverables. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","DOCT","CFIHOS-70000249",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"4980","other map",,,"CFIHOS-70000250",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5280","multimedia","Multimedia being Picture, Sound or Video.  Includes laser scans, x-rays, sonograms, installation videos, photogrammetry, illustrations, 'fly-throughs', etc.","DOCT","CFIHOS-70000251",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"5480","other performance report",,,"CFIHOS-70000252",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5680","general philosophy","A document outlining the premise and intent for decisions that are to be followed regarding a specific subject. Typically provided as instruction from Owner Operator.","DOCT","CFIHOS-70000253",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5206","other picture","Photo or Illustration",,"CFIHOS-70000254",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5880","general plan","A document capturing what particular activities and requirements will be executed and delivered.  Typically the plan is built upon a strategy.","DOCT","CFIHOS-70000255",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","DOCT","CFIHOS-70000256",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6480","general proposal","A document which captures a recommended course of action with justifications from technical and/or commercial aspects.","DOCT","CFIHOS-70000257",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6680","general register","An authoritative collection of values with a relationship to a specific topic or object that could be either technical or business related.  The columns of this collection are specified and controlled.","DOCT","CFIHOS-70000258",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"7180","general report","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","DOCT","CFIHOS-70000259",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"7280","general request","A formal contractual correspondence communicating a need for action associated with an assigned scope of work.","DOCT","CFIHOS-70000260",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7480","general review report","A report documenting results of a review.  Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","DOCT","CFIHOS-70000261",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5804","general schedule","A time-based document outlining sequence and duration of activities related to the completion of scope.","DOCT","CFIHOS-70000262",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
,"other schematic diagram","Details the elements and functions of a system with the components represented by symbols, such as the elements of an electrical or electronic circuit or the elements of a logic diagram for a computer or communications system. May also detail the logic functions.",,"CFIHOS-70000263",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"7880","general specification","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","DOCT","CFIHOS-70000264",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","DOCT","CFIHOS-70000265",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"8180","other structural calculation","Design calculation of structural components, e.g. bearing supports, joint connections.",,"CFIHOS-70000266",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","DOCT","CFIHOS-70000267",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"8880","wiring diagram","A diagram which depicts an electrical circuit.  It shows the components of the circuit as simplified shapes, and the power and signal connections between devices.","CONT","CFIHOS-70000268",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4336","packing list","A list describing the contents of a shipment received. Synonyms: Inventory, packing slip, bill of lading.","CONT","CFIHOS-70000269",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6042","packing, shipping procedure","Contains the requirement  / rules for packing, shipping and handling of the supplies",,"CFIHOS-70000270",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"2356","passive fire protection diagram","A diagram of structural and module layout drawings detailing the passive fire protection i.e. firewall/boundary fire protection ratings.","CONT","CFIHOS-70000271",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7876","performance standard for safety critical element","A statement, expressed in qualitative or quantitative terms, of the performance required of a system or item of equipment, which is used as the basis for managing risk.","CONT","CFIHOS-70000272",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"5753","permit plan","A document capturing what particular activities and requirements will be executed and delivered to secure the appropriate regulatory permits and licenses required to allow project work, construction and eventual operations to take place.","CONT","CFIHOS-70000273",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"8247","pigging requirements study","A study describing required maintenance and integrity program elements for a pipeline, e.g., cleaning and intelligent (integrity test) pigging.","CONT","CFIHOS-70000274",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"8371","pile driveability study","A study describing the assumptions and process of selection of suitable piling hammers for pile installation.","CONT","CFIHOS-70000275",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"2401","pile details","A diagram showing all dimensions, length width or diameter depending on square vs round.  Shows welding detail if splices for steel piles.  Show where all reinforcing steel (rebar) or pretensioned cable configuration and tension for concrete.","CONT","CFIHOS-70000276",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"4033","layout diagram","A diagram showing the precise location of assets/objects at a plant, process unit, or area basis relative to surrounding structures and equipment.","DOCT","CFIHOS-70000277",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4338","piping line list","An authoritative collection of values with a relationship to piping. The columns of this collection are specified and controlled.","CONT","CFIHOS-70000278",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"6044","planning procedure","Procedures for planning the project and monitoring progress",,"CFIHOS-70000279",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5879","subcontract management plan","A document capturing what particular activities and requirements will be executed and delivered to manage subcontracts.  Also used to track status of all the essential activities to be performed. It categorises the actions to be taken (e.g. Team roles and responsibilities) and also the status of them (e.g. Open, Action party, due date).","CONT","CFIHOS-70000280",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"1919","power system analysis data","- Generator reactance's, resistance and time constants - calculated and tested. - Transformer impedances - calculated and tested. - Large motor reactance's, resistance and time contents - typical. Other data as required by Principal's specifications.",,"CFIHOS-70000281",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5525","power system philosophy","Power system distribution, operation and load transfer philosophy",,"CFIHOS-70000282",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"7003","pre-qualification evaluation","A report summarizing technical or commercial evaluation of a pre-qualification to tender.","CONT","CFIHOS-70000283",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"3356","pre-qualification questionnaire","A request for information from a third party who may provide services or supply materials in order to identify if they meet required criteria.","CONT","CFIHOS-70000284",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"3357","presentation","General Presentation material delivered during the progress of the work covering a single topic or multiple topics.",,"CFIHOS-70000285",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6046","pressure test procedure","A procedure documenting specific steps to conduct inspection of an asset/object.  Typically details boundaries of the test, isolations, method of pressurization, required hold intervals etc.  Includes hydrostatic, pneumatic, vacuum and leak test/examinations.","CONT","CFIHOS-70000286",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"8611","pressure test report","A report recording duration and results of hydro static, pneumatic, and leak test examinations.  Typically includes a pressure chart to demonstrate satisfactory results.","CONT","CFIHOS-70000287",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"7733","pressure test specification","Includes hydrostatic, pneumatic, and leak tests/examinations.",,"CFIHOS-70000288",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5306","process control narrative","A document describing the process control functionality (e.g. level control).","CONT","CFIHOS-70000289",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"8248","process control, optimisation study","A document detailing evaluation of operating scenarios and control schemas in order to optimize the facility design and control.","CONT","CFIHOS-70000290",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5527","process description philosophy","Description of the Process Design and assumptions.",,"CFIHOS-70000291",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"2365","piping and instrumentation diagram","A diagram detailing equipment, piping, and instrumentation representing topology and process flow. Includes Utility Engineering Flow Schemes (UEFS) and Fire Fighting Flow Schemes.  Synonym: process engineering flow scheme (PEFS).","CONT","CFIHOS-70000292",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"2366","process flow diagram","A diagram detailing major items of equipment, primary lines and valves, operating temperatures, pressures and mass flows. Diagrams shall be provided for all hydrocarbon and utilities systems. Includes Utility Flow Schemes/Diagrams [UFS/UFD].","CONT","CFIHOS-70000293",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4814","process manual","Defines the process design and operations requirement for a specific process unit operation. This will ultimately feed itno the Plant Operations Manual.",,"CFIHOS-70000294",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"2368","process safeguarding flow diagram","A diagram detailing safeguarding elements for process and utility protection against uncontrolled loss of containment.","CONT","CFIHOS-70000295",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6204","process, utility calculation","Process related calculations to prove that the item of equipment or system selected meets the design criteria. Utilises input from the PX1216 Heat and Mass Balance Calculation.",,"CFIHOS-70000296",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6047","procurement plan","Plan for the purchase of bulk materials, equipment and services. Includes Requisition Plans.",,"CFIHOS-70000297",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5805","procurement schedule","A time-based document outlining sequence and duration of activities related to procurement activities (RFQs, purchase orders, Required On Site milestones, etc.).","DOCT","CFIHOS-70000298",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5756","procurement, contracting strategy","A document outlining purpose and approach for developing contracting and procurement strategies is to identify the in-house scope and the contract packages that will eventually be placed in the market.  The development of contracting & procurement strategies is the first step towards aligning the project demands of external parties (in terms of the required goods and services), with the market supply, in terms of capable and experienced contractors and suppliers.","CONT","CFIHOS-70000299",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6944","progress report","A report documenting progress made against a previously communicated plan or schedule.  Progress Reports can address time, scope, money, etc.","DOCT","CFIHOS-70000300",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"6945","project closeout report",,,"CFIHOS-70000301",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5759","project control plan","A document capturing key project control execution plans applicable across the project scope.","CONT","CFIHOS-70000302",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"5762","project lifecycle information register","A list of content types to be delivered by the project.","CONT","CFIHOS-70000303",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"5529","project philosophy","Including buildings, access, drainage, corrosion/materials, electrical design, fire and gas, commissioning, isolation, maintenance, operations (inc. start-up/shutdown), earthing, HVAC, metering, process control, well control,  utility requirements and design.",,"CFIHOS-70000304",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5765","project schedule","A time-based document summarizing all discipline related activities outlining sequence and duration.","DOCT","CFIHOS-70000305",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"4815","quality manual","Quality Management System set out in accordance with selected ISO and Company standards.",,"CFIHOS-70000306",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6050","quality procedure","Quality management procedure. Inspection and Test Procedure for controlling the work.",,"CFIHOS-70000307",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6950","quality report","Summary of any investigation, or review identifying quality improvement and learning opportunities.",,"CFIHOS-70000308",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027;FR27","TERMINATED"
"5795","recruitment plan","A document capturing what particular activities and requirements will be executed and delivered to support recruitment.  Typically the plan is built upon a strategy.","CONT","CFIHOS-70000309",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"2397","reinforcement diagram","Includes steel reinforcement in concrete structures (e.g., rebar).","CONT","CFIHOS-70000310",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"5105","reliability model",,,"CFIHOS-70000311",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"1222","reliability, availability, safety integrity level calculation","Demonstrates starting and operating reliability / availability of purchased equipment  (e.g. mean time between failure data) & Safety Integrity Level (SIL) calculations.","CONT","CFIHOS-70000312",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"2908","relief valve calculation","Process relief valve calculation. the output is documented in the process safeguarding memorandum.","CONT","CFIHOS-70000313",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7741","relief, blowdown specification","Sizing data for the relief and blowdown systems.  Preliminary version to be developed for project specification",,"CFIHOS-70000314",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"8249","relief, flare and vent study","A study related to the impact on personnel or equipment of lit or unlit relief, flaring and venting events.","CONT","CFIHOS-70000315",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"4349","requisition list","Refer to Requisition for definition.",,"CFIHOS-70000316",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5768","risk and opportunity management plan","A document capturing how risks and opportunities will be documented, communicated, managed, and closed.  Typically the plan is built upon a strategy.","CONT","CFIHOS-70000317",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"0709","risk assessment","An assessment which details the quantitative or qualitative risk related to a specific scenario presented to Company.","CONT","CFIHOS-70000318",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"6619","risk, opportunity register","An authoritative collection of items with a relationship to risks and/or opportunities which have a potential to impact overall project performance.  The columns of this collection are specified and controlled.","CONT","CFIHOS-70000319",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6958","route selection study","A study describing priorities and criteria, practical restrictions, and options considered for route selection.  Includes route layout drawing and/or platform approach where applicable.","CONT","CFIHOS-70000320",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"2373","routing diagram","A diagram showing alignment of cables and pipelines between plants. Includes alignment sheet for pipelines.","DOCT","CFIHOS-70000321",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"8251","safe operation study","A study validating electrical systems design will allow for safe operation.","CONT","CFIHOS-70000322",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"3363","safeguarding memorandum","A document outlining the premise and intent for decisions that are to be followed regarding process relief cases, the ultimate safeguards (relief devices) and penultimate safeguards (safeguards by instrumentation) for process integrity of a particular process unit. It complements the Process Safeguarding Flow Diagram.","CONT","CFIHOS-70000323",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
