"CFIHOS unique id","CFIHOS name","CFIHOS description","created date","modified date","terminated date","change request number","status","CFIHOS definition file"
"CFIHOS-30000706","chemical injection unit","An injection system which provides service for injection of inhibitors etc. into the process. Serves as utility for make-up purposes of water, products and when required by process.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000707","flying lead","Flying Leads are used to link connections between subsea structures such as manifolds, trees, Umbilical Termination Units and Subsea Distribution Units.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000708","jacket structure","A functional unit which is consisting of a bottom founded framework structure with three or more legs.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000709","mid-water arch","Structure used to support and restrain flexible risers.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000710","piping purge unit","A piping system that is situated within the frame and distributes purge gas inside the frame.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000711","sample vessel","Container in which the sample is collected, stored, and transported to the analytical equipment.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000712","subsea bore protector","A wear bushing that is run into and set in the wellhead or christmas tree to protect the inside wall against wear from the drill bit and drill pipe during drilling operations.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000713","subsea distributed temperature sensing fiber optic pod","A 'fibre optic pod' for use in a Distributed Temperature Sensing (DTS) system.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000714","subsea flexible flowline","Flexible pipe, wholly or in part, resting on the seafloor or buried below the seafloor, and used in a static application.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000715","subsea hanger recovery","Tools or devices that enable the installation and/or retrieval of a subsea casing hanger.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000716","subsea hang-off and pull assembly","Assembly used to attach umbilicals to host structure.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000717","subsea installation workover control","System that controls and monitors the deployment, the operation and the retrieval of subsea production equipment and is used during installation, workover, and intervention of a single subsea tree from a moored or dynamically positioned deepwater mobile offshore drilling unit (MODU) or multi-service vessel (MSV).","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000718","subsea jumper","An artefact for connecting a well or a manifold to a subsea flowline.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000719","subsea manifold support frame","A frame that is a structural framework to provide strength and protection for a subsea manifold.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000720","subsea mudmat","A device intended to prevent excessive jacket penetration into the soil.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000721","subsea pipeline crossing support","A pipeline crossing which is subsea and located above or below a specific object or geographic feature.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000722","subsea protection structure","The protection structure that covers the subsea equipment (template, manifold, trees, etc. ) to protect the equipment from third party damages as e.g. dropped objects, anchors or trawl equipment.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000723","subsea remote operated tool","Dedicated, unmanned, subsea tools used for installation and inspection, maintenance, and repair (IMR) tasks that require lift and/or handling capacity beyond that of free-swimming ROV systems.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000724","subsea remotely operated vehicle","A submarine which is a nearly neutral buoyancy submarine that is manipulated from a mother ship by an umbilical.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000725","subsea umbilical","A umbilical for use subsea or between a surface station (e.g. platform) and a subsea Installation.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0026;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000726","umbilical termination assembly","A termination head for a umbilical, having means for aligning fluid, electrical and optical lines to a mating assembly.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000727","electrical isolator","An isolator that isolates electrical conductors.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000728","protection relay","A measuring relay that, either solely or in combination with other relays, is a constituent of a protection equipment.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000729","ring main unit","A physical object that is a totally sealed, gas-insulated compact switchgear unit. The primary switching devices can be either switch disconnectors or fused switch disconnectors or circuit breakers.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000730","cathodic protection system","A corrosion protection system using sacrificial anodes or impressed current anodes offering material and giving protection to carbon and low-alloy steel equipment or structures.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000731","automatic switching equipment","A physical object that is automatic and designed to initiate the operation of circuit-breakers and/or disconnectors in a substation according to a specific programme.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000732","surge protection","A physical object that is protecting against a large but momentary increase in the voltage of an electric circuit.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000733","capacitor","A physical object that stores electricity during part of an operation.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000734","electrical connector","A connector for holding two parts of a conductor in intimate contact.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000735","electrical distribution unit","An electrical conductor that has several power distribution points.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000736","subsea control module","A control module that is used to control a subsea production system.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000737","subsea guide base","A subsea fixed structure supporting a wellhead.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000738","motor operated valve","An operated valve that is opened and closed with a motor.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000739","shear ram","A shear valve is a ram-type BOP, similar in operation to a gate valve, but uses a pair of opposing steel plungers, rams. The rams extend toward the centre of the wellbore to restrict flow or retract open in order to permit flow.","2019-10-01T00:47:46.434Z","2021-10-14T10:16:00.083Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000740","solar panel","A panel and a photovoltaic module whose main parts are solar cells.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000741","cold storage unit","An artefact and a cooling appliance comprising a thermally insulated compartment and a heat pump-chemical or mechanical means-to transfer heat from it to the external environment, cooling the contents to a temperature below ambient.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000742","calorimeter","Intended to measure quantities of absorbed or evolved heat or to determine specific heats.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000743","frequency generator","A device that generates an electrical signal of a specified frequency.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000744","siren","An acoustic device producing a loud sound as a signal or warning.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000745","current transformer","An instrument transformer in which the secondary current, in normal conditions of use, is substantially proportional to the primary current and differs in phase from it by an angle which is approximately zero for an appropriate direction of the connections.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0014;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000746","voltage transformer","An instrument transformer in which the secondary voltage, in normal conditions of use, is substantially proportional to the primary voltage and differs in phase from it by an angle which is approximately zero for an appropriate direction of the connections.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0014;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000747","alarm unit","A physical object that is intended to process and annunciate alarms.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000748","flow computer","A computer that is specially designed and programme to calculate flow and to correct for external influence.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000749","sight glass","A physical object that is transparent and intended for viewing a vessel or piping system interior.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000750","rotational speed element","A detecting element that is intended to sense rotational speed.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000751","corrosion transmitter","A transmitter that is producing a standardized output signal dependent of a received input signal from a corrosion sensor.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000752","plate heat exchanger","A heat exchanger using plates as the device for separating the two fluids and across which the energy is transferred.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0013;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000754","printed circuit heat exchanger","A non-corrugated plate heat exchanger that has flat plates with chemically etched flow passages which are diffusion bonded together into blocks.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000755","shell and tube heat exchanger","A tubular heat exchanger in which a tube bundle is surrounded by a shell.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000756","kettle reboiler","A reboiler often boils liquid coming from the bottom of a distillation column, after which the resulting vapour is returned to the distillation column.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000757","pneumatic cylinder","A cylinder where the piston is actuated by compressed air.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000758","process reactor","A vessel intended to enable a chemical reaction process.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000759","hopper","A vessel with a conical shape for filling or dosing purposes.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000800","absorber column","A column in which a gas mixture is contacted with a liquid for the purpose of preferentially dissolving one or more components of the gas mixture and to provide a solution of them in the liquid.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000801","adaptor connector","An electrical connector that is a fixed or free component that permits electrical connection(s) between two or more connectors where direct connection is mechanically impossible.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000802","adsorber column","A physical fluid separator that is based on the principle of attraction exhibited by the surface of a solid for a liquid or a gas when they are in contact.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000803","air circuit-breaker","A circuit-breaker in which the contacts open and close in air at atmospheric pressure.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000804","alternating current generator","An electric generator for the production of alternating current and voltage.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000805","alternating current motor","An electric motor driven by alternating electric current.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000806","ball control valve","A ball valve that is equipped with an actuator that manipulates a stream of fluid in the response to a signal from an external sensing element and with input of energy from an external source.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000807","ball valve","A rotary valve that has a ball closure member.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000808","block and bleed valve","A valve that has one seat which provides a seal, and a bleeder line and valve that are tapped into the block valve's bonnet.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000809","butterfly control valve","A butterfly valve that is equipped with an actuator that manipulates a stream of fluid in the response to a signal from an external sensing element and with input of energy from an external source.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000810","butterfly valve","A rotary valve that has a closure member of a disc type with a shaft parallel, or near parallel, to the plane of the disc, with an axis of rotation transverse to the flow direction.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000811","choke control valve","A choke valve that is equipped with an actuator that manipulates a stream of fluid in the response to a signal from an external sensing element and with input of energy from an external source.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000812","choke valve","A valve that can be used to obstruct the fluid passing inside, and has the ability to reduce the pressure from the inlet port to the outlet port.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000813","chromatograph","An analysing instrument that applies the principle of chromatography to analyse the molecular composition of a substance.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000814","contactor column","A pressure vessel with internal packing intended to effect the main stream by introducing counter flow of a regenerative liquid or gas. Dehydration of gas by use of glycol is a typical application.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000815","conventional relief valve","A pressure relief valve that has its closing force provided by a spring.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000816","cyclone separator","A separator intended to separate by rotation based on difference in densities","2019-10-01T00:47:46.434Z","2021-10-21T13:27:58.097Z","2021-10-21T13:27:58.097Z","CR0013;CR0029;FR60;FR74","TERMINATED","tag or equipment class"
"CFIHOS-30000817","diaphragm control valve","A diaphragm valve that is equipped with an actuator that manipulates a stream of fluid in the response to a signal from an external sensing element and with input of energy from an external source.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000818","diaphragm valve","A membrane valve that is a membrane valve where the closure member is a resilient diaphragm being forced against a port.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000819","direct current generator","An electric generator for the production of direct current and voltage.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000820","direct current motor","An electric motor for operation by direct current.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000821","distillation column","A process column intended to enable a distillation process.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000822","double block and bleed valve","A block and bleed valve that is incorporating two seats, each of which provides a seal, and a means of venting the space between the seats. The seats may isolate with the pressure differential acting in the same or in opposite directions depending on the design.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000823","dry transformer","A power transformer of which the magnetic circuit and windings are not immersed in an insulating liquid.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000824","eccentric rotating disc control valve","A control valve that uses a rotating disc as closing element, and with a design that causes the disc to take a slightly eccentric path during actuation.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000825","eccentric rotating disc valve","A valve that has a closing member which is an eccentric rotating disc.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000826","electric piping purge unit","An electrically controlled piping system that is situated within the frame and distributes purge gas inside the frame.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000827","finned tube heat exchanger","A heat exchanger that has finned tubes.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000828","flexible riser","A flexible vertical or near vertical pipe for the flow of liquid or gas between the seabed and the surface.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000829","flow meter","A detecting instrument intended to measure and indicate flow rate and/or produce a signal which represents the measured flow rate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000830","flying chemical lead","ROV or diver-mateable flexible leads between subsea equipment items for chemical services.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000831","flying electrical lead","ROV or diver-mateable flexible leads between subsea equipment items for electrical services.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000832","flying hydraulic lead","ROV or diver-mateable flexible leads between subsea equipment items for hydraulic services.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000833","flying optical lead","ROV or diver-mateable flexible leads between subsea equipment items for optical services.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000834","gas chromatograph","A chromatograph where gas is injected directly into one or more separation columns.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000835","gas liquid chromatograph","A chromatograph where a liquid sample is injected and evaporated and subsequently carried to one or more separation columns.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000836","gas-blast circuit-breaker","A circuit-breaker in which the arc develops in a blast of gas.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000837","gate control valve","A control valve that is a gate valve and an actuated valve.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000838","gate valve","A valve that is a valve where the closure member is a gate or disc with a linear motion parallel, or nearly parallel, to the plane of flat seats, which are transverse to the direction of flow.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000839","globe control valve","A control valve that is a globe valve and an actuated valve.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000840","globe valve","A valve that is a valve where the closure member is a disc or piston operating with linear motion normal to the flat or shaped seat.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000841","gravity separator","A separator that is based on the difference in specific gravity for the substances to be separated.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000842","hydraulic piping purge unit","A hydraulically controlled piping system that is situated within the frame and distributes purge gas inside the frame.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0015;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000843","hydraulic turbine","A turbine in which liquid forces are driving the rotor by the reaction of acceleration of subject liquid flow in the runner while the pressure drops.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0009;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000844","linear polarization resistance element","A detecting element intended to measure corrosion using electrical conductivity.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000845","liquid ring pump","A rotary pump intended to use a liquid annulus held by centrifugal force around the inside of a casing by a single rotor-impeller to compress vapour isothermically.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0009;CR0028;CR0029;FR60;FR74","TERMINATED","tag or equipment class"
"CFIHOS-30000846","lobe pump","A rotary pump intended to carry a liquid in cavities within a chamber, between meshed and timed rotor lobe surfaces, from the inlet to the outlet.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0009;CR0028;CR0029;FR60;FR74","TERMINATED","tag or equipment class"
"CFIHOS-30000847","manual switch","A switch which is operated by a person.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000848","multiple orifice on-off valve","A valve not designed to regulate flow (e.g. on/off). A valve with multiple orifices or flow-restriction device to control fluid flow. Includes an actuator that needs auxiliary power to operate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;CR0032;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000849","multiport on-off valve","A valve not designed to regulate flow (e.g. on/off). A multi port valve which has the possibility of multiple distinct paths for flow through it. Includes an actuator that needs auxiliary power to operate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;CR0032;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000850","multiport valve","A valve that has three or more ports arranged to switch flow.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000851","needle control valve","A needle valve that is equipped with an actuator that manipulates a stream of fluid in the response to a signal from an external sensing element and with input of energy from an external source.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000852","needle valve","A globe valve that has a closure member with the shape of a conical plug (needle) which closes into a small seat.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000853","nucleonic level transmitter","A level transmitter that is producing a standardized electrical output signal based on the input signal from a nucleonic level detector.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000854","oil circuit-breaker","A circuit-breaker in which the contacts open and close in oil.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0012;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000855","oxidation reduction potential element","An element designed to measure an oxidation reduction potential (ORP).","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0029;CR0030;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000856","pilot operated relief valve","A pressure relief valve that uses a pilot valve to indirectly activate the main valve.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000857","piston check valve","A lift check valve that has a free gravity or spring loaded piston type closure member.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0011;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000858","pitot tube flow meter","A differential pressure flow meter utilizing a pitot tube (a probe with an open tip) that is inserted into the flow field.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0014;CR0029;FR60","STANDARD","tag or equipment class"
