line	table	item	code	propId	Name	Description	type	physicalQuantity	ListId	UnitCodeList	Priority	
447	109	 Valves	VA	1351	Shut-off pressure	Maximum differential pressure when valve closed (design)For PSVs: set-point opening pressure	PQ	pressure		Pascal (bar)	Low	
480	112	 Nozzles	NO	1351	Shut-off pressure	Maximum differential pressure when valve closed (design)For safety pressure-relief valves: setpoint opening pressure	PQ	pressure		Pascal (bar)	Low	
438	108	 Valves	VA	1352	Size	Internal diameter	PQ	length		Millimetres (inches)	Medium	
839	167	 (BOP)	BO	1352	Size	Height and mass	PQ	length		Millimetres (inches), kilograms (tons)	Low	
869	170	 (BOP)	BO	1352	Size	Height and mass	PQ	length		Millimetres (inches), kilograms (tons)	Low	
897	174	 intervention)	WC	1352	Size	Nominal size (bore)	PQ	length		Millimetres (inches)	High	
198	58	 exchangers	HE	1353	Size - diameter	External	PQ	length		Millimetres	Medium	
211	61	 boilers	HB	1353	Size - diameter	Specify	PQ	length		Millimetres	Medium	
227	65	 vessels	VE	1353	Size - diameter	External	PQ	length		Millimetres	Medium	
305	80	 tanks	TA	1353	Size - diameter	Nominal diameter	PQ	length		Metres	Medium	
623	136	 vessels	SV	1353	Size - diameter	External	PQ	length		Metres	Medium	
306	80	 tanks	TA	1354	Size - height	Nominal height	PQ	length		Metres	Medium	
199	58	 exchangers	HE	1355	Size - length	External	PQ	length		Metres	Medium	
212	61	 boilers	HB	1355	Size - length	Specify	PQ	length		Metres	Medium	
228	65	 vessels	VE	1355	Size - length	External	PQ	length		Metres	Medium	
624	136	 vessels	SV	1355	Size - length	External	PQ	length		Metres	Medium	
530	123	 trees	XT	1356	Size of tree	Dimensions and mass		length		Metres, kilograms	Low	
165	54	 Cranes	CR	1357	Slew bearing type	Specify	List		1042	Conical, roller	High	
175	54	 Cranes	CR	1358	Slewing speed 1	At max. load	PQ	angular velocity		Degrees per second	Medium	
176	54	 Cranes	CR	1359	Slewing speed 2	At no load	PQ	angular velocity		Degrees per second	Low	
459	109	 Valves	VA	1360	Solenoid-valve configuration	Number and configuration (applicable for solenoid-operated valves only)	List		1154	Specify, e.g. 1 ?ù 3/2 (= single 3/2 pilot valve), 2 ?ù 4/3 (= double 4/3 pilot valve)	Low	
6	29	 engines	CE	1361	Speed	Design speed	PQ	angular velocity		Revolutions per minute	High	
38	33	 Compressors	CO	1361	Speed	Design speed	PQ	angular velocity		Revolutions per minute	Low	
50	36	 generators	EG	1361	Speed	Synchronous	PQ	angular velocity		Revolutions per minute	Medium	
73	39	 motors	EM	1361	Speed	Design speed	PQ	angular velocity		Revolutions per minute	Medium	
91	42	 turbines	ST	1361	Speed	Design speed (power shaft)	PQ	angular velocity		Revolutions per minute	Medium	
110	45	 Pumps	PU	1361	Speed	Design speed	PQ	angular velocity		Revolutions per minute or strokes per minute	Medium	
130	48	 turbines	ST	1361	Speed	Design speed (power shaft)	PQ	angular velocity		Revolutions per minute	Medium	
142	51	 expanders	TE	1361	Speed	Design speed	PQ	angular velocity		Revolutions per minute	Medium	
585	130	 pumps	SP	1361	Speed	Design value	PQ	angular velocity		Revolutions per minute	Low	
812	162	 drives	TD	1361	Speed	Max. speed	PQ	angular velocity		Revolutions per minute	High	
813	162	 drives	TD	1361	Speed	Normal speed	PQ	angular velocity		Revolutions per minute	High	
258	71	 Winches	WI	1362	Speed - design	Max. operating speed	PQ	angular velocity		Revolutions per minute	High	
913	180	 fixation	JF	1363	Speed hoist - max load	Hoist speed at max load	PQ	speed		Metres per second, m/s	Medium	
914	180	 fixation	JF	1364	Speed hoist - no load	Hoist speed at no load	PQ	speed		Metres per second, m/s	Low	
915	180	 fixation	JF	1365	Speed input shaft	Speed _input_shaft	PQ	angular velocity		Revolutions per minute ,rpm	Low	
916	180	 fixation	JF	1366	Speed output shaft	Speed_output_shaft	PQ	angular velocity		Revolutions per minute ,rpm	Low	
264	71	 Winches	WI	1367	Spooling device	As applicable	Bool			Yes/No	Low	
484	112	 Nozzles	NO	1368	Spray angle	Specify	PQ	degrees		Degrees	Medium	
485	112	 Nozzles	NO	1369	Spray type	Specify	List		1054	Droplets, mist	Medium	
496	115	 Lifeboats	LB	1370	Sprinkler system	Sprinkler system?	List		1115	No, Yes	High	
9	29	 engines	CE	1371	Starting system	Type	List		1059	Electric, hydraulic, pneumatic	Medium	
93	42	 turbines	ST	1371	Starting system	Specify main starting system	List		1059	Electric, hydraulic, pneumatic	High	
449	109	 Valves	VA	1372	Stem sealing	Type	List		1159	Stuffing box, duplex, lip seal, O-ring	High	
299	80	 tanks	TA	1373	Stored product(s)	Main product(s)	List		1045	Crude oil, oily water, gasoline, diesel, methanol, water, refrigerated LPG, refrigerated LNG, chemicals	High	
19	32	 Compressors	CO	1374	Suction pressure	Design - first stage	PQ	pressure		Pascal (bar)	Medium	
20	32	 Compressors	CO	1374	Suction pressure	Operating - first stage	PQ	pressure		Pascal (bar)	Low	
108	45	 Pumps	PU	1375	Suction pressure - design	Design pressure	PQ	pressure		Pascal (bar)	Medium	
582	130	 pumps	SP	1375	Suction pressure - design		PQ	pressure		Pascal (barg.)	Medium	
379	93	 converters	FC	1376	Supply voltage	Supply voltage	PQ	electrical tension / voltage		Volts	Low	
370	90	 Switchgear	SG	1377	Switches/Breaker rating	Switches/Breaker rating (A)				Specify	Low	
360	90	 Switchgear	SG	1378	System application	Description of the switchboard application (services supplied)	List		1043	Control system, safety system	Medium	
375	93	 converters	FC	1379	System identification	System identification number	Number			Number	High	
316	83	 UPS	UP	1380	System input voltage	Input voltage	PQ	electrical tension / voltage		Volt	High	
321	83	 UPS	UP	1381	System output voltage	Output voltage	PQ	electrical tension / voltage		Volt	High	
559	127	 Risers	PR	1382	Temperature	Design value	PQ	temperature		Degrees Celsius	Low	
224	65	 vessels	VE	1383	Temperature - design	Design temperature	PQ	temperature		Degrees Celsius	Low	
307	80	 tanks	TA	1383	Temperature - design	Maximum design temperature	PQ	temperature		Degrees Celsius	High	
308	80	 tanks	TA	1383	Temperature - design	Minimum design temperature	PQ	temperature		Degrees Celsius	High	
653	140	 pipelines	SL	1383	Temperature - design	Design temperature	PQ	temperature		Degrees Celsius	Medium	
226	65	 vessels	VE	1384	Temperature - operating	Operating temperature	PQ	temperature		Degrees Celsius	Low	
309	80	 tanks	TA	1384	Temperature - operating	Operating temperature	PQ	temperature		Degrees Celsius	Medium	
620	136	 vessels	SV	1384	Temperature - operating	Specify	PQ	temperature		Degrees Celsius	Medium	
196	58	 exchangers	HE	1385	Temperature drop, hot side	Operating	PQ	temperature		Degrees Celsius	Low	
768	153	Electrical submersible pumps	ESP	1386	Temperature rating	Power cable and MLE	PQ	temperature		Degrees Celsius	High	
773	153	Electrical submersible pumps	ESP	1386	Temperature rating	Pothead	PQ	temperature		Degrees Celsius	High	
351	87	 transformers	PT	1387	Temperature rise	In accordance with IEC 60076-2	PQ	temperature		Degrees Celsius	Low	
61	36	 generators	EG	1388	Temperature rise - rotor	Temperature rise in accordance with IEC 60034-1	List		1174	Y, A, E, B, F, H	Medium	
79	39	 motors	EM	1389	Temperature rise - rotor a	Temperature rise in accordance with IEC 60034-1	List		1174	Y, A, E, B, F, H	Medium	
59	36	 generators	EG	1390	Temperature rise - stator	Temperature rise in accordance with IEC 60034-1	List		1174	Y, A, E, B, F, H	Low	
77	39	 motors	EM	1390	Temperature rise - stator	Temperature rise in accordance with IEC 60034-1	List		1174	Y, A, E, B, F, H	Low	
197	58	 exchangers	HE	1391	Temperature rise, cold side	Operating	PQ	temperature		Degrees Celsius	Low	
350	87	 transformers	PT	1392	Thermal class designation	Thermal class in accordance with IEC 60085	List		1175	Y, A, E, B, F, H, 200, 220, 250	Medium	
776	153	Electrical submersible pumps	ESP	1393	Thermal cycling performance	Pothead	PQ			N/A	High	
355	87	 transformers	PT	1394	Three-phase transformer connection	Type and combination of connections (vector groups) as star, delta, etc. in accordance with IEC 60076-1				Code as recommended in IEC 600761:2000, Annex D	High	
37	33	 Compressors	CO	1395	Thrust bearing	Specify as relevant in comment field whether any thrust pressure regulator is installed	List		1010	Antifrictional, journal, magnetic	Low	
63	36	 generators	EG	1395	Thrust bearing	Type	List		1010	Antifrictional, journal, magnetic	Low	
120	45	 Pumps	PU	1395	Thrust bearing	Type	List		1010	Antifrictional, journal, magnetic	Low	
154	51	 expanders	TE	1395	Thrust bearing	Type	List		1010	Antifrictional, journal, magnetic	Low	
595	130	 pumps	SP	1396	Thrust bearing type	Specify	List		1104	Magnetic, roller, sliding	Low	
758	153	Electrical submersible pumps	ESP	1397	Thrust load bearing capacity	Seal chamber section	PQ	weight		Pounds, lbs	High	
814	162	 drives	TD	1398	Torque	Max. torque	PQ	moment of force		Newton*metre	High	
815	162	 drives	TD	1398	Torque	At normal speed	PQ	moment of force		Newton*metre	High	
917	180	 fixation	JF	1399	Torque brake	Brake torque	PQ	moment of force		N/m	Low	
827	163	 drives	TD	1400	Torque wrench capacity	Diameter	PQ	length		Millimetres	Low	
828	163	 drives	TD	1400	Torque wrench capacity	Torque	PQ	moment of force		Newton*metre	Low	
168	54	 Cranes	CR	1401	Total unit weight	Specify	PQ	volume		Metric tonnes	Medium	
352	87	 transformers	PT	1402	Transformer cooling	Type in accordance with IEC 60076-2				Code as in IEC 60076-2:1993, Clause 3	High	
605	133	 distribution	EP	1403	Transmission distance	0 - 999	PQ	length		km	High	
603	133	 distribution	EP	1404	Transmission power	0 - 99,999	PQ	power		kVA	High	
115	45	 Pumps	PU	1405	Transmission type	Type	List		1048	Direct, gear, integral	Low	
259	71	 Winches	WI	1405	Transmission type	Type	List		1048	Direct, gear, integral	Low	
598	130	 pumps	SP	1405	Transmission type	Specify	List		1048	Direct, gear, integral	Low	
602	133	 distribution	EP	1406	Transmission voltage a	0 - 9,999	PQ	electrical tension / voltage		kV	High	
462	109	 Valves	VA	1407	Trim type	Type (applicable for control valves only)	List		1116	Noise reduction, anti-cavitation, multi-stage, single-stage	High	
215	61	 boilers	HB	1408	Tube coil configuration	Specify	List		1088	Helical, horizontal, single-pass, spiral, split-pass, vertical	Low	
214	61	 boilers	HB	1409	Tube material	Specify				Specify	Low	
201	58	 exchangers	HE	1410	Tube/plate material	Specify material type in tubes/plates.				Free text	Medium	
273	74	 Turrets	TU	1411	Turret location	Where installed on the vessel	List		1024	Bow, stern, behind living quarter	High	
637	139	 pipelines	SL	1412	Type	Classify	List		1139	Production, injection		
377	93	 converters	FC	1413	Type of commutation	Describe as per code list	List		1143	Self-commutated, line/load commutated	Low	
898	174	 intervention)	WC	1414	Type of connections	Specify				Text	High	
504	118	control	CS	1415	Type of control fluid		List		1130	Oil-based, water-based	Medium	
859	167	 (BOP)	BO	1415	Type of control fluid	Specify	List		1130	Oil-based, water-based	High	
886	171	 (BOP)	BO	1415	Type of control fluid	Specify	List		1130	Oil-based, water-based	High	
505	118	control	CS	1416	Type of control system		List		1037	Closed, open	Medium	
860	167	 (BOP)	BO	1416	Type of control system	Specify	List		1110	Multiplexed, pilot hydraulic, other	High	
887	171	 (BOP)	BO	1416	Type of control system	Specify	List		1110	Multiplexed, pilot hydraulic, other	High	
148	51	 expanders	TE	1417	Type of design	Type	List		1032	Centrifugal, axial	Medium	
69	39	 motors	EM	1418	Type of driven unit	Equipment class, type and identification code				Specify	High	
86	42	 turbines	ST	1418	Type of driven unit	Characteristics of the driven subsystem	List		1085	Generator drive, mechanical drive, auxiliaries, other	High	
139	51	 expanders	TE	1418	Type of driven unit	Equipment class, type and identification code				Specify	High	
17	32	 Compressors	CO	1419	Type of driver	Driver unit (equipment class, type and identification code)				Specify	High	
48	36	 generators	EG	1419	Type of driver	Equipment class, type and identification code				Specify	High	
101	45	 Pumps	PU	1419	Type of driver	Equipment class, type and identification code				Specify	High	
159	54	 Cranes	CR	1419	Type of driver	Driver unit (equipment class, type and identification code)				Specify	High	
251	71	 Winches	WI	1419	Type of driver	Equipment class, type and code				Specify	High	
803	162	 drives	TD	1419	Type of driver	Specify type	List		1058	Electric, hydraulic	High	
356	87	 transformers	PT	1420	Type of dry transformer winding	Specify if the windings are encapsulated in solid insulation. Cast resin is an example of solid insulation.	List		1064	Encapsulated/not encapsulated	Medium	
81	39	 motors	EM	1421	Type of Ex protection	Explosion classification category, e.g. Ex(d), Ex(e) b				e.g. Ex(d), Ex(e)	High	
403	97	 detectors	FG	1421	Type of Ex protection	Explosion classification category, e.g. Ex(d), Ex(e) c	List		1176	Ex(d), Ex(e), Ex(i), none	Low	
483	112	 Nozzles	NO	1422	Type of nozzle end	Specify	List		1020	Bolted flange, clamped flange, screwed, welded	Medium	
607	133	 distribution	EP	1423	Type of power consumers	Type of power consumers	List		1160	Subsea pump, subsea compressor, subsea heater, subsea cooler	High	
423	101	 devices	IP	1424	Type of protection	Explosion classification category, e.g. Ex(d), Ex(e) b	List		1176	Ex(d), Ex(e), Ex(i), None	Low	
245	68	 Piping	PI	1425	Type of valves	Specify valve category	List		1141	PSV, ESD, HIPPS, manual, etc.	Low	
789	157	Surface wellhead and X-mas trees	XD	1426	Type of well	Type of tie-back solution	List		1118	Offshore, SPAR, TLP, Onshore, l, HPHT, SAGD, Shale gas, Shale oil	High	
895	174	 intervention)	WC	1427	Unit function	Functional description of unit				Text	High	
894	174	 intervention)	WC	1428	Unit identification	Manufacturer model/part/serial number				Number or name	High	
896	174	 intervention)	WC	1429	Unit type	Type of unit (ram, gate valve, ball valve, etc.)				Text	High	
328	83	 UPS	UP	1430	UPS string system	The numbers of UPS systems which are working in parallel	List		1056	Dual, single, triple	Medium	
28	32	 Compressors	CO	1431	Utilization	Percent utilization compared to design	Number			Percent	Medium	
193	58	 exchangers	HE	1431	Utilization	Used/rated heat transfer	Number			Percent	Medium	
107	45	 Pumps	PU	1432	Utilization of capacity	Normal operating/design capacity	Number			Percent	Medium	
365	90	 Switchgear	SG	1432	Utilization of capacity	Normal operating/design capacity	Number			%	High	
381	93	 converters	FC	1432	Utilization of capacity	Normal operating/design capacity	Number			%	Medium	
539	123	 trees	XT	1433	Valve actuation	Classify	List		1094	Hydraulic, Electrical, Manual	Medium	
656	140	 pipelines	SL	1433	Valve actuation	Classify	List		1094	Hydraulic, Electrical, Manual	High	
537	123	 trees	XT	1434	Valve application	X-mas tree valve function	List		1009	Annulus master (AMV), Annulus swab (ASV), Annulus wing (AWV), Injection wing (IWV), Injection master (IMV), Injection swab (ISV), Production master (PMV), Production swab, Production wing (PWV), Crossover (XOV)	High	
575	127	 Risers	PR	1434	Valve application	Riser base valve function	List		1135	Pipeline isolation, SSIV b, HIPPS	High	
654	140	 pipelines	SL	1434	Valve application	Pipeline valve function	List		1136	Pipeline isolationSSIV a	High	
797	157	Surface wellhead and X-mas trees	XD	1434	Valve application	X-mas tree valve function	List		1163	Swab (SV), Production wing (PWV), Kill (KV), Upper master (UMV), Lower master (LMV), Annulus (AV)	High	
684	145	(TR-SCSSV	TR-SCSSV	1435	Valve configuration		List		1150	Single valve (s.v.)Single valve with insert capability within valveSingle valve with separate nipple/control line for insert valvesUpper valve in ÔÇ£hotÔÇØ backup tandem conceptLower valve in ÔÇ£hotÔÇØ backup tandem conceptUpper valve in ÔÇ£coldÔÇØ backup tandem conceptLower valve in ÔÇ£coldÔÇØ backup tandem conceptUpper valve in hybrid tandem concept	Low	
716	148	 DHSV/WRSCSSV	WR-SCSSV	1435	Valve configuration		List		1149	Single valve (s.v)Single valve with insert capability within valve Single v. with sep. nipple/contr.l. for insert v.Upper valve in ÔÇ£hotÔÇØ backup tandem conceptLower valve in ÔÇ£hotÔÇØ backup tandem conceptUpper valve in ÔÇ£coldÔÇØ backup tandem conceptLower valve in ÔÇ£coldÔÇØ backup tandem conceptUpper valve in hybrid tandem concept	Low	
538	123	 trees	XT	1436	Valve design class	Type of X-mas tree valve design	List		1014	Ball, Butterfly, Diaphragm, Double expanding gate, Flapper, Gate, Needle, Piston, Ram, Swing	High	
576	127	 Risers	PR	1436	Valve design class	Type of riser base valve design	List		1148	Side-entry ball, top-entry ball, double expanding gate (DEG), slab gate, wedge gate, check	High	
655	140	 pipelines	SL	1436	Valve design class	Type of pipeline valve design	List		1148	Side-entry ball, top-entry ball, double expanding gate (DEG), slab gate, wedge gate, check	High	
798	157	Surface wellhead and X-mas trees	XD	1436	Valve design class	Type of valve design	List		1014	Ball, Butterfly, Diaphragm, Double expanding gate, Flapper, Gate, Needle, Piston, Ram, Swing	High	
461	109	 Valves	VA	1437	Valve fail-safe position	Fail-safe position	List		1068	Fail-open, Fail-close, Fail-as-is	High	
658	140	 pipelines	SL	1437	Valve fail-safe position	Fail-safe-position	List		1068	Fail-open, Fail-close, Fail-as-is	High	
463	109	 Valves	VA	1438	Valve leakage class	Specify according to applicable reference standard (e.g. for valves complying with API Spec 6D, see ISO 5208:2015)				ISO 5208:2015, Annex A, Table 4	High	
657	140	 pipelines	SL	1439	Valve location	Specify location of pipeline valves	List		1162	Subsea, topside, landfall/ onshore	High	
448	109	 Valves	VA	1440	Valve material	Type	List		1029	Carbon steel (CS), stainless steel (SST), duplex, alloy type, composite, titanium	High	
682	145	(TR-SCSSV	TR-SCSSV	1441	Valve type		List		1167	Tubing-retrievableTubing-retrievable with wireline-retrievable brainOtherUnknown	Medium	
72	39	 motors	EM	1442	Variable speed	Specify if installed or not	Bool			Yes/No	Low	
281	74	 Turrets	TU	1443	Vessel displacement		PQ	volume		Metric tonnes	Medium	
52	36	 generators	EG	1444	Voltage	Design voltage	PQ	electrical tension / voltage		Kilovolts	High	
74	39	 motors	EM	1444	Voltage	Design voltage	PQ	electrical tension / voltage		Volts	Medium	
293	77	 Swivels	SW	1445	Voltage - power	Power swivels only a	PQ	electrical tension / voltage		Volt	Medium	
345	87	 transformers	PT	1446	Voltage additional windings	Rated voltage tertiary or further windings	PQ	electrical tension / voltage		Kilovolts	High	
767	153	Electrical submersible pumps	ESP	1447	Voltage rating	Power cable and MLE	PQ	electrical tension / voltage		Volt	High	
772	153	Electrical submersible pumps	ESP	1447	Voltage rating	Pothead	PQ	electrical tension / voltage		Volt	High	
294	77	 Swivels	SW	1448	Voltage signal	Signal swivels only a	PQ	electrical tension / voltage		Volt	Medium	
376	93	 converters	FC	1449	Voltage type	Design characteristic	List		1003	AC, DC	High	
319	83	 UPS	UP	1450	Voltage variation	Input voltage	Number			Percent	Low	
304	80	 tanks	TA	1451	Volume	Nominal liquid capacity	PQ	volume		Cubic metres	Medium	
756	153	Electrical submersible pumps	ESP	1452	Volume contraction capacity	Seal chamber section	PQ	volume		Litres	High	
237	68	 Piping	PI	1453	Wall thickness	Specify	PQ	length		Millimetres	Medium	
567	127	 Risers	PR	1453	Wall thickness	Specify	PQ	length		Millimetres	Low	
520	122	 trees	XT	1454	Water depth		PQ	length		Metres	High	
280	74	 Turrets	TU	1455	Wave height	Significant height - design value	PQ	length		Meters	Medium	
542	123	 trees	XT	1456	Wax formation	Specify	Bool			Yes/no	Low	
572	127	 Risers	PR	1456	Wax formation	Specify	Bool			Yes/no	Low	
630	136	 vessels	SV	1456	Wax formation	Specify	Bool			Yes/No	Low	
533	123	 trees	XT	1457	Well flow rate	Representative well flow rate (production or injection)				Specify	Medium	
792	157	Surface wellhead and X-mas trees	XD	1457	Well flow rate	Representative well flow rate (production or injection)				Specify	Medium	
781	156	Surface wellhead and X-mas trees	XD	1458	Well function	Function of the well	List		1140	Production, injection, disposal	High	
780	156	Surface wellhead and X-mas trees	XD	1459	Well identification no	Well identification no - operator description				Specify	High	
502	118	control	CS	1460	Well identification number	Operator description				Number or name	High	
516	122	 trees	XT	1460	Well identification number	Operator description				Number or name	High	
549	126	 Risers	PR	1460	Well identification number	Operator description				Number or name	High	
580	130	 pumps	SP	1460	Well identification number	Operator description				Number or name	High	
738	152	Electrical submersible pumps	ESP	1460	Well identification number	Operator description				Number or name	High	
518	122	 trees	XT	1461	Well type	Production, injection	List		1139	Production, injection	High	
854	167	 (BOP)	BO	1462	Wellhead connector - manufacturer (and model)	Specify				Specify	High	
881	171	 (BOP)	BO	1462	Wellhead connector - manufacturer (and model)	Specify				Specify	High	
855	167	 (BOP)	BO	1463	Wellhead connector pressure rating	Specify	PQ	pressure		Pascal (pounds per square inch)	Medium	
882	171	 (BOP)	BO	1463	Wellhead connector pressure rating	Specify	PQ	pressure		Pascal (pounds per square inch)	Medium	
790	157	Surface wellhead and X-mas trees	XD	1464	Wellhead flowing pressure	Representative operational wellhead flowing pressure	PQ	pressure		Psi	Low	
791	157	Surface wellhead and X-mas trees	XD	1465	Wellhead flowing temperature	Representative operational wellhead flowing temperature	PQ	temperature		Degrees Celsius	Low	
437	108	 Valves	VA	1466	Where mounted	Equipment on which the valve is installed	List		1172	Wellhead, X-mas tree, wellhead flow line, wellhead injection line, pump, turbine, generator, separator, heat exchanger, vessel, header, electric motor, diesel motor, turboexpander, drilling, pipeline, mud process, utility, living quarter, air inlet, riser	High	
177	54	 Cranes	CR	1467	WHIP crane	Installed or not	Bool			Yes/No	Low	
257	71	 Winches	WI	1468	Wire diameter	Wire/line thickness	PQ	length		Millimetres	Low	
252	71	 Winches	WI	1469	Wire/chain type	Type of hoisting line	List		1028	Cable, chain, rope, umbilical, wire	High	
552	126	 Risers	PR	1470	Working pressure		PQ	pressure		Pascal (bar)	Medium	
43	33	 Compressors	CO	1471	Working principle		List		1151	Single-acting, double-acting	Low	
